spp,individual,year_month,month,timing,dry_wt,model,rwc,lfm,max_mpa_sample,mpa,gww_gdw,gww_gdw_saturated,fresh_wt,site,sample,location,pos_mpa,water_potential,n,sd_fall_spp,tlp
CECO,2020_October_CECO_2.5,2020_October,10,fall,7.5425,HP,86.8204963625209,109.1390261,-0.138,-1.561,1.091390261,1.257065217,7.8518,2,2.5,seki,1.561,-1.561,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.4,2020_September,9,fall,8.1344,HP,17.25196909,28.43766439,-0.52,-10,0.284376644,1.648372093,8.4047,1,1.4,czo,10,-10,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.5,2020_October,10,fall,7.5189,HP,29.1350974911272,36.62471765,-0.138,-9,0.3662471765,1.257065217,7.6324,2,2.5,seki,9,-9,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.5,2020_October,10,fall,7.5985,HP,48.7946735593983,57.76793132,-0.183,-6.664,0.5776793132,1.183898305,7.8071,1,1.5,seki,6.664,-6.664,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.5,2020_September,9,fall,8.3712,HP,73.66168247,85.6685633,-0.785,-3.59,0.856685633,1.163000361,8.853,1,1.5,czo,3.59,-3.59,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.4,2020_October,10,fall,7.5047,EPI,100,130.4599659,-0.384,-0.384,1.304599659,1.304599659,7.8876,1,1.4,seki,0.384,-0.384,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.2,2020_October,10,fall,7.4916,EPI,72.950033259043,90.95744681,-0.152,-1.452,0.9095744681,1.246845858,7.7139,1,1.2,seki,1.452,-1.452,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.4,2020_October,10,fall,7.4841,HP,84.9929208052936,110.8817355,-0.384,-1.293,1.108817355,1.304599659,7.801,1,1.4,seki,1.293,-1.293,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.6,2020_September,9,fall,7.8063,HP,87.83860334,137.9838577,-0.296,-0.296,1.379838577,1.570879459,8.644,1,1.6,czo,0.296,-0.296,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.1,2020_September,9,fall,7.7852,HP,63.8854979,90.54102472,-0.362,-3.595,0.905410247,1.417239087,8.2906,1,1.1,czo,3.595,-3.595,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.2,2020_September,9,fall,6.6894,HP,60.8449404,75.82544893,-0.277,-4.43,0.758254489,1.246207958,7.0821,1,1.2,czo,4.43,-4.43,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.6,2020_September,9,fall,6.889,HP,84.7361166,133.110225,-0.296,-1.86,1.33110225,1.570879459,7.8237,1,1.6,czo,1.86,-1.86,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.2,2020_October,10,fall,7.2994,HP,99.1726829968906,112.5228519,-0.199,-0.906,1.125228519,1.134615385,7.4225,2,2.2,seki,0.906,-0.906,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.3,2020_October,10,fall,12.3646,EPI,51.5916160080934,55.9663437,-0.107,-5.94,0.559663437,1.084795322,12.5841,2,2.3,seki,5.94,-5.94,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.4,2020_October,10,fall,7.5047,HP,100,130.4599659,-0.384,-0.384,1.304599659,1.304599659,7.8876,1,1.4,seki,0.384,-0.384,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.4,2020_October,10,fall,12.4609,HP,62.1260666679356,81.04964539,-0.384,-3.872,0.8104964539,1.304599659,12.7466,1,1.4,seki,3.872,-3.872,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.5,2020_October,10,fall,7.6737,HP,42.2333571970103,50,-0.183,-8,0.5,1.183898305,7.9116,1,1.5,seki,8,-8,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.4,2020_October,10,fall,7.5148,EPI,75.7679209592343,93.60818153,-0.169,-0.854,0.9360818153,1.235459286,7.8077,2,2.4,seki,0.854,-0.854,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.5,2020_September,9,fall,7.5667,HP,44.15889681,51.35681293,-0.785,-10,0.513568129,1.163000361,7.7446,1,1.5,czo,10,-10,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.3,2020_September,9,fall,7.8549,HP,52.813825,58.76989646,-0.341,-8.79,0.587698965,1.112774855,8.2352,1,1.3,czo,8.79,-8.79,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.1,2020_September,9,fall,7.903,HP,55.68894919,93.70585465,-0.262,-3.399,0.937058547,1.682665161,8.5,2,2.1,czo,3.399,-3.399,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.3,2020_September,9,fall,6.7083,HP,97.15378319,108.110287,-0.341,-2.14,1.08110287,1.112774855,7.3788,1,1.3,czo,2.14,-2.14,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.2,2020_October,10,fall,7.4614,HP,100,113.4615385,-0.199,-0.199,1.134615385,1.134615385,7.7623,2,2.2,seki,0.199,-0.199,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.4,2020_October,10,fall,12.702,HP,47.1188463494762,61.47123088,-0.384,-6.632,0.6147123088,1.304599659,12.9552,1,1.4,seki,6.632,-6.632,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.2,2020_October,10,fall,7.5225,HP,55.5875746591284,69.30913722,-0.152,-0.664,0.69309137220000006,1.246845858,7.7402,1,1.2,seki,0.664,-0.664,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.5,2020_September,9,fall,7.6257,HP,58.20905404,114.5728643,-0.33,-2.9,1.145728643,1.968299712,8.1045,2,2.5,czo,2.9,-2.9,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.1,2020_October,10,fall,12.4216,EPI,65.8803373355193,70.75606277,-0.311,-6.051,0.70756062770000006,1.074008811,12.6696,2,2.1,seki,6.051,-6.051,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.6,2020_October,10,fall,12.3282,EPI,75.0846566794778,96.20970599,-0.138,-2.84,0.9620970599,1.281349749,12.5998,1,1.6,seki,2.84,-2.84,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.1,2020_September,9,fall,7.6874,HP,59.0939106,99.43526459,-0.262,-3.11,0.994352646,1.682665161,8.1628,2,2.1,czo,3.11,-3.11,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.3,2020_October,10,fall,7.6058,EPI,49.7664337826118,53.98639456,-0.107,-9,0.5398639456,1.084795322,7.8042,2,2.3,seki,9,-9,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.1,2020_September,9,fall,7.3794,HP,11.34409836,19.08831909,-0.262,-10,0.190883191,1.682665161,7.4062,2,2.1,czo,10,-10,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.1,2020_September,9,fall,7.5779,HP,100,168.2665161,-0.262,-0.262,1.682665161,1.682665161,8.1739,2,2.1,czo,0.262,-0.262,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.4,2020_September,9,fall,7.8503,HP,31.99565254,52.74074074,-0.52,-5.26,0.527407407,1.648372093,8.2063,1,1.4,czo,5.26,-5.26,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.2,2020_October,10,fall,7.3915,EPI,100,124.6845858,-0.152,-0.152,1.246845858,1.246845858,7.6188,1,1.2,seki,0.152,-0.152,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.4,2020_September,9,fall,8.0193,HP,61.13117992,100.766931,-0.52,-2.83,1.00766931,1.648372093,8.7945,1,1.4,czo,2.83,-2.83,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.1,2020_October,10,fall,12.3011,HP,81.8130858146191,87.86797502,-0.311,-1.882,0.8786797502,1.074008811,12.4981,2,2.1,seki,1.882,-1.882,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.3,2020_October,10,fall,12.5409,EPI,75.0842870891363,81.45108339,-0.107,-2.983,0.8145108339,1.084795322,12.789,2,2.3,seki,2.983,-2.983,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.2,2020_September,9,fall,7,HP,69.45054415,112.4637681,-0.398,-4.473,1.124637681,1.619336025,7.2048,2,2.2,czo,4.473,-4.473,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.5,2020_September,9,fall,7.7823,HP,100,116.3000361,-0.785,-0.785,1.163000361,1.163000361,8.4273,1,1.5,czo,0.785,-0.785,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.4,2020_October,10,fall,7.4788,EPI,100,123.5459286,-0.169,-0.169,1.235459286,1.235459286,7.7868,2,2.4,seki,0.169,-0.169,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.6,2020_October,10,fall,7.5927,HP,81.9902970145273,105.0582465,-0.138,-0.73,1.050582465,1.281349749,7.9354,1,1.6,seki,0.73,-0.73,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.3,2020_October,10,fall,7.5218,HP,60.6592061602188,71.73038229,-0.58,-4.884,0.7173038229,1.182514359,7.7357,1,1.3,seki,4.884,-4.884,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.2,2020_September,9,fall,7.7503,HP,43.69576274,70.75812274,-0.398,-10,0.707581227,1.619336025,8.1227,2,2.2,czo,10,-10,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.5,2020_September,9,fall,6.8959,HP,21.21052972,24.66785372,-0.785,-7,0.246678537,1.163000361,7.076,1,1.5,czo,7,-7,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.2,2020_September,9,fall,7.8484,HP,79.91768713,129.4135898,-0.398,-1.92,1.294135898,1.619336025,8.6826,2,2.2,czo,1.92,-1.92,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.3,2020_October,10,fall,7.3902,HP,96.4020922464856,104.5765387,-0.107,-0.107,1.045765387,1.084795322,7.589,2,2.3,seki,0.107,-0.107,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.2,2020_October,10,fall,7.5225,EPI,55.5875746591284,69.30913722,-0.152,-0.664,0.69309137220000006,1.246845858,7.7402,1,1.2,seki,0.664,-0.664,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.3,2020_September,9,fall,7.7541,HP,100,215.1101579,-0.61,-2.43,2.151101579,2.151101579,8.8574,2,2.3,czo,2.43,-2.43,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.3,2020_September,9,fall,6.894,HP,51.69775658,111.2071258,-0.61,-2.52,1.112071258,2.151101579,7.7305,2,2.3,czo,2.52,-2.52,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.3,2020_September,9,fall,6.6772,HP,35.07090866,75.441087,-0.61,-3.381,0.75441087,2.151101579,7.0492,2,2.3,czo,3.381,-3.381,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.3,2020_September,9,fall,7.7344,HP,42.74202899,91.94244604,-0.61,-3.48,0.91942446,2.151101579,8.1817,2,2.3,czo,3.48,-3.48,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.1,2020_October,10,fall,7.5347,HP,58.753186886099,63.10144039,-0.311,-3.995,0.6310144039,1.074008811,7.7406,2,2.1,seki,3.995,-3.995,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.1,2020_October,10,fall,12.5005,EPI,46.4642981663778,51.42237876,-0.486,-7.354,0.5142237876,1.106707317,12.6903,1,1.1,seki,7.354,-7.354,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.4,2020_September,9,fall,8.0003,HP,68.23899048,84.76112984,-0.815,-3.324,0.847611298,1.242121685,8.7295,2,2.4,czo,3.324,-3.324,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.1,2020_October,10,fall,7.4188,HP,96.9447023465806,104.1194645,-0.311,-1.321,1.041194645,1.074008811,7.621,2,2.1,seki,1.321,-1.321,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.4,2020_September,9,fall,8.1988,HP,23.96930342,29.77279155,-0.815,-1.76,0.297727916,1.242121685,8.5146,2,2.4,czo,1.76,-1.76,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.5,2020_October,10,fall,12.5217,HP,76.697140604488,90.80161476,-0.183,-3.267,0.9080161476,1.183898305,12.8366,1,1.5,seki,3.267,-3.267,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.5,2020_September,9,fall,7.8291,HP,57.38029175,66.73330002,-0.785,-6.34,0.667333,1.163000361,8.2297,1,1.5,czo,6.34,-6.34,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.3,2020_October,10,fall,7.6058,HP,49.7664337826118,53.98639456,-0.107,-9,0.5398639456,1.084795322,7.8042,2,2.3,seki,9,-9,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.4,2020_October,10,fall,12.6177,HP,65.6956942911481,85.70658037,-0.384,-3.302,0.8570658037,1.304599659,12.9355,1,1.4,seki,3.302,-3.302,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.5,2020_September,9,fall,7.7361,HP,66.97582091,131.828489,-0.33,-2.201,1.31828489,1.968299712,8.3756,2,2.5,czo,2.201,-2.201,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.1,2020_September,9,fall,7.7591,HP,86.02121834,144.7449072,-0.262,-1.09,1.447449072,1.682665161,8.562,2,2.1,czo,1.09,-1.09,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.5,2020_October,10,fall,12.432,HP,65.4304374726805,82.25032708,-0.138,-3.953,0.8225032708,1.257065217,12.6206,2,2.5,seki,3.953,-3.953,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.4,2020_October,10,fall,7.479,HP,64.8018394594025,80.06003431,-0.169,-4.574,0.8006003431,1.235459286,7.6657,2,2.4,seki,4.574,-4.574,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.3,2020_October,10,fall,12.3646,HP,51.5916160080934,55.9663437,-0.107,-5.94,0.559663437,1.084795322,12.5841,2,2.3,seki,5.94,-5.94,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.1,2020_October,10,fall,12.7393,EPI,32.2208533206978,35.65905413,-0.486,-8.25,0.3565905413,1.106707317,12.9376,1,1.1,seki,8.25,-8.25,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.6,2020_October,10,fall,12.2821,EPI,45.0662217595674,57.74559194,-0.138,-1.841,0.5774559194,1.281349749,12.3738,1,1.6,seki,1.841,-1.841,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.4,2020_September,9,fall,7.5969,HP,79.06259039,130.3245676,-0.52,-0.52,1.303245676,1.648372093,8.147,1,1.4,czo,0.52,-0.52,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.5,2020_September,9,fall,8.0592,HP,9.302642209,18.31038798,-0.33,-10,0.18310388,1.968299712,8.2055,2,2.5,czo,10,-10,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.4,2020_October,10,fall,12.4019,HP,61.0039566289682,75.3679047,-0.169,-3.998,0.753679047,1.235459286,12.617,2,2.4,seki,3.998,-3.998,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.1,2020_October,10,fall,12.5005,HP,46.4642981663778,51.42237876,-0.486,-7.354,0.5142237876,1.106707317,12.6903,1,1.1,seki,7.354,-7.354,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.2,2020_October,10,fall,7.2994,EPI,99.1726829968906,112.5228519,-0.199,-0.906,1.125228519,1.134615385,7.4225,2,2.2,seki,0.906,-0.906,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.6,2020_October,10,fall,12.2821,HP,45.0662217595674,57.74559194,-0.138,-1.841,0.5774559194,1.281349749,12.3738,1,1.6,seki,1.841,-1.841,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.4,2020_September,9,fall,7.8552,HP,40.54824303,66.83859223,-0.52,-7.65,0.668385922,1.648372093,8.2958,1,1.4,czo,7.65,-7.65,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.2,2020_September,9,fall,7.6421,HP,55.24061938,89.453125,-0.398,-3.287,0.89453125,1.619336025,8.1001,2,2.2,czo,3.287,-3.287,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.2,2020_October,10,fall,12.3457,EPI,59.9703347932304,68.0432645,-0.199,-3.898,0.680432645,1.134615385,12.4841,2,2.2,seki,3.898,-3.898,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.4,2020_October,10,fall,7.4841,EPI,84.9929208052936,110.8817355,-0.384,-1.293,1.108817355,1.304599659,7.801,1,1.4,seki,1.293,-1.293,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.3,2020_October,10,fall,7.3789,EPI,100,118.2514359,-0.58,-0.58,1.182514359,1.182514359,7.5642,1,1.3,seki,0.58,-0.58,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.3,2020_October,10,fall,7.5218,EPI,60.6592061602188,71.73038229,-0.58,-4.884,0.7173038229,1.182514359,7.7357,1,1.3,seki,4.884,-4.884,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.1,2020_September,9,fall,7.0483,HP,53.99866442,76.52901786,-0.362,-4.881,0.765290179,1.417239087,7.734,1,1.1,czo,4.881,-4.881,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.1,2020_October,10,fall,7.3798,HP,92.057985643552,101.8812463,-0.486,-1.005,1.018812463,1.106707317,7.5531,1,1.1,seki,1.005,-1.005,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.4,2020_October,10,fall,7.4721,EPI,49.9306156819805,61.6872428,-0.169,-7.2,0.616872428,1.235459286,7.622,2,2.4,seki,7.2,-7.2,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.3,2020_October,10,fall,7.4757,EPI,85.3565445795995,100.9353396,-0.58,-1.037,1.009353396,1.182514359,7.7239,1,1.3,seki,1.037,-1.037,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.3,2020_October,10,fall,7.4757,EPI,85.3565445795995,100.9353396,-0.58,-1.037,1.009353396,1.182514359,7.7239,1,1.3,seki,1.037,-1.037,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.6,2020_October,10,fall,12.7826,EPI,67.5854103905553,86.60054864,-0.138,-5.326,0.8660054864,1.281349749,13.193,1,1.6,seki,5.326,-5.326,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.4,2020_October,10,fall,7.6504,EPI,52.2414349488957,68.15415822,-0.384,-5.098,0.6815415822,1.304599659,7.9528,1,1.4,seki,5.098,-5.098,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.1,2020_September,9,fall,7.9363,HP,11.47645829,16.26488527,-0.362,-10,0.162648853,1.417239087,8.0483,1,1.1,czo,10,-10,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.3,2020_October,10,fall,7.5998,HP,49.9237452473082,59.03554561,-0.58,-6.513,0.5903554561,1.182514359,7.8373,1,1.3,seki,6.513,-6.513,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.2,2020_October,10,fall,7.4614,EPI,100,113.4615385,-0.199,-0.199,1.134615385,1.134615385,7.7623,2,2.2,seki,0.199,-0.199,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.2,2020_October,10,fall,7.5092,EPI,40.4028101822363,45.84165003,-0.199,-9,0.4584165003,1.134615385,7.647,2,2.2,seki,9,-9,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.4,2020_October,10,fall,7.6299,HP,44.0340514530213,57.44680851,-0.384,-8,0.5744680851,1.304599659,7.8567,1,1.4,seki,8,-8,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.2,2020_October,10,fall,7.4398,EPI,57.6324368367348,65.39064951,-0.199,-5.05,0.6539064951,1.134615385,7.6482,2,2.2,seki,5.05,-5.05,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.5,2020_October,10,fall,12.4096,HP,88.8961134208229,105.243958,-0.183,-1.652,1.05243958,1.183898305,12.6404,1,1.5,seki,1.652,-1.652,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.2,2020_September,9,fall,6.6396,HP,58.68353681,73.13189057,-0.277,-5.52,0.731318906,1.246207958,6.9978,1,1.2,czo,5.52,-5.52,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.1,2020_October,10,fall,7.3798,EPI,92.057985643552,101.8812463,-0.486,-1.005,1.018812463,1.106707317,7.5531,1,1.1,seki,1.005,-1.005,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.6,2020_September,9,fall,6.6001,HP,72.35365212,113.6588659,-0.296,-2.15,1.136588659,1.570879459,7.1052,1,1.6,czo,2.15,-2.15,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.1,2020_October,10,fall,12.4064,HP,74.2635960181331,82.1880651,-0.486,-3.827,0.821880651,1.106707317,12.5882,1,1.1,seki,3.827,-3.827,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.4,2020_September,9,fall,6.8584,HP,84.82477061,105.362687,-0.815,-2.49,1.05362687,1.242121685,7.605,2,2.4,czo,2.49,-2.49,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.5,2020_October,10,fall,7.2686,HP,55.9907682737196,70.38404727,-0.138,-5.245,0.7038404727,1.257065217,7.3639,2,2.5,seki,5.245,-5.245,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.4,2020_September,9,fall,7.719,HP,78.74612242,97.81226627,-0.815,-3.71,0.978122663,1.242121685,8.2421,2,2.4,czo,3.71,-3.71,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.6,2020_September,9,fall,7.9968,HP,16.05109879,25.21434139,-0.296,-10,0.252143414,1.570879459,8.1909,1,1.6,czo,10,-10,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.5,2020_September,9,fall,7.8478,HP,72.0310428,141.7786808,-0.33,-0.33,1.417786808,1.968299712,8.7549,2,2.5,czo,0.33,-0.33,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.3,2020_September,9,fall,8.0697,HP,77.03852871,85.72653761,-0.341,-1.45,0.857265376,1.112774855,8.7694,1,1.3,czo,1.45,-1.45,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.2,2020_October,10,fall,12.3457,HP,59.9703347932304,68.0432645,-0.199,-3.898,0.680432645,1.134615385,12.4841,2,2.2,seki,3.898,-3.898,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.1,2020_September,9,fall,8.0317,HP,46.46253511,78.18088912,-0.262,-3.89,0.781808891,1.682665161,8.6437,2,2.1,czo,3.89,-3.89,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.3,2020_September,9,fall,8.1107,HP,59.84379905,66.59267481,-0.341,-7.892,0.665926748,1.112774855,8.7107,1,1.3,czo,7.892,-7.892,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.1,2020_October,10,fall,12.4216,EPI,65.8803373355193,70.75606277,-0.311,-6.051,0.70756062770000006,1.074008811,12.6696,2,2.1,seki,6.051,-6.051,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.5,2020_September,9,fall,6.7876,HP,30.13885699,59.32230353,-0.33,-8.135,0.593223035,1.968299712,7.1605,2,2.5,czo,8.135,-8.135,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.2,2020_October,10,fall,12.4404,EPI,93.6475475343568,106.2539482,-0.199,-1.088,1.062539482,1.134615385,12.7768,2,2.2,seki,1.088,-1.088,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.4,2020_September,9,fall,7.8594,HP,67.53527391,111.3232608,-0.52,-0.904,1.113232608,1.648372093,8.5299,1,1.4,czo,0.904,-0.904,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.1,2020_September,9,fall,8.2058,HP,42.13276403,70.89533417,-0.262,-6.8,0.708953342,1.682665161,8.4869,2,2.1,czo,6.8,-6.8,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.4,2020_September,9,fall,6.8979,HP,47.509861,78.31392902,-0.52,-4.59,0.78313929,1.648372093,7.4562,1,1.4,czo,4.59,-4.59,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.5,2020_October,10,fall,7.5985,EPI,48.7946735593983,57.76793132,-0.183,-6.664,0.5776793132,1.183898305,7.8071,1,1.5,seki,6.664,-6.664,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.4,2020_September,9,fall,7.7087,HP,60.18851901,99.21307506,-0.52,-2.85,0.992130751,1.648372093,8.2004,1,1.4,czo,2.85,-2.85,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.2,2020_October,10,fall,12.4404,HP,93.6475475343568,106.2539482,-0.199,-1.088,1.062539482,1.134615385,12.7768,2,2.2,seki,1.088,-1.088,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.3,2020_October,10,fall,12.4434,EPI,75.6093496028322,89.40914158,-0.58,-3.338,0.8940914158,1.182514359,12.684,1,1.3,seki,3.338,-3.338,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.4,2020_October,10,fall,12.4019,EPI,61.0039566289682,75.3679047,-0.169,-3.998,0.753679047,1.235459286,12.617,2,2.4,seki,3.998,-3.998,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.4,2020_September,9,fall,7.4901,HP,46.92271943,77.34610123,-0.52,-5.901,0.773461012,1.648372093,7.7728,1,1.4,czo,5.901,-5.901,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.5,2020_October,10,fall,7.5649,EPI,89.7066527179461,106.2035541,-0.183,-0.756,1.062035541,1.183898305,7.8936,1,1.5,seki,0.756,-0.756,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_2.3,2020_October,10,fall,12.4681,HP,67.3938679005476,73.10855263,-0.107,-4.046,0.7310855263,1.084795322,12.6459,2,2.3,seki,4.046,-4.046,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_2.2,2020_September,9,fall,7.779,HP,67.38239767,109.114744,-0.398,-2.89,1.09114744,1.619336025,8.4865,2,2.2,czo,2.89,-2.89,314,0.23075123700581107,-2.714489914076433
CECO,2020_October_CECO_1.6,2020_October,10,fall,12.3282,HP,75.0846566794778,96.20970599,-0.138,-2.84,0.9620970599,1.281349749,12.5998,1,1.6,seki,2.84,-2.84,314,0.23075123700581107,-2.714489914076433
CECO,2020_September_CECO_1.5,2020_September,9,fall,8.0169,HP,72.66402739,84.50829009,-0.785,-2.382,0.845082901,1.163000361,8.6846,1,1.5,czo,2.382,-2.382,314,0.23075123700581107,-2.714489914076433
