"","hydration","ambient.humidity","ambient.temp","bins10lfm","bins20lfm","bins5lfm","bottle.wt","dry.wt","dw.flam.sample","fd","fh","fresh.wt","gd","gdw.gfw","gdw.gww","gdw.gww.saturated","glow","gr","gti","gww.gdw","gww.gdw.saturated","ignition","ignition.temp","ignition.temp.higher","individual","lfm","lfm.NAs.imputed","lfm.notes","lfm.outliers.out","max.mpa.sample","model","model.spp.gr","month","mpa","pfg","prop.ignite","prop.new","prop.new.lfm","ros","round","RWC","RWD","sample","sample.length","sample.wt","site","spp","start.temp","temp.change","temp.max","temp.max.higher","temp.start.higher","ttfg","tti","ttms","video.notes...56","video.notes...57","water.wt","ww.flam.sample","year","year.month","fh_nas_imputed","flam.index","mean.wt","dry.norm.fh","dry.norm.gd","dry.norm.fd","dry.norm.pfg","dry.norm.ttfg","dry.norm.tti","dry.norm.gti","ignition_num"
"460","hydrated",64,22,"(130,140]","(120,140]","(135,140]",7.1961,8.1444,6.63355827841889,40,50,9.4541,176,0.861467511450059,6.2185233259525,3.29223744292238,0,"(130,140]",0.5,1.381103026,1.681011703,1,247.4,205.9,"2020_September_PIJE_1.2",138.1103026,138.1103026,NA,138.1103026,-0.35,"HP","2020_September_HP_PIJE_(130,140]","September",2.026,136,100,NA,NA,0.25,5,82.1590369380076,17.8409630619924,1.2,10,7.7003,1,"PIJE",261.1,102,363.1,252.1,221.7,103,103,114,NA,NA,1.3097,1.06674172158111,2020,"2020_September",50,3.07350204003815,7.95488571428571,7.5374328379184,26.5317635894728,6.02994627033472,20.5018173191381,15.5271116461119,15.5271116461119,0.075374328379184,1
"461","hydrated",52,26,"(110,120]","(100,120]","(110,115]",7.2082,8.6688,8.65209857255451,65,NA,10.2771,241,0.843506436640686,5.3900391717963,3.29223744292238,1,"(110,120]",36,1.101122826,1.681011703,1,216.1,205.7,"2020_September_PIJE_1.2",110.1122826,110.1122826,NA,110.1122826,-0.35,"HP","2020_September_HP_PIJE_(110,120]","September",2.993,140,88,NA,NA,0.153846153846154,6,65.5035788290404,34.4964211709596,1.2,10,10.2573,1,"PIJE",227,-4,223,245.9,216.7,43,79,121,NA,"Missing lower?",1.6083,1.60520142744549,2020,"2020_September",35,3.38119045976375,7.3081,NA,27.8545139053871,7.51262823174342,16.1810454222166,4.96989252253796,9.13073277396508,4.16084025142713,1
"462","hydrated",65,22,"(100,110]","(100,120]","(105,110]",7.2187,8.4053,5.13242680020597,32,42,9.71,90,0.865633367662204,6.44232390587874,3.29223744292238,1,"(100,110]",2,1.099528063,1.681011703,1,251,223,"2020_September_PIJE_1.2",109.9528063,109.9528063,NA,109.9528063,-0.35,"HP","2020_September_HP_PIJE_(100,110]","September",3.122,56,100,NA,NA,0.3125,7,65.4087095906435,34.5912904093565,1.2,10,5.9291,1,"PIJE",250.9,20.4,271.3,271.4,227.4,89,91,96,NA,NA,1.3047,0.796673199794027,2020,"2020_September",42,3.20438798009731,7.59176,8.18326332453772,17.5355642668665,6.23486729488588,10.9110177660503,17.3407246639013,17.7304038698317,0.389679205930367,1
"463","hydrated",70,21,"(130,140]","(120,140]","(135,140]",7.1379,8.1306,6.87296215811495,35,37,9.082,130,0.895243338471702,6.85663686962388,3.29223744292238,0,"(130,140]",7,1.36810540649394,1.681011703,1,303.6,185.5,"2020_September_PIJE_1.2",NA,136.810540649394,"No FW",NA,-0.35,"HP","2020_September_HP_PIJE_(130,140]","September",2.712,88,100,NA,NA,0.285714285714286,8,81.3858347358535,18.6141652641465,1.2,10,7.6772,1,"PIJE",246.8,211.3,458.1,354.8,189.7,103,110,115,NA,NA,1.1858,0.804237841885048,2020,"2020_September",37,2.72957307159794,7.95488571428571,5.3834138976473,18.9146974782202,5.09241855182853,12.803795216026,14.9862603096668,16.0047440200325,1.01848371036571,1
"464","hydrated",68,21,"(90,100]","(80,100]","(95,100]",7.1718,8.6567,9.15554300005926,93,39,10.1258,223,0.854915167196666,5.89251922946022,3.29223744292238,0,"(90,100]",0.5,0.9893595528,1.681011703,1,249.7,192.8,"2020_September_PIJE_1.2",98.93595528,98.93595528,NA,98.93595528,-0.35,"HP","2020_September_HP_PIJE_(90,100]","September",3.412,130,100,NA,NA,0.10752688172043,9,58.8550068410797,41.1449931589203,1.2,10,10.7093,1,"PIJE",247.6,22.9,270.5,244.5,197.8,102,102,107,"gpe",NA,1.4691,1.55375699994075,2020,"2020_September",39,2.91005967336481,10.3287,4.25971457943539,24.35682951831,10.1577809201921,14.199048598118,11.1407919769849,11.1407919769849,0.0546117253773767,1
"465","moderate",66,22,"(80,90]","(80,100]","(85,90]",7.207,9.005,8.136329974597,39,NA,10.5893,131,0.850386711114049,5.68389825159377,3.29223744292238,1,"(80,90]",13,0.8811457175,1.681011703,1,233.9,204.4,"2020_September_PIJE_1.2",88.11457175,88.11457175,NA,88.11457175,-0.35,"HP","2020_September_HP_PIJE_(80,90]","September",3.862,79,100,NA,NA,0.256410256410256,10,52.4175837638413,47.5824162361587,1.2,10,9.5678,1,"PIJE",254.1,220.3,474.4,307.3,217.4,60,73,78,NA,NA,1.5843,1.431470025403,2020,"2020_September",41.5,3.7219742162101,8.995525,NA,16.1006252707307,4.79331592029387,9.70953737700553,7.37433218506749,8.97210415849878,1.59777197343129,1
"466","hydrated",74,22,"(100,110]","(100,120]","(105,110]",7.2749,8.9809,9.1377774335914,76,NA,10.7855,139,0.832682768531825,4.97667073035576,3.29223744292238,0,"(100,110]",0.5,1.057796014,1.681011703,1,262.6,196.4,"2020_September_PIJE_1.2",105.7796014,105.7796014,NA,105.7796014,-0.35,"HP","2020_September_HP_PIJE_(100,110]","September",3.336,63,100,NA,NA,0.131578947368421,11,62.9261540602136,37.0738459397864,1.2,10,10.9739,1,"PIJE",266.2,37.9,304.1,227.7,205.6,101,101,103,"2nd ignition:13:26:24 to13:26:27 w/ max temps of330.9 and248.3",NA,1.8046,1.8361225664086,2020,"2020_September",44,3.01756229140484,7.59176,NA,15.2115764484504,8.31712093584336,6.894455512607,11.0530159805287,11.0530159805287,0.0547179008937063,1
"467","hydrated",69,23,"(90,100]","(80,100]","(95,100]",7.0998,8.2649,8.76406243031498,81,NA,9.3815,158,0.880978521558386,7.40184488626187,3.29223744292238,0,"(90,100]",0.5,0.9583726719,1.681011703,1,287.8,212.4,"2020_September_PIJE_1.2",95.83726719,95.83726719,NA,95.83726719,-0.35,"HP","2020_September_HP_PIJE_(90,100]","September",3.232,77,100,NA,NA,0.123456790123457,12,57.0116597159705,42.9883402840295,1.2,10,9.9481,1,"PIJE",283.1,109.4,392.5,351.3,221.7,78,78,86,NA,NA,1.1166,1.18403756968502,2020,"2020_September",39,3.50108694390686,10.3287,NA,18.0281691574305,9.24228925159412,8.78587990583639,8.89998224227582,8.89998224227582,0.0570511682197168,1
"468","hydrated",60,24,"(160,170]","(160,180]","(160,165]",7.1999,8.1019,9.81337245537112,37,40,9.579,126,0.84579810001044,5.48500440051452,3.96319348049971,1,"(160,170]",8,1.637583149,1.637583149,1,253.1,217.8,"2020_September_PIJE_1.3",163.7583149,163.7583149,NA,163.7583149,-0.2,"HP","2020_September_HP_PIJE_(160,170]","September",0.2,81,100,100,100,0.27027027027027,1,100,0,1.3,10,11.6025,1,"PIJE",270.4,179,449.4,356.2,237.1,95,103,108,NA,NA,1.4771,1.78912754462888,2020,"2020_September",40,2.90862306744918,10.3321222222222,4.07607070677389,12.8396227263378,3.77036540376585,8.25404318121713,9.68066792858799,10.4958820699428,0.815214141354778,1
"469","moderate",54,25,"(60,70]","(60,80]","(60,65]",7.1286,9.9695,9.48971494398882,83,42,11.7298,183,0.849929240055244,5.66352326308016,3.96319348049971,1,"(60,70]",8,0.6196275828,1.637583149,1,293.1,235,"2020_September_PIJE_1.3",61.96275828,61.96275828,NA,61.96275828,-0.2,"HP","2020_September_HP_PIJE_(60,70]","September",1.554,92,100,NA,NA,0.120481927710843,2,37.8379310496923,62.1620689503077,1.3,10,11.1653,1,"PIJE",300.9,17.5,318.4,308.3,256.4,76,84,96,NA,"labelled as1.3 -2",1.7603,1.67558505601118,2020,"2020_September",42,3.38650047581186,11.1653,4.42584421638551,19.2840355142511,8.74631118952374,9.6947063787492,8.00867048679282,8.85168843277101,0.843017945978192,1
"470","hydrated",49,27,"(130,140]","(120,140]","(135,140]",7.1243,8.547,6.61024137931035,50,40,10.5154,141,0.812807881773399,4.3421052631579,3.96319348049971,1,"(130,140]",2,1.383566458,1.637583149,1,336.4,260.2,"2020_September_PIJE_1.3",138.3566458,138.3566458,NA,138.3566458,-0.2,"HP","2020_September_HP_PIJE_(130,140]","September",1.67,89,100,NA,NA,0.2,3,84.4883179730375,15.5116820269625,1.3,10,8.1326,1,"PIJE",322.7,202.6,525.3,331.1,267.2,71,73,78,"very hot! Check upper cam for glow end time",NA,1.9684,1.52235862068965,2020,"2020_September",40,3.68862975470999,7.95488571428571,6.05121624229904,21.3305372541041,7.5640203028738,13.4639561391154,10.7409088300808,11.0434696421958,0.302560812114952,1
"471","hydrated",52,26,"(140,150]","(140,160]","(145,150]",7.1968,8.5769,7.37978511960821,63,35,10.618,109,0.807769824825768,4.20209690852971,3.96319348049971,1,"(140,150]",9,1.478950801,1.637583149,1,284.3,240.7,"2020_September_PIJE_1.3",147.8950801,147.8950801,NA,147.8950801,-0.2,"HP","2020_September_HP_PIJE_(140,150]","September",1.47,37,100,NA,NA,0.158730158730159,4,90.3130202520178,9.68697974798224,1.3,10,9.136,1,"PIJE",287.7,29.7,317.4,271.4,251.3,90,99,107,"check upper for glow end time",NA,2.0411,1.75621488039179,2020,"2020_September",35,2.89378468706546,8.29541428571429,4.74268551627668,14.7700777506902,8.53683392929802,5.01369611720677,12.1954770418543,13.4150247460397,1.21954770418543,1
"472","hydrated",62,23,"(140,150]","(140,160]","(145,150]",7.1198,7.9869,5.85195645760844,30,47,9.2542,58,0.863056774221435,6.3022962203109,3.96319348049971,1,"(140,150]",1,1.461538462,1.637583149,1,273.1,219,"2020_September_PIJE_1.3",146.1538462,146.1538462,NA,146.1538462,-0.2,"HP","2020_September_HP_PIJE_(140,150]","September",1.906,27,100,NA,NA,0.333333333333333,5,89.2497252974603,10.7502747025397,1.3,10,6.7805,1,"PIJE",270.3,119.4,389.7,262.4,227.7,102,103,113,"used Indra's max temp",NA,1.2673,0.928543542391563,2020,"2020_September",47,3.0265140499564,8.29541428571429,8.03150200116285,9.91121523547755,5.12649063904011,4.6138415751361,17.4300681727364,17.6009511940377,0.170883021301337,1
"473","hydrated",52,26,"(130,140]","(120,140]","(130,135]",7.1834,8.851,8.92366503071912,67,44,11.0843,150,0.798516821089288,3.96319348049971,3.96319348049971,1,"(130,140]",31,1.339230031,1.637583149,1,215.8,210.9,"2020_September_PIJE_1.3",133.9230031,133.9230031,NA,133.9230031,-0.2,"HP","2020_September_HP_PIJE_(130,140]","September",2.66,52,100,NA,NA,0.149253731343284,6,81.7808873899202,18.2191126100798,1.3,10,11.1753,1,"PIJE",219,7.59999999999999,226.6,287.3,220.2,70,101,106,NA,NA,2.2333,2.25163496928088,2020,"2020_September",44,3.01756229140484,7.95488571428571,4.93070950652371,16.8092369540581,7.50812583947929,5.82720214407348,7.84431057856045,11.3182195490658,3.47390897050534,1
"474","hydrated",65,22,"(130,140]","(120,140]","(135,140]",7.2016,8.1437,6.53262064018012,46,42,9.4161,126,0.864869744373998,6.40026721156869,3.96319348049971,1,"(130,140]",18,1.350599724,1.637583149,1,270.2,219.2,"2020_September_PIJE_1.3",135.0599724,135.0599724,NA,135.0599724,-0.2,"HP","2020_September_HP_PIJE_(130,140]","September",3.364,62,100,NA,NA,0.217391304347826,7,82.475184531836,17.524815468164,1.3,10,7.5533,1,"PIJE",263.6,17.6,281.2,264.1,232.1,69,87,101,NA,NA,1.2724,1.02067935981988,2020,"2020_September",42,3.3053146467819,7.95488571428571,6.42927277020666,19.28781831062,7.04158446260729,9.49083123220982,10.5623766939109,13.3177793097138,2.75540261580285,1
"475","moderate",68,22,"(80,90]","(80,100]","(85,90]",7.2562,9.5123,7.54091244379633,47,41,11.5206,129,0.825677482075586,4.73649355176019,3.96319348049971,1,"(80,90]",8,0.8901644431,1.637583149,1,252.4,198.7,"2020_September_PIJE_1.3",89.01644431,89.01644431,NA,89.01644431,-0.2,"HP","2020_September_HP_PIJE_(80,90]","September",3.395,74,100,NA,NA,0.212765957446809,10,54.3584271518417,45.6415728481583,1.3,10,9.133,1,"PIJE",250,103.5,353.5,336.5,207.2,80,88,93,"2nd ignition:12:36:14 to12:36:25 w/ max temps of321.1 and228.3",NA,2.0083,1.59208755620367,2020,"2020_September",41,3.26001798961784,8.995525,5.43700782969963,17.106683171494,6.2326675120947,9.8131360828725,10.6087957652676,11.6696753417943,1.06087957652676,1
"476","hydrated",67,22,"(110,120]","(100,120]","(110,115]",7.2331,8.4098,7.6581536059174,36,NA,9.734,122,0.863961372508732,6.3508533454161,3.96319348049971,0,"(110,120]",0.5,1.125350557,1.637583149,1,250.9,208.2,"2020_September_PIJE_1.3",112.5350557,112.5350557,NA,112.5350557,-0.2,"HP","2020_September_HP_PIJE_(110,120]","September",3.722,86,88,NA,NA,0.277777777777778,11,68.7202086616,31.2797913384,1.3,10,8.864,1,"PIJE",245.5,91.5,337,307.4,209.2,81,81,84,NA,NA,1.3242,1.2058463940826,2020,"2020_September",35,3.32306666975749,7.3081,NA,15.9307329518347,4.70087201857417,11.2298609332605,10.5769620417919,10.5769620417919,0.0652898891468635,1
"477","hydrated",74,22,"(100,110]","(100,120]","(100,105]",7.2563,8.9809,6.14203463724445,47,NA,10.7855,117,0.832682768531825,4.97667073035576,3.96319348049971,0,"(100,110]",0.5,1.046387568,1.637583149,1,256.8,NA,"2020_September_PIJE_1.3",104.6387568,104.6387568,NA,104.6387568,-0.2,"HP","2020_September_HP_PIJE_(100,110]","September",2.97,70,100,NA,NA,0.212765957446809,12,63.8982862420747,36.1017137579253,1.3,10,7.3762,1,"PIJE",278.5,45,323.5,233,216.2,87,87,92,"2nd ignition:13:19:32 to13:20:02 w/ max temps of362 and269.5",NA,1.8046,1.23416536275555,2020,"2020_September",44,3.34339388984449,7.59176,NA,19.0490622261438,7.65218738998939,11.3968748361544,14.1646872963633,14.1646872963633,0.0814062488296743,1
"478","hydrated",65,23,"(120,130]","(120,140]","(120,125]",7.1255,7.7615,5.0930051846483,22,NA,8.5541,119,0.907342677780246,9.79245521069896,3.96319348049971,1,"(120,130]",2,1.246226415,1.637583149,1,284,207.1,"2020_September_PIJE_1.3",124.6226415,124.6226415,NA,124.6226415,-0.2,"HP","2020_September_HP_PIJE_(120,130]","September",3.359,95,NA,NA,NA,0.454545454545455,13,76.1015656372023,23.8984343627977,1.3,10,5.6131,1,"PIJE",271.4,177.7,449.1,355.4,211.7,88,90,92,"long burn",NA,0.7926,0.520094815351703,2020,"2020_September",44,3.26607984157361,6.3958875,NA,23.3653797091545,4.31965003026386,18.6530342215939,17.2786001210554,17.6712955783521,0.392695457296714,1
"479","hydrated",57,24,"(140,150]","(140,160]","(145,150]",7.2272,8.1661,7.98074333152276,31,36,9.5734,130,0.85299893454781,5.80267178284659,4.68890723919626,0,"(140,150]",0.5,1.49888167,1.49888167,1,270.9,226.5,"2020_September_PIJE_1.4",149.888167,149.888167,NA,149.888167,-0.25,"HP","2020_September_HP_PIJE_(140,150]","September",0.25,99,100,100,100,0.32258064516129,1,100,0,1.4,10,9.3561,1,"PIJE",277.9,19.3,297.2,301.5,242.8,88,88,94,NA,NA,1.4073,1.37535666847724,2020,"2020_September",36,3.15899448471362,8.29541428571429,4.51085801216101,16.2892094883592,3.88434995491643,12.4048595334428,11.0265418075047,11.0265418075047,0.0626508057244585,1
"480","moderate",53,25,"(80,90]","(80,100]","(85,90]",7.1892,8.7352,9.64745124465478,48,42,10.0791,201,0.866664682362513,6.49988838455242,4.68890723919626,0,"(80,90]",0.5,0.8692755498,1.49888167,1,305.7,238.5,"2020_September_PIJE_1.4",86.92755498,86.92755498,NA,86.92755498,-0.25,"HP","2020_September_HP_PIJE_(80,90]","September",1.26,153,100,NA,NA,0.208333333333333,2,57.9949416420577,42.0050583579423,1.4,10,11.1317,1,"PIJE",299.3,49.5,348.8,277.6,249.4,97,97,111,NA,NA,1.3439,1.48424875534522,2020,"2020_September",42,3.06682355084914,8.995525,4.3534814465396,20.8345183512967,4.97540736747383,15.8591109838228,10.0544690551034,10.0544690551034,0.0518271600778524,1
"481","hydrated",51,27,"(140,150]","(140,160]","(140,145]",7.2542,8.5174,7.06191110810052,40,44,10.3339,97,0.824219317005197,4.68890723919626,4.68890723919626,0,"(140,150]",0.5,1.438014566,1.49888167,1,322.5,259.1,"2020_September_PIJE_1.4",143.8014566,143.8014566,NA,143.8014566,-0.25,"HP","2020_September_HP_PIJE_(140,150]","September",2.29,57,100,NA,NA,0.25,3,95.9391654979676,4.06083450203245,1.4,10,8.568,1,"PIJE",331.8,19.9,351.7,290.6,270.5,105,105,111,NA,NA,1.8165,1.50608889189948,2020,"2020_September",44,2.93872887123524,8.29541428571429,6.23060802188926,13.7356585937104,5.66418911080842,8.071469482902,14.8684964158721,14.8684964158721,0.0708023638851052,1
"482","hydrated",53,25,"(130,140]","(120,140]","(135,140]",7.1718,8.273,5.66898095170078,85,40,9.8014,173,0.844063093027527,5.41285003925674,4.68890723919626,1,"(130,140]",36,1.387940429,1.49888167,1,309,253.6,"2020_September_PIJE_1.4",138.7940429,138.7940429,NA,138.7940429,-0.25,"HP","2020_September_HP_PIJE_(130,140]","September",2.5,52,100,NA,NA,0.117647058823529,4,92.598398978353,7.40160102164702,1.4,10,6.7163,1,"PIJE",322,26.8,348.8,293.4,262.2,35,71,119,NA,NA,1.5284,1.04731904829922,2020,"2020_September",40,3.76055851509213,7.95488571428571,7.05594185988567,30.5169485440055,14.993876452257,9.17272441785136,6.17394912739996,12.5242968012971,6.3503476738971,1
"483","hydrated",61,23,"(120,130]","(120,140]","(125,130]",7.2144,7.7559,4.63517252563966,21,48,8.4537,57,0.917456261755208,11.1147893379192,4.68890723919626,0,"(120,130]",0.5,1.288642659,1.49888167,1,265.3,216.7,"2020_September_PIJE_1.4",128.8642659,128.8642659,NA,128.8642659,-0.25,"HP","2020_September_HP_PIJE_(120,130]","September",2.644,36,NA,NA,NA,0.476190476190476,5,85.9736085104036,14.0263914895964,1.4,10,5.0522,1,"PIJE",269.7,71.5,341.2,262.9,231.7,78,78,82,NA,"what is this?",0.6978,0.41702747436034,2020,"2020_September",48,3.68473745493883,6.3958875,10.3556015950832,12.2972768941613,4.53057569784891,7.76670119631242,16.8278525920102,16.8278525920102,0.107870849948784,1
"484","hydrated",71,22,"(120,130]","(120,140]","(125,130]",7.2144,7.7559,4.63517252563966,50,NA,8.4537,156,0.917456261755208,11.1147893379192,4.68890723919626,1,"(120,130]",5,1.288642659,1.49888167,1,286.5,212.2,"2020_September_PIJE_1.4",128.8642659,128.8642659,"Same lfm and Mpa from1.4-5",128.8642659,-0.25,"HP","2020_September_HP_PIJE_(120,130]","September",2.644,101,NA,NA,NA,0.2,6,85.9736085104036,14.0263914895964,1.4,10,5.0522,1,"PIJE",289.4,64.2,353.6,240.9,224.1,81,86,99,"check lower cam for glow end time; looked to be close to done","Not actually1.4-6?",0.6978,0.41702747436034,2020,"2020_September",44,3.37021179152897,6.3958875,NA,33.6557051840205,10.7870849948784,21.7899116896543,17.4750776917029,18.5537861911908,1.07870849948784,1
"485","hydrated",64,22,"(120,130]","(120,140]","(125,130]",7.2281,7.768,5.47954896395118,23,40,8.4552,97,0.918724571861103,11.3038416763679,4.68890723919626,0,"(120,130]",0.5,1.272828302,1.49888167,1,274.8,228.5,"2020_September_PIJE_1.4",127.2828302,127.2828302,NA,127.2828302,-0.25,"HP","2020_September_HP_PIJE_(120,130]","September",3.481,74,NA,NA,NA,0.434782608695652,7,84.9185314275009,15.0814685724991,1.4,10,5.9643,1,"PIJE",261.5,58.9,320.4,337.2,228.4,91,91,97,"check upper cam for glow end time",NA,0.6872,0.484751036048822,2020,"2020_September",40,3.16636440758754,6.3958875,7.29987089505938,17.702186920519,4.19742576465914,13.5047611558599,16.6072062862601,16.6072062862601,0.0912483861882423,1
"486","hydrated",65,23,"(100,110]","(100,120]","(105,110]",7.2563,7.8405,4.70739739904904,23,46,8.4546,60,0.927364984742034,12.7674645823156,4.68890723919626,0,"(100,110]",0.5,1.051181102,1.49888167,1,288.7,208.7,"2020_September_PIJE_1.4",105.1181102,105.1181102,NA,105.1181102,-0.25,"HP","2020_September_HP_PIJE_(100,110]","September",4.127,37,100,NA,NA,0.434782608695652,8,70.1310265539507,29.8689734460493,1.4,10,5.0761,1,"PIJE",262.1,230.6,492.7,361.9,221,87,87,90,NA,NA,0.6141,0.368702600950961,2020,"2020_September",46,3.38037796046902,7.59176,9.7718539780161,12.7458964930645,4.88592698900805,7.85996950405643,18.4815499149435,18.4815499149435,0.106215804108871,1
"487","hydrated",57,24,"(160,170]","(160,180]","(165,170]",7.2308,8.3737,9.53269609361338,47,34,10.2934,182,0.81350185555793,4.36198364327759,3.66668057235827,1,"(160,170]",15,1.679674512,1.679674512,1,264.1,224.7,"2020_September_PIJE_1.5",167.9674512,167.9674512,NA,167.9674512,-0.3,"HP","2020_September_HP_PIJE_(160,170]","September",0.3,120,100,100,100,0.212765957446809,1,100,0,1.5,10,11.7181,1,"PIJE",258.2,91.2,349.4,311.2,234.9,111,126,129,NA,NA,1.9197,2.18540390638662,2020,"2020_September",34,2.44225134246808,10.3321222222222,3.56667197465562,19.0921852760978,4.93039949437689,12.5882540281963,11.6441349760816,13.2176667296061,1.57353175352454,1
"488","hydrated",54,25,"(150,160]","(140,160]","(155,160]",7.2076,8.3912,6.68397180177019,42,42,10.2588,145,0.817951417319764,4.49303919468837,3.66668057235827,1,"(150,160]",19,1.577897938,1.679674512,1,306.2,240.7,"2020_September_PIJE_1.5",157.7897938,157.7897938,NA,157.7897938,-0.3,"HP","2020_September_HP_PIJE_(150,160]","September",1.05,84,100,NA,NA,0.238095238095238,2,93.9406966484945,6.0593033515055,1.5,10,8.1716,1,"PIJE",302.7,131.8,434.5,338,249.7,74,93,95,NA,NA,1.8676,1.48762819822981,2020,"2020_September",42,3.15679459936216,8.71149090909091,6.2836889869698,21.6936881693005,6.2836889869698,12.5673779739396,11.0712615484706,13.9138827568617,2.8426212083911,1
"489","hydrated",50,27,"(140,150]","(140,160]","(140,145]",7.1962,8.4349,8.0381316618841,48,38,10.2107,355,0.826084401657085,4.74991553102827,3.66668057235827,1,"(140,150]",14,1.433599742,1.679674512,1,328.7,258,"2020_September_PIJE_1.5",143.3599742,143.3599742,NA,143.3599742,-0.3,"HP","2020_September_HP_PIJE_(140,150]","September",1.767,293,100,NA,NA,0.208333333333333,3,85.3498539007419,14.6501460992581,1.5,10,9.7304,1,"PIJE",333,125.1,458.1,331.4,273.9,57,71,85,"gpe, did not spread to whole sample; flam. Height approx40",NA,1.7758,1.6922683381159,2020,"2020_September",38,3.71402801720961,8.29541428571429,4.72746672963714,44.164491816347,5.97153692164692,36.4512566258864,7.09120009445571,8.8328983632694,1.74169826881368,1
"490","hydrated",53,25,"(140,150]","(140,160]","(140,145]",7.0984,8.7894,6.25248365261699,78,37,11.1865,157,0.785714924239038,3.66668057235827,3.66668057235827,1,"(140,150]",22,1.417563572,1.679674512,1,290.4,248.1,"2020_September_PIJE_1.5",141.7563572,141.7563572,NA,141.7563572,-0.3,"HP","2020_September_HP_PIJE_(140,150]","September",1.733,57,100,NA,NA,0.128205128205128,4,84.3951350022033,15.6048649977967,1.5,10,7.9577,1,"PIJE",293.7,47.4,341.1,290,254.5,54,76,133,NA,NA,2.3971,1.70521634738301,2020,"2020_September",37,3.51975265578457,8.29541428571429,5.91764841872294,25.1100216686352,12.475042612443,9.11637729370832,8.63656796246051,12.1551697249444,3.51860176248391,1
"491","hydrated",60,23,"(130,140]","(120,140]","(130,135]",7.2356,8.1365,9.73066852600753,25,55,9.3223,172,0.872799630992352,6.86161241356046,3.66668057235827,0,"(130,140]",0.5,1.316239316,1.679674512,1,270.8,214.6,"2020_September_PIJE_1.5",131.6239316,131.6239316,NA,131.6239316,-0.3,"HP","2020_September_HP_PIJE_(130,140]","September",2.475,147,100,NA,NA,0.4,5,78.3627605584575,21.6372394415425,1.5,10,11.1488,1,"PIJE",277.4,80.5,357.9,278.4,226.1,117,117,120,"gpe",NA,1.1858,1.41813147399247,2020,"2020_September",55,2.88749022544239,7.95488571428571,5.6522324085955,17.6760722596078,2.56919654936159,15.1068757102462,12.0238398510123,12.0238398510123,0.0513839309872319,1
"492","hydrated",52,26,"(120,130]","(120,140]","(125,130]",7.2024,8.3187,5.59496378637894,37,44,9.7687,80,0.851566738665329,5.73703448275862,3.66668057235827,0,"(120,130]",0.5,1.298933978,1.679674512,1,227.1,217.8,"2020_September_PIJE_1.5",129.8933978,129.8933978,NA,129.8933978,-0.3,"HP","2020_September_HP_PIJE_(120,130]","September",2.643,43,NA,NA,NA,0.27027027027027,6,77.3324813063544,22.6675186936456,1.5,10,6.5702,1,"PIJE",221.6,8.20000000000002,229.8,293.6,206.6,87,87,96,NA,"says1.4 -6 at beginning of video",1.45,0.975236213621056,2020,"2020_September",44,3.34339388984449,6.3958875,7.86421533363968,14.2985733338903,6.61309016692427,7.68548316696605,15.5496985006057,15.5496985006057,0.0893660833368145,1
"493","hydrated",64,23,"(110,120]","(100,120]","(115,120]",7.1977,7.9307,4.471725154407,31,35,8.7917,124,0.902066722021907,9.21103368176538,3.66668057235827,0,"(110,120]",0.5,1.174624829,1.679674512,1,272.8,213.3,"2020_September_PIJE_1.5",117.4624829,117.4624829,NA,117.4624829,-0.3,"HP","2020_September_HP_PIJE_(110,120]","September",3.399,93,88,NA,NA,0.32258064516129,8,69.9316933494077,30.0683066505923,1.5,10,4.9572,1,"PIJE",272.2,82.2,354.4,276.7,222.4,84,84,89,NA,NA,0.861000000000001,0.485474845593003,2020,"2020_September",35,3.24039837775376,7.3081,7.82695688832902,27.7297901186514,6.93244752966285,20.7973425889885,18.7846965319896,18.7846965319896,0.111813669833272,1
"494","hydrated",71,22,"(110,120]","(100,120]","(115,120]",7.1717,7.8336,5.27611666860155,37,NA,8.6138,114,0.909424411990063,10.040502435273,3.66668057235827,1,"(110,120]",6,1.178727905,1.679674512,1,303.1,213.2,"2020_September_PIJE_1.5",117.8727905,117.8727905,NA,117.8727905,-0.3,"HP","2020_September_HP_PIJE_(110,120]","September",3.694,71,88,NA,NA,0.27027027027027,9,70.1759713908191,29.8240286091809,1.5,10,5.8016,1,"PIJE",291.5,221.7,513.2,287.9,212.4,81,87,93,"2nd ignition:11:04:53 to11:05:01 w/ max temps of320.8 and249.3",NA,0.7802,0.525483331398453,2020,"2020_September",35,3.16271510838341,7.3081,NA,21.6068004482198,7.01273347880819,13.4568669458211,15.352200318472,16.4894003420625,1.13720002359052,1
"495","hydrated",54,26,"(160,170]","(160,180]","(160,165]",7.2536,8.363,9.62373184154049,56,44,10.1578,135,0.823308196656756,4.6595720971696,3.25767375780461,1,"(160,170]",1,1.61781143,1.771324503,1,289.5,227.8,"2020_September_PIJE_1.6",161.781143,161.781143,NA,161.781143,-0.275,"HP","2020_September_HP_PIJE_(160,170]","September",0.275,78,100,100,100,0.178571428571429,1,91.3334302811256,8.66656971887436,1.6,10,11.6891,1,"PIJE",275.8,135.4,411.2,364.3,245.6,109,110,115,NA,NA,1.7948,2.06536815845951,2020,"2020_September",44,2.84742689991638,10.3321222222222,4.57203096724657,14.0278222858702,5.81894850376836,8.10496398739165,11.3261676234063,11.4300774181164,0.103909794710149,1
