hydration,bins10lfm,bins20lfm,bins5lfm,bottle_wt,dry_wt,dw_flam_sample,fd,fh,fh_old,fresh_wt,gd,gdw_gfw,gdw_gww,gdw_gww_saturated,glow_pre_ignition,gr,gti,gww_gdw,gww_gdw_saturated,ignition,ignition_num,ignition2,individual,lfm,lfm_NAs_imputed,lfm_notes,lfm_outliers_out,max_mpa_sample,model,model_spp_gr,model_spp_gr_sample,month,mpa,n,notes_flam,pfg,prop_ignite,prop_new,prop_new_flam,prop_new_lfm,ros,round,RWC,RWD,sample,sample_length,sample_wt,site,spp,start_temp,surface_temp_max_within_5_secs_of_flame_end,surface_temp_start,taller_temp_max,taller_temp_start,temp_at_ignition_lower,temp_at_ignition_taller,temp_change,total,ttfg,tti,water_wt,ww_flam_sample,year,year_month,flam_index,mean_wt,dry_norm_fh,dry_norm_gd,dry_norm_fd,dry_norm_pfg,dry_norm_ttfg,dry_norm_tti,dry_norm_gti
hydrated,"(140,150]","(140,160]","(140,145]",12.0885,12.6505,1.189594838613714,NA,NA,NA,13.446,NA,0.9408374237691506,15.90257699560024,1,1,"(140,150]",NA,1.4154804270462658,1.4154804270462658,0,0,0,2021_August_CECO_1.2,141.54804270462657,141.54804270462657,NA,141.54804270462657,1,HP,"2021_August_HP_CECO_(140,150]","2021_August_HP_CECO_(140,150]_1.2",August,0.16,7,NA,NA,0,NA,NA,NA,NA,1,100,0,1.2,NA,1.2644,1,CECO,NA,NA,261.8,NA,204.3,NA,NA,NA,0,369,NA,0.7955000000000005,0.0748051613862859,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(120,130]","(120,140]","(120,125]",12.0456,16.631,11.801995638769494,NA,NA,NA,22.2185,NA,0.7485203771631749,2.976465324384788,1,NA,"(120,130]",NA,1.2185414576699958,1.4788906772316452,0,0,0,2021_August_PIJE_1.2,121.85414576699958,121.85414576699958,NA,121.85414576699958,1,HP,"2021_August_HP_PIJE_(120,130]","2021_August_HP_PIJE_(120,130]_1.2",August,0.29,19,NOGORI,NA,84,NA,NA,NA,NA,1,82.39564130264175,17.60435869735825,1.2,13.5,15.7671,1,PIJE,NA,NA,243.8,NA,183.1,NA,NA,NA,16,NA,NA,5.587499999999999,3.9651043612305052,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(120,130]","(120,140]","(125,130]",7.1319,8.0775,3.090948851100469,NA,NA,NA,9.2915,NA,0.8693429478555671,6.653624382207586,1,NA,"(120,130]",NA,1.2838409475465289,1.2838409475465289,0,0,0,2021_August_QUKE_1.2,128.3840947546529,128.3840947546529,NA,128.3840947546529,1,HP,"2021_August_HP_QUKE_(120,130]","2021_August_HP_QUKE_(120,130]_1.2",August,0.24,1,NOGORI,NA,0,NA,NA,NA,NA,1,100,0,1.2,NA,3.5555,1,QUKE,NA,NA,303.2,NA,225.1,NA,NA,NA,0,NA,NA,1.2139999999999986,0.4645511488995311,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(90,100]","(80,100]","(95,100]",12.1766,14.7269,3.05340164923572,NA,NA,NA,17.1534,NA,0.8585411638508983,6.069194312796207,1,NA,"(90,100]",NA,0.9514566913696431,1.1221556221556224,0,0,0,2021_August_CADE_1.2,95.1456691369643,95.1456691369643,NA,95.1456691369643,1,HP,"2021_August_HP_CADE_(90,100]","2021_August_HP_CADE_(90,100]_1.2",August,2.27,13,NOGORI,NA,46,NA,20,NA,NA,10,84.7883014248886,15.211698575111399,1.2,NA,3.5565,1,CADE,NA,NA,244.6,NA,199.3,NA,NA,NA,6,NA,NA,2.4265000000000008,0.5030983507642803,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(100,110]","(100,120]","(100,105]",6.1831,6.974,1.423728892550918,13,37,37,7.7674,53,0.897855138141463,8.790017645576,1,NA,"(100,110]",NA,1.0031609558730554,1.4154804270462658,M,3,0,2021_August_CECO_1.2,100.31609558730554,100.31609558730554,NA,100.31609558730554,1,HP,"2021_August_HP_CECO_(100,110]","2021_August_HP_CECO_(100,110]_1.2",August,3.27,14,NA,40,7,NA,NA,NA,0.7692307692307693,10,70.87070486494736,29.129295135052644,1.2,NA,1.5857,1,CECO,NA,248.8,256.1,220.4,201.9,238,199.7,18.5,1,337,337,0.7934000000000001,0.16197110744908216,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(100,110]","(100,120]","(100,105]",12.1203,17.7958,19.269416334007072,NA,NA,NA,23.748,NA,0.7493599461007242,2.9897852894727994,1,NA,"(100,110]",NA,1.0487534137961416,1.4788906772316452,0,0,0,2021_August_PIJE_1.2,104.87534137961416,104.87534137961416,NA,104.87534137961416,1,HP,"2021_August_HP_PIJE_(100,110]","2021_August_HP_PIJE_(100,110]_1.2",August,2.93,20,NOGORI,NA,70,NA,NA,NA,NA,10,70.91487085166544,29.08512914833456,1.2,17,25.7145,1,PIJE,NA,NA,244.3,NA,190.9,NA,NA,NA,14,NA,NA,5.952200000000001,6.445083665992929,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderate,"(70,80]","(60,80]","(75,80]",12.1994,14.0363,2.7449224321667836,15,41,41,15.4644,146,0.9076524145779986,9.828653455640369,1,NA,"(70,80]",NA,0.7774511405084649,1.2838409475465289,M,3,0,2021_August_QUKE_1.2,77.74511405084648,77.74511405084648,NA,77.74511405084648,1,HP,"2021_August_HP_QUKE_(70,80]","2021_August_HP_QUKE_(70,80]_1.2",August,4.49,8,NA,131,0,NA,NA,NA,0.6666666666666666,10,60.556655557232766,39.443344442767234,1.2,NA,3.0242,1,QUKE,NA,402.2,234.5,309.1,198.6,280,192,110.50000000000003,0,293,293,1.4280999999999988,0.27927756783321644,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
dry,"(50,60]","(40,60]","(50,55]",12.1017,13.076,2.0237881791537182,NA,NA,NA,13.5794,NA,0.9629291426719885,25.97536750099329,1,1,"(50,60]",NA,0.5166786410756425,1.554122524182408,0,0,0,2021_August_ARPA_1.2,51.667864107564256,51.667864107564256,NA,51.667864107564256,1,HP,"2021_August_HP_ARPA_(50,60]","2021_August_HP_ARPA_(50,60]_1.2",August,5.3,5,NA,NA,0,NA,95,80,NA,11,33.24568256595191,66.75431743404809,1.2,NA,2.1017,1,ARPA,NA,NA,242,NA,200.2,NA,NA,NA,0,98,NA,0.5033999999999992,0.0779118208462819,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderate,"(80,90]","(80,100]","(85,90]",7.2086,7.6892,1.6546620039253928,21,28,28,8.1011,123,0.9491550530174914,18.667637776159214,1,NA,"(80,90]",NA,0.8570536828963818,1.4154804270462658,M,3,0,2021_August_CECO_1.2,85.70536828963819,85.70536828963819,NA,85.70536828963819,1,HP,"2021_August_HP_CECO_(80,90]","2021_August_HP_CECO_(80,90]_1.2",August,3.8,19,flame did not spread full length of sample (spread about 75% of sample by 11:28:08),102,16,NA,NA,NA,0.47619047619047616,11,60.548607138625485,39.451392861374515,1.2,NA,1.7433,1,CECO,NA,274.9,253.2,257.4,208.7,260.8,222.1,48.69999999999999,3,365,365,0.41190000000000104,0.08863799607460732,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderate,"(70,80]","(60,80]","(75,80]",7.2095,8.1618,2.4233338074213875,NA,NA,NA,8.9013,NA,0.9169222473121902,11.036916835699776,1,1,"(70,80]",NA,0.7765410059855108,1.554122524182408,0,0,0,2021_August_ARPA_1.2,77.65410059855108,77.65410059855108,NA,77.65410059855108,1,HP,"2021_August_HP_ARPA_(70,80]","2021_August_HP_ARPA_(70,80]_1.2",August,4.36,16,NA,NA,25,NA,85,80,NA,12,49.96652412550504,50.03347587449496,1.2,NA,2.6429,1,ARPA,NA,NA,255.9,NA,207,NA,NA,NA,4,297,NA,0.7395000000000014,0.21956619257861254,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderate,"(60,70]","(60,80]","(65,70]",12.1957,14.3038,2.2790562806132524,NA,NA,NA,15.6999,NA,0.9110758667252659,10.245541150347405,1,NA,"(60,70]",NA,0.6622551112376065,1.1221556221556224,0,0,0,2021_August_CADE_1.2,66.22551112376065,66.22551112376065,NA,66.22551112376065,1,HP,"2021_August_HP_CADE_(60,70]","2021_August_HP_CADE_(60,70]_1.2",August,5.04,10,NOGORI,NA,70,NA,80,70,NA,12,59.016334112860136,40.983665887139864,1.2,NA,2.5015,1,CADE,NA,NA,214.9,NA,189.8,NA,NA,NA,7,NA,NA,1.3960999999999988,0.22244371938674767,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
dry,"(10,20]","(0,20]","(15,20]",7.2387,7.806,1.420151600550999,25,24,24,7.9129,501,0.9864904143866345,73.02151543498627,1,1,"(10,20]",394,0.18843645337563808,1.4154804270462658,1 and M,4,1,2021_August_CECO_1.2,18.843645337563807,18.843645337563807,NA,18.843645337563807,1,HP,"2021_August_HP_CECO_(10,20]","2021_August_HP_CECO_(10,20]_1.2",August,10,3,sample being scorched by pilot flame - first ignition (due to pilot flame) at 15:30:52 to 15:30:56,82,33,NA,NA,NA,0.4,12,13.312543909127395,86.6874560908726,1.2,NA,1.4396,1,CECO,NA,356.5,244.9,282.3,210.4,249.1,218.2,71.9,1,1,395,0.10689999999999955,0.019448399449000897,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderate,"(70,80]","(60,80]","(70,75]",12.088,13.2307,3.45713660945919,NA,NA,NA,14.0308,NA,0.9429754540011974,16.53630796150484,1,NA,"(70,80]",NA,0.7001837752690975,1.554122524182408,0,0,0,2021_August_ARPA_1.2,70.01837752690975,70.01837752690975,NA,70.01837752690975,1,HP,"2021_August_HP_ARPA_(70,80]","2021_August_HP_ARPA_(70,80]_1.2",August,5.46,16,NOGORI,NA,25,NA,70,70,NA,13,45.05331879398955,54.94668120601045,1.2,NA,3.6662,1,ARPA,NA,NA,242.3,NA,197.6,NA,NA,NA,4,NA,NA,0.8000999999999987,0.2090633905408099,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(100,110]","(100,120]","(105,110]",6.1797,6.9725,1.4686827372887854,NA,NA,NA,7.8238,NA,0.8911909813645543,8.190414659931868,1,1,"(100,110]",NA,1.0737891019172559,1.4154804270462658,0,0,0,2021_August_CECO_1.2,107.37891019172558,107.37891019172558,NA,107.37891019172558,1,HP,"2021_August_HP_CECO_(100,110]","2021_August_HP_CECO_(100,110]_1.2",August,1.16,14,"sample touching pilot flame, would have been NOGORI otherwise",NA,7,NA,NA,NA,NA,2,75.8603991549336,24.139600845066397,1.2,NA,1.648,1,CECO,NA,NA,247,NA,172.4,NA,NA,NA,1,97,NA,0.8513000000000002,0.1793172627112145,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(110,120]","(100,120]","(115,120]",7.1768,8.3653,3.447870001334825,NA,NA,NA,9.7391,NA,0.858939737758109,6.08916872907264,1,1,"(110,120]",NA,1.1559108119478347,1.2838409475465289,0,0,0,2021_August_QUKE_1.2,115.59108119478347,115.59108119478347,NA,115.59108119478347,1,HP,"2021_August_HP_QUKE_(110,120]","2021_August_HP_QUKE_(110,120]_1.2",August,0.72,8,sample touching pilot flame,NA,12,NA,NA,NA,NA,2,90.03535945452015,9.964640545479853,1.2,NA,4.0141,1,QUKE,NA,NA,251.8,NA,209.1,NA,NA,NA,1,6,NA,1.373800000000001,0.5662299986651749,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(160,170]","(160,180]","(160,165]",7.1733,7.955,6.541127266209714,NA,NA,NA,9.2059,NA,0.8641197492912155,6.359421216723961,1,NA,"(160,170]",NA,1.6002302673659972,1.6364993468930766,0,0,0,2021_August_ABCO_1.2,160.02302673659972,160.02302673659972,NA,160.02302673659972,1,HP,"2021_August_HP_ABCO_(160,170]","2021_August_HP_ABCO_(160,170]_1.2",August,1.84,6,NOGORI,NA,33,NA,40,66,NA,3,97.78374005489601,2.2162599451039853,1.2,NA,7.5697,1,ABCO,NA,NA,242.8,NA,183.5,NA,NA,NA,2,NA,NA,1.2508999999999997,1.028572733790286,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(100,110]","(100,120]","(100,105]",7.2308,8.1694,2.008840926700249,NA,NA,NA,9.1119,131,0.8965638341070468,8.667798408488055,1,1,"(100,110]",NA,1.0041551246537412,1.2838409475465289,0,0,0,2021_August_QUKE_1.2,100.41551246537412,100.41551246537412,NA,100.41551246537412,1,HP,"2021_August_HP_QUKE_(100,110]","2021_August_HP_QUKE_(100,110]_1.2",August,2.76,13,sample touching pilot flame; would have been NOGORI otherwise,NA,23,NA,NA,NA,NA,3,78.21491646396865,21.78508353603135,1.2,NA,2.2406,1,QUKE,NA,NA,282.7,NA,220.9,NA,NA,NA,3,3,NA,0.9425000000000008,0.23175907329975098,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(110,120]","(100,120]","(110,115]",7.2109,7.9519,1.1696680662531524,NA,NA,NA,8.8026,NA,0.9033580987435531,9.347478547078879,1,NA,"(110,120]",NA,1.148043184885289,1.4154804270462658,0,0,0,2021_August_CECO_1.2,114.8043184885289,114.8043184885289,NA,114.8043184885289,1,HP,"2021_August_HP_CECO_(110,120]","2021_August_HP_CECO_(110,120]_1.2",August,2.32,14,NOGORI,NA,7,NA,NA,NA,NA,4,81.10625643061363,18.893743569386373,1.2,NA,1.2948,1,CECO,NA,NA,281,NA,218.9,NA,NA,NA,1,NA,NA,0.8506999999999998,0.1251319337468475,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
dry,"(30,40]","(20,40]","(30,35]",7.2071,8.2,2.5713646637233434,NA,NA,NA,8.5391,NA,0.9602885549999414,24.18165732822175,1,NA,"(30,40]",NA,0.3415248262664924,1.2838409475465289,0,0,0,2021_August_QUKE_1.2,34.15248262664924,34.15248262664924,NA,34.15248262664924,1,HP,"2021_August_HP_QUKE_(30,40]","2021_August_HP_QUKE_(30,40]_1.2",August,10,11,NOGORI,NA,27,NA,NA,NA,NA,4,26.60180195367346,73.39819804632654,1.2,NA,2.6777,1,QUKE,NA,NA,255.3,NA,195.3,NA,NA,NA,3,NA,NA,0.3391000000000002,0.10633533627665681,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderate,"(70,80]","(60,80]","(75,80]",6.1574,7.0142,1.4392329220685964,NA,NA,NA,7.6593,NA,0.9157755930698628,10.873042939079209,1,NA,"(70,80]",NA,0.7529178338001872,1.4154804270462658,0,0,0,2021_August_CECO_1.2,75.29178338001871,75.29178338001871,NA,75.29178338001871,1,HP,"2021_August_HP_CECO_(70,80]","2021_August_HP_CECO_(70,80]_1.2",August,5.3,12,NOGORI,NA,8,NA,NA,NA,NA,5,53.191681030258266,46.808318969741734,1.2,NA,1.5716,1,CECO,NA,NA,296.8,NA,236.8,NA,NA,NA,1,NA,NA,0.6451000000000002,0.13236707793140368,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(120,130]","(120,140]","(120,125]",7.2102,7.9529,3.6052572980771402,NA,NA,NA,8.8722,NA,0.8963842113568224,8.651038833895356,1,1,"(120,130]",NA,1.2377810690723048,1.554122524182408,0,0,0,2021_August_ARPA_1.2,123.77810690723048,123.77810690723048,NA,123.77810690723048,1,HP,"2021_August_HP_ARPA_(120,130]","2021_August_HP_ARPA_(120,130]_1.2",August,1.96,12,NA,NA,17,NA,30,30,NA,6,79.64501188369792,20.35498811630208,1.2,NA,4.022,1,ARPA,NA,NA,251.8,NA,192.2,NA,NA,NA,2,200,NA,0.9192999999999998,0.41674270192286,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(100,110]","(100,120]","(100,105]",7.2375,7.7744,1.4048026347737246,NA,NA,NA,8.3195,12,0.9344792355309814,14.262337185837469,1,1,"(100,110]",NA,1.015272862730489,1.4154804270462658,0,0,0,2021_August_CECO_1.2,101.5272862730489,101.5272862730489,NA,101.5272862730489,1,HP,"2021_August_HP_CECO_(100,110]","2021_August_HP_CECO_(100,110]_1.2",August,1.95,14,sample touching pilot flame; would have been NOGORI otherwise,NA,7,NA,NA,NA,NA,6,71.72637949145617,28.27362050854383,1.2,NA,1.5033,1,CECO,NA,NA,285.5,NA,228.6,NA,NA,NA,1,2,NA,0.5450999999999997,0.0984973652262755,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
dry,"(30,40]","(20,40]","(35,40]",7.1854,8.4499,1.4549333654557268,15,34,34,8.9242,83,0.9468523789247214,17.81551760489137,1,NA,"(30,40]",NA,0.3750889679715313,1.2838409475465289,M,3,0,2021_August_QUKE_1.2,37.50889679715313,37.50889679715313,NA,37.50889679715313,1,HP,"2021_August_HP_QUKE_(30,40]","2021_August_HP_QUKE_(30,40]_1.2",August,7.87,11,NA,68,27,NA,NA,NA,0.6666666666666666,6,29.216155528326247,70.78384447167375,1.2,NA,1.5366,1,QUKE,NA,299.8,231.6,241,172.6,274.6,169.8,68.4,3,350,350,0.4743000000000013,0.08166663454427314,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(110,120]","(100,120]","(110,115]",12.0924,13.7016,3.7405462621255827,NA,NA,NA,15.4941,NA,0.8843108021763122,7.643849372384935,1,NA,"(110,120]",NA,1.1139075316927671,1.554122524182408,0,0,0,2021_August_ARPA_1.2,111.3907531692767,111.3907531692767,NA,111.3907531692767,1,HP,"2021_August_HP_ARPA_(110,120]","2021_August_HP_ARPA_(110,120]_1.2",August,2.84,5,NOGORI,NA,20,NA,50,75,NA,7,71.67437022243604,28.32562977756396,1.2,NA,4.2299,1,ARPA,NA,NA,290,NA,204.3,NA,NA,NA,1,NA,NA,1.7925000000000004,0.48935373787441705,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(100,110]","(100,120]","(105,110]",12.0486,13.3177,2.76146105635341,13,34,34,14.6504,73,0.9090332004586906,9.993021685300524,1,NA,"(100,110]",NA,1.0501142541958863,1.2838409475465289,M,3,0,2021_August_QUKE_1.2,105.01142541958863,105.01142541958863,NA,105.01142541958863,1,HP,"2021_August_HP_QUKE_(100,110]","2021_August_HP_QUKE_(100,110]_1.2",August,2.17,13,NA,60,23,NA,NA,NA,0.7692307692307693,7,81.79473136471434,18.205268635285663,1.2,NA,3.0378,1,QUKE,NA,359.2,258.6,249.4,205.8,297.1,199.1,43.599999999999994,3,339,339,1.332699999999999,0.27633894364658973,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(150,160]","(140,160]","(150,155]",12.0866,13.0962,3.507990574929312,NA,NA,NA,14.6418,NA,0.8944392082940622,8.473214285714283,1,NA,"(150,160]",NA,1.5309033280507152,1.554122524182408,0,0,0,2021_August_ARPA_1.2,153.0903328050715,153.0903328050715,NA,153.0903328050715,1,HP,"2021_August_HP_ARPA_(150,160]","2021_August_HP_ARPA_(150,160]_1.2",August,0.08,8,NOGORI,NA,12,NA,75,80,NA,8,98.50596103136026,1.4940389686397424,1.2,NA,3.922,1,ARPA,NA,NA,278.9,NA,214.9,NA,NA,NA,1,NA,NA,1.5456000000000003,0.41400942507068805,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
dry,"(40,50]","(40,60]","(45,50]",7.2284,8.0909,1.6072741775850692,NA,NA,NA,8.4872,NA,0.9533061551512866,20.416098914963406,1,1,"(40,50]",NA,0.45947826086956545,1.4154804270462658,0,0,0,2021_August_CECO_1.2,45.947826086956546,45.947826086956546,NA,45.947826086956546,1,HP,"2021_August_HP_CECO_(40,50]","2021_August_HP_CECO_(40,50]_1.2",August,8.92,4,sample touching pilot flame,NA,0,NA,NA,NA,NA,8,32.46094061705787,67.53905938294213,1.2,NA,1.686,1,CECO,NA,NA,257.2,NA,211.8,NA,NA,NA,0,2,NA,0.3963000000000001,0.07872582241493076,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(90,100]","(80,100]","(95,100]",12.135,19.2087,8.416782597150531,NA,NA,NA,26.1733,NA,0.7339043987575125,2.758047841943543,1,NA,"(90,100]",NA,0.9845766713318349,1.4788906772316452,0,0,0,2021_August_PIJE_1.2,98.45766713318349,98.45766713318349,NA,98.45766713318349,1,HP,"2021_August_HP_PIJE_(90,100]","2021_August_HP_PIJE_(90,100]_1.2",August,2.51,23,NOGORI,NA,65,NA,NA,NA,NA,8,66.57535181538076,33.424648184619244,1.2,17,11.4685,1,PIJE,NA,NA,231,NA,181.5,NA,NA,NA,15,NA,NA,6.964600000000001,3.0517174028494694,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(110,120]","(100,120]","(110,115]",12.1366,13.8703,4.92694859354578,NA,NA,NA,15.8377,NA,0.8757774171754737,7.050066077056014,1,NA,"(110,120]",NA,1.13479840802907,1.6364993468930766,0,0,0,2021_August_ABCO_1.2,113.479840802907,113.479840802907,NA,113.479840802907,1,HP,"2021_August_HP_ABCO_(110,120]","2021_August_HP_ABCO_(110,120]_1.2",August,3.46,20,NOGORI,NA,70,NA,10,NA,NA,9,69.34304069130887,30.65695930869113,1.2,NA,5.6258,1,ABCO,NA,NA,233.2,NA,197,NA,NA,NA,14,NA,NA,1.9673999999999996,0.69885140645422,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderate,"(60,70]","(60,80]","(65,70]",12.1139,14.0033,2.7248916337035674,NA,NA,NA,15.2696,NA,0.9170705192015507,11.05843796888572,1,NA,"(60,70]",NA,0.6702127659574473,1.554122524182408,0,0,0,2021_August_ARPA_1.2,67.02127659574472,67.02127659574472,NA,67.02127659574472,1,HP,"2021_August_HP_ARPA_(60,70]","2021_August_HP_ARPA_(60,70]_1.2",August,5.25,18,NOGORI,NA,11,NA,50,50,NA,9,43.12483446631934,56.87516553368066,1.2,NA,2.9713,1,ARPA,NA,NA,271.5,NA,171.9,NA,NA,NA,2,NA,NA,1.266300000000001,0.24640836629643248,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(90,100]","(80,100]","(90,95]",7.2333,7.8461,1.313532038349907,18,37,37,8.4068,58,0.9333039920064709,13.99340110576064,1,NA,"(90,100]",NA,0.9149804177545701,1.4154804270462658,M,3,0,2021_August_CECO_1.2,91.49804177545701,91.49804177545701,NA,91.49804177545701,1,HP,"2021_August_HP_CECO_(90,100]","2021_August_HP_CECO_(90,100]_1.2",August,3.4,13,NA,40,15,NA,NA,NA,0.5555555555555556,9,64.64097985896512,35.359020141034875,1.2,NA,1.4074,1,CECO,NA,284.9,237.4,235.3,202.7,243.4,203.3,32.60000000000002,2,390,390,0.5607000000000006,0.09386796165009303,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderate,"(70,80]","(60,80]","(75,80]",12.118,16.8009,8.197164413819513,NA,NA,NA,20.3683,NA,0.8248552898376398,4.709564388630371,1,NA,"(70,80]",NA,0.7617929061051921,1.4788906772316452,0,0,0,2021_August_PIJE_1.2,76.17929061051922,76.17929061051922,NA,76.17929061051922,1,HP,"2021_August_HP_PIJE_(70,80]","2021_August_HP_PIJE_(70,80]_1.2",August,3.35,3,NOGORI,NA,33,NA,NA,NA,NA,9,51.51110341240383,48.48889658759617,1.2,15.5,9.9377,1,PIJE,NA,NA,217,NA,170.4,NA,NA,NA,1,NA,NA,3.567400000000003,1.7405355861804868,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(140,150]","(140,160]","(140,145]",12.1173,17.021,13.392982795351307,NA,NA,NA,24.1272,NA,0.7054693458005903,2.395232332329516,1,NA,"(140,150]",NA,1.4491506413524475,1.5536609251685007,0,0,0,2021_August_PIJE_1.3,144.91506413524476,144.91506413524476,NA,144.91506413524476,1,HP,"2021_August_HP_PIJE_(140,150]","2021_August_HP_PIJE_(140,150]_1.3",August,0.37,6,NOGORI,NA,50,NA,NA,90,NA,1,93.2732887772975,6.726711222702505,1.3,12.5,18.9845,1,PIJE,NA,NA,248.5,NA,185.8,NA,NA,NA,3,NA,NA,7.106199999999998,5.591517204648694,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(140,150]","(140,160]","(145,150]",7.2058,7.8888,3.9222195150479098,NA,NA,NA,8.8916,NA,0.8872193980835844,7.866773035500594,1,NA,"(140,150]",NA,1.468228404099562,1.485220994475137,0,0,0,2021_August_QUKE_1.3,146.8228404099562,146.8228404099562,NA,146.8228404099562,1,HP,"2021_August_HP_QUKE_(140,150]","2021_August_HP_QUKE_(140,150]_1.3",August,0.73,5,NOGORI,NA,20,NA,NA,NA,NA,1,98.85588808407735,1.1441119159226503,1.3,NA,4.4208,1,QUKE,NA,NA,296.8,NA,213.1,NA,NA,NA,1,NA,NA,1.0028000000000006,0.49858048495209006,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
hydrated,"(90,100]","(80,100]","(90,95]",12.1758,14.0139,2.6077015347627257,NA,NA,NA,15.7223,NA,0.8913390534463786,8.202938421915237,1,NA,"(90,100]",NA,0.9294380066372896,1.9396639358966707,0,0,0,2021_August_ABCO_1.3,92.94380066372896,92.94380066372896,NA,92.94380066372896,1,HP,"2021_August_HP_ABCO_(90,100]","2021_August_HP_ABCO_(90,100]_1.3",August,4.37,3,NOGORI,NA,33,NA,20,40,NA,10,47.91747629249124,52.08252370750876,1.3,NA,2.9256,1,ABCO,NA,NA,244.3,NA,201.5,NA,NA,NA,1,NA,NA,1.708400000000001,0.3178984652372745,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderate,"(70,80]","(60,80]","(70,75]",12.1482,13.9572,2.722579945254163,NA,NA,NA,15.3071,NA,0.9118121655963572,10.339432550559302,1,NA,"(70,80]",NA,0.7462133775566606,1.570038743004738,0,0,0,2021_August_ARPA_1.3,74.62133775566606,74.62133775566606,NA,74.62133775566606,1,HP,"2021_August_HP_ARPA_(70,80]","2021_August_HP_ARPA_(70,80]_1.3",August,4.64,16,NOGORI,NA,25,NA,20,40,NA,10,47.52834163369488,52.47165836630512,1.3,NA,2.9859,1,ARPA,NA,NA,289.9,NA,230.7,NA,NA,NA,4,NA,NA,1.3498999999999999,0.263320054745837,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
dry,"(40,50]","(40,60]","(45,50]",12.0458,13.425,1.6346063221245974,10,42,42,14.0902,92,0.9527898823295625,20.181900180396916,1,NA,"(40,50]",NA,0.4823085846867737,1.485220994475137,M,3,0,2021_August_QUKE_1.3,48.23085846867737,48.23085846867737,NA,48.23085846867737,1,HP,"2021_August_HP_QUKE_(40,50]","2021_August_HP_QUKE_(40,50]_1.3",August,8.66,11,NA,82,9,NA,NA,NA,1,10,32.47385988219329,67.5261401178067,1.3,NA,1.7156,1,QUKE,NA,336.2,293.9,316.7,240.1,294.7,216.9,76.6,1,343,343,0.6651999999999987,0.08099367787540257,2021,2021_August,NA,NA,NA,NA,NA,NA,NA,NA,NA
