individual,site,year,month,year.month,lfm.outliers.out,lfm.NAs.imputed,mpa,dw.flam.sample,ww.flam.sample,sample.wt,spp,start.temp,gww.gdw.saturated,gdw.gww.saturated,fd,fh,gd,gti,pfg,dry.norm.fd,dry.norm.fh,dry.norm.gd,dry.norm.gti,dry.norm.pfg,temp.max,ttfg,tti,temp.change,PC1,PC2,PC3,PC4,model,LFM,prop.ignite,bins10lfm,flam.index,precip.2mo,prop.ignite.bins5
2020_September_CEME_2.4,Painted Caves,2020,September,2020_September,105.1388889,105.1388889,2.125,0.23603520649966148,0.24816479350033857,0.4842,CEME,272,1.124834583,0.8890196078431373,5,3.5,160,12,143,21.18328055440819,14.82829638808573,677.864977741062,50.83987333057965,605.8418238560741,282.2,43,55,10.199999999999989,2.2743497082590407,-1.041482953815089,-3.2377224517039167,1.397500483134032,EPI,105.1388889,57,"(100,110]",6.480341694494656,0.01,67
2020_September_CEME_2.5,Painted Caves,2020,September,2020_September,125.6987902,125.6987902,1.27,0.22764853974121996,0.2861514602587801,0.5138,CEME,283.8,1.256987902,0.7955526053767009,10,9,89,18,61,43.92736281711943,39.53462653540748,390.9535290723629,79.06925307081497,267.9569131844285,347.7,22,40,63.89999999999998,-1.3746669602849497,1.017404857608883,-0.9091670025561218,-0.7736177919159871,EPI,125.6987902,80,"(120,130]",8.437881309662302,0.01,80
2020_September_CEME_2.6,Painted Caves,2020,September,2020_September,100.5584364,100.5584364,2.56,0.2500518098647573,0.25144819013524267,0.5015,CEME,274.6,1.260159196,0.7935505319148936,4,13,104,15,85,15.996684855684247,51.98922578097381,415.9138062477905,59.98756820881593,339.9295531832903,300.6,35,50,26,-0.10581301251624295,0.9452088807944727,-2.193540022707138,-0.030508055022039626,EPI,100.5584364,57,"(100,110]",8.304183875884508,0.01,44
2020_September_CEME_1.1,St. Marys,2020,September,2020_September,80.17742429,80.17742429,3.88,0.2786142614601019,0.22338573853989813,0.502,CEME,267.5,1.010507881,0.9896013864818024,2,10.5,145,26,117,7.1783834377997335,37.6865130484486,520.4327992404807,93.31898469139654,419.93543111128446,273.7,27,53,6.199999999999989,1.6366309290333487,0.11930479487823392,-0.7995257304571258,0.6961076469676453,EPI,80.17742429,38,"(80,90]",7.756974777672912,0.01,27
2020_September_CEME_1.2,St. Marys,2020,September,2020_September,64.95028409,64.95028409,6.085,0.28705618945102257,0.1864438105489774,0.4735,CEME,277.6,1.259367872,0.7940491591203105,1,1,137,25,111,3.4836385235672465,3.4836385235672465,477.2584777287128,87.09096308918116,386.6838761159643,298.5,33,58,20.899999999999977,2.5546618454861814,0.66072651054331355,-1.9304317321228626,0.3126289523492519,EPI,64.95028409,82,"(60,70]",5.865354905878749,0.01,86
2020_September_CEME_1.4,St. Marys,2020,September,2020_September,76.08160394,76.08160394,3.961,0.25993629644426686,0.1977637035557331,0.4577,CEME,269,1.066751162,0.9374257425742574,15,10.5,60,5,40,57.70644656090251,40.39451259263176,230.82578624361005,19.235482186967506,153.88385749574005,355.9,3,8,86.89999999999998,-4.79292332793109,1.108630551100049,0.8255691196389287,-0.03000394469742007,EPI,76.08160394,78,"(70,80]",16.071186501074234,0.01,89
2020_September_CEME_1.5,St. Marys,2020,September,2020_September,66.4791901,66.4791901,4.822,0.2898860810810811,0.19271391891891887,0.4826,CEME,261.5,1.180670754,0.846976175931582,3,9,175,21,151,10.348892878236883,31.046678634710652,603.6854178971515,72.44225014765819,520.8942748712565,300.9,26,47,39.39999999999998,1.8191557416837392,-1.5838470325579541,-0.7713646745364767,0.9939711594167687,EPI,66.4791901,82,"(60,70]",7.898374832062409,0.01,75
2020_September_CEME_1.6,St. Marys,2020,September,2020_September,64.33591005,64.33591005,5.34,0.29165871285011763,0.18764128714988235,0.4793,CEME,271.3,1.000726216,0.9992743105950652,9,10.5,77,15,53,30.8579843614172,36.00098175498673,264.0071995365694,51.42997393569534,181.7192412394569,335.6,20,35,64.30000000000001,-2.0048781751944924,1.4810095670937682,-0.7418535867708881,-0.5336774608654289,EPI,64.33591005,82,"(60,70]",9.192270275186404,0.01,86
2020_September_CEME_2.2,Painted Caves,2020,September,2020_September,78.7447428,78.7447428,5.136,0.30093192760181,0.2369680723981901,0.5379,CEME,260.9,1.066985646,0.937219730941704,2,10.5,125,19,104,6.646021297701517,34.891611812932965,415.3763311063448,63.137202328164406,345.59310748047886,316.1,32,51,55.200000000000045,0.793998174349356,0.3296135349658837,-1.7366519485326366,-0.1139693588606581,EPI,78.7447428,78,"(70,80]",7.876268804150412,0.01,89
2020_September_CEME_2.3,Painted Caves,2020,September,2020_September,69.52983725,69.52983725,5.888,0.31021088,0.21568912,0.5259,CEME,272.1,1.552264808,0.6442199775533108,1,10.5,120,23,96,3.2236135624901356,33.84794240614642,386.8336274988162,74.14311193727312,309.466901999053,320.5,31,54,48.39999999999998,0.9788555723319051,0.7387047946009125,-1.5389619870775768,-0.4896939589262991,EPI,69.52983725,82,"(60,70]",7.700018607136664,0.01,75
2020_September_CEME_2.5,Painted Caves,2020,September,2020_September,68.93603547,68.93603547,5.687,0.2918264292408622,0.20117357075913775,0.493,CEME,275.4,1.256987902,0.7955526053767009,2,10.5,108,18,88,6.853388862697139,35.980291529159985,370.0829985856456,61.68049976427426,301.54910995867414,303.8,22,40,28.40000000000003,-0.2595321219865314,1.041300885974604,-0.664366581995252,0.22275711080877625,EPI,68.93603547,82,"(60,70]",8.694853052503158,0.01,75
2020_September_CEME_2.6,Painted Caves,2020,September,2020_September,95.23635031,95.23635031,2.189,0.2621950262762762,0.2497049737237238,0.5119,CEME,278.7,1.260159196,0.7935505319148936,1,10.5,148,19,128,3.813954880083404,40.04652624087574,564.4653222523438,72.46514272158467,488.1862246506757,304.9,35,54,26.19999999999999,1.6369188611090402,-0.45865559763464275,-1.9516035526319377,0.3338172161731525,EPI,95.23635031,67,"(90,100]",7.700018607136664,0.01,80
2020_September_CEME_1.1,St. Marys,2020,September,2020_September,99.5363766,99.5363766,1.184,0.22968243074173367,0.22861756925826632,0.4583,CEME,293.6,1.010507881,0.9896013864818024,2,4,168,46,120,8.707675173678822,17.415350347357645,731.4447145890211,200.27652899461293,522.4605104207294,314,23,69,20.399999999999977,3.8141760722517515,-0.059053122402726754,0.03332063663526851,-0.6207599034254953,EPI,99.5363766,67,"(90,100]",6.030650161444027,0.01,80
2020_September_CEME_1.2,St. Marys,2020,September,2020_September,105.897772,105.897772,0.394,0.25109548058561426,0.26590451941438575,0.517,CEME,284.1,1.259367872,0.7940491591203105,6,10.5,148,27,113,23.89529268311232,41.81676219544656,589.4172195167705,107.52881707400545,450.0280121986154,334.4,30,57,50.299999999999955,1.3881951326735575,-0.6473564286653961,-1.2163780902679,-0.5525384554220397,EPI,105.897772,57,"(100,110]",7.538984254469424,0.01,67
2020_September_CEME_1.3,St. Marys,2020,September,2020_September,125.4435309,125.4435309,1.02,0.23243071017274472,0.2915692898272553,0.524,CEME,281.6,1.254435309,0.7971714384270439,3,5,99,23,73,12.9070723820031,21.511787303338497,425.93338860610226,98.95422159535708,314.07209462874204,330.5,38,61,48.89999999999998,1.220404480907408,1.6456784064773835,-2.671276002793768,-0.9778813583900648,EPI,125.4435309,80,"(120,130]",6.489800354247045,0.01,80
2020_September_CEME_1.4,St. Marys,2020,September,2020_September,97.6366322,97.6366322,1.907,0.23558385650224217,0.23001614349775787,0.4656,CEME,275.2,1.066751162,0.9374257425742574,1,2,101,32,68,4.244773028369551,8.489546056739101,428.7220758653246,135.83273690782562,288.64456592912944,316,23,55,40.80000000000001,1.4631541845628397,2.240112050263181,-0.7453187428469783,-0.7054893506311717,EPI,97.6366322,67,"(90,100]",6.190306856986274,0.01,80
2020_September_CEME_1.5,St. Marys,2020,September,2020_September,99.53033268,99.53033268,2.89,0.2758979011377011,0.2746020988622989,0.5505,CEME,282,1.180670754,0.846976175931582,2,3.5,133,38,93,7.249058408029704,12.685852214051982,482.06238413397534,137.73210975256438,337.08121597338123,312.4,10,48,30.399999999999977,1.6258376649186133,1.0116462747117034,1.1414954274104652,-0.21836508473671395,EPI,99.53033268,67,"(90,100]",6.840818425752305,0.01,80
2020_September_CEME_1.6,St. Marys,2020,September,2020_September,70.38585209,70.38585209,5.69,0.3124085676542744,0.2198914323457256,0.5323,CEME,275.2,1.000726216,0.9992743105950652,16,9,142,11,115,51.21498465978799,28.808428871130744,454.5329888556184,35.210301953604244,368.10770224222614,353.8,19,30,78.60000000000002,-1.3798141069377723,-1.9540194861419278,-0.5236048111970224,0.41709134704315093,EPI,70.38585209,78,"(70,80]",9.516894264862083,0.01,67
2020_September_CEME_2.1,Painted Caves,2020,September,2020_September,106.1031084,106.1031084,2.738,0.22003549751701307,0.23346450248298695,0.4535,CEME,274.3,1.083877996,0.9226130653266332,12,12,104,20,72,54.53665492801753,54.53665492801753,472.65100937615193,90.89442488002922,327.2199295681052,394.7,16,36,120.39999999999998,-1.8722607558028606,-0.17015221816734416,-0.06015360905171713,-1.4912704792753302,EPI,106.1031084,57,"(100,110]",9.339670747346702,0.01,67
2020_September_CEME_2.2,Painted Caves,2020,September,2020_September,96.54775604,96.54775604,0.902,0.30211487119437935,0.29168512880562064,0.5938,CEME,291.7,1.066985646,0.937219730941704,6,10.5,133,32,99,19.859995558244556,34.754992226927975,440.22990154108766,105.91997631063764,327.6899267110352,291.9,22,54,0.19999999999998863,1.1480523537546947,0.36018738426734537,-0.15889099017235603,0.0276781607463323,EPI,96.54775604,67,"(90,100]",7.700018607136664,0.01,80
2020_September_CEME_2.3,Painted Caves,2020,September,2020_September,116.4839982,116.4839982,0.971,0.23733855812069665,0.2764614418793034,0.5138,CEME,273.8,1.552264808,0.6442199775533108,6,10.5,149,27,110,25.280342340955603,44.240599096672305,627.7951681337308,113.7615405343002,463.4729429175194,326.1,24,51,52.30000000000001,1.0208946422411436,-0.5612507383139731,-0.4984147074167515,-0.24995571454535492,EPI,116.4839982,100,"(110,120]",7.876268804150412,0.01,100
2020_September_CEME_2.4,Painted Caves,2020,September,2020_September,85.05392912,85.05392912,3.987,0.2875378018318068,0.2445621981681932,0.5321,CEME,270.1,1.124834583,0.8890196078431373,3,5,124,34,87,10.433410775515451,17.38901795919242,431.247645387972,118.24532212250844,302.5689124899481,373.9,25,59,103.79999999999995,1.6152866757996263,0.6728363355968452,-0.8050252067374982,-1.7439886436518763,EPI,85.05392912,38,"(80,90]",6.573225389652318,0.01,60
2020_September_CEME_2.5,Painted Caves,2020,September,2020_September,92.1602289,92.1602289,3.48,0.24344267421083976,0.22435732578916023,0.4678,CEME,271.4,1.256987902,0.7955526053767009,3,8,107,24,80,12.32322972841554,32.861945942441444,439.5285269801543,98.58583782732433,328.61945942441446,312.6,26,50,41.200000000000045,0.5277114417366829,1.3259672708735732,-1.0759743911607291,-0.3439557123137319,EPI,92.1602289,67,"(90,100]",7.540819761538026,0.01,50
2020_September_CEME_2.6,Painted Caves,2020,September,2020_September,86.33117987,86.33117987,3.336,0.29399266423357656,0.2538073357664234,0.5478,CEME,287.3,1.260159196,0.7935505319148936,7,8,113,25,81,23.8101179097398,27.21156332541691,384.36333197151384,85.03613539192784,275.5170786698462,383.6,15,40,96.3,-0.5693114326744022,0.2332946368480886,0.1334803419324697,-1.3282037126248216,EPI,86.33117987,38,"(80,90]",8.258993072160697,0.01,60
2020_September_CEME_1.1,St. Marys,2020,September,2020_September,75.63218391,75.63218391,5.007,0.33792212041884817,0.25557787958115186,0.5935,CEME,267.6,1.010507881,0.9896013864818024,5,10.25,134,27,102,14.796308669591069,30.33243277266169,396.5410723450406,79.90006681579176,301.8446968596578,396.5,20,47,128.89999999999998,0.2929366145934067,-0.5859948502726007,-0.22518172207848744,-1.6282832469743962,EPI,75.63218391,78,"(70,80]",8.099682035931911,0.01,89
2020_September_CEME_1.2,St. Marys,2020,September,2020_September,68.33282536,68.33282536,5.178,0.32786237552055036,0.2240376244794496,0.5519,CEME,270.7,1.259367872,0.7940491591203105,5,12,119,28,86,15.25030126455178,36.60072303492427,362.9571700963324,85.40168708148997,262.3051817502906,317.7,14,42,47,-0.18415254114829235,0.6197781650024895,0.611713827557546,-0.29113689284880906,EPI,68.33282536,82,"(60,70]",8.760717688374058,0.01,75
2020_September_CEME_1.3,St. Marys,2020,September,2020_September,73.03250067,73.03250067,5.177,0.3007527475939149,0.21964725240608507,0.5204,CEME,270.8,1.254435309,0.7971714384270439,2,3.5,117,17,98,6.649980809819427,11.637466417183996,389.0238773744365,56.52483688346513,325.8490596811519,285.4,27,44,14.599999999999966,0.8681129961973623,1.0575734738334672,-1.4442947278474318,0.8548620489061076,EPI,73.03250067,78,"(70,80]",7.0869087353340134,0.01,67
2020_September_CEME_1.4,St. Marys,2020,September,2020_September,71.73841604,71.73841604,4.841,0.3054645618063529,0.21913543819364703,0.5246,CEME,274,1.066751162,0.9374257425742574,4,9.25,139,28,107,13.094808695143405,30.281745107519125,455.04460215623334,91.66366086600384,350.2861325950861,326.7,25,53,52.69999999999999,1.2548642942784154,-0.06156183000051518,-0.6763414257927967,-0.4051615586676599,EPI,71.73841604,78,"(70,80]",7.566758889159517,0.01,67
2020_September_CEME_1.6,St. Marys,2020,September,2020_September,NA,NA,6.791,NA,NA,0.5617,CEME,276.8,1.000726216,0.9992743105950652,12,12.25,136,20,104,NA,NA,NA,NA,NA,371.2,25,45,94.39999999999998,-0.48907742253182607,-1.2780538302041227,-0.9047933482837802,-0.852872587577065,EPI,NA,60,NA,8.554188058935743,0.01,60
2020_September_CEME_2.1,Painted Caves,2020,September,2020_September,72.23642173,72.23642173,4.998,0.3020267111853088,0.21817328881469117,0.5202,CEME,271.5,1.083877996,0.9226130653266332,15,13,92,1,76,49.66448146633207,43.042550604154464,304.60881966017007,3.310965431088805,251.63337276274916,296.8,25,26,25.30000000000001,-2.9281051406411844,0.09326966090071148,-1.506017343813054,1.082745945628771,EPI,72.23642173,78,"(70,80]",10.892500928108252,0.01,67
2020_September_CEME_2.2,Painted Caves,2020,September,2020_September,78.54842705,78.54842705,4.701,0.3111760821309656,0.2444239178690344,0.5556,CEME,279.1,1.066985646,0.937219730941704,2,7,128,36,90,6.427229195456784,22.495302184098744,411.34266850923416,115.6901255182221,289.2253137955553,360.9,10,46,81.79999999999995,0.8592648897956189,0.6114033614542637,1.108173790836253,-1.2091891691540704,EPI,78.54842705,78,"(70,80]",7.623674207643945,0.01,89
2020_September_CEME_2.4,Painted Caves,2020,September,2020_September,NA,NA,5.835,NA,NA,0.3825,CEME,287.3,1.124834583,0.8890196078431373,6,12.25,86,16,64,NA,NA,NA,NA,NA,311.6,13,29,24.30000000000001,-1.986725090223293,1.4359055943616499,0.2540360855821465,0.10849450827786733,EPI,NA,60,NA,10.27189650450517,0.01,60
2020_September_CEME_2.6,Painted Caves,2020,September,2020_September,66.03192383,66.03192383,5.603,0.2798859335469725,0.1848140664530275,0.4647,CEME,269.9,1.260159196,0.7935505319148936,1,5,161,44,116,3.5728840936272803,17.8644204681364,575.2343390739921,157.20690011960033,414.4545548607645,314.6,10,54,44.700000000000045,2.6614167724169215,0.100187564372127,1.4947135826848503,-0.28252571363550827,EPI,66.03192383,82,"(60,70]",6.803741934851101,0.01,75
2020_September_CEME_1.1,St. Marys,2020,September,2020_September,64.82900943,64.82900943,6.31,0.3219700232516544,0.2087299767483455,0.5307,CEME,277.3,1.010507881,0.9896013864818024,3,3,152,34,115,9.31763761639131,9.31763761639131,472.09363923049307,105.59989298576818,357.17610862833357,315.7,26,60,38.39999999999998,2.7317935068618544,0.053276259369571255,-0.762318859604601,-0.1992561695826779,EPI,64.82900943,82,"(60,70]",6.173713404422584,0.01,86
2020_September_CEME_1.2,St. Marys,2020,September,2020_September,125.9367872,125.9367872,7.034,0.22696613787135855,0.2858338621286415,0.5128,CEME,277.3,1.259367872,0.7940491591203105,14,13.25,150,11,125,61.68321024141063,58.37875254990649,660.8915383008282,48.465379475394066,550.7429485840235,356.5,15,26,79.19999999999999,-1.6719183584415378,-2.358938604798248,0.1324383099556297,0.4354789824772677,EPI,125.9367872,80,"(120,130]",10.938264110768245,0.01,80
2020_September_CEME_1.3,St. Marys,2020,September,2020_September,63.26905418,63.26905418,5.99,0.3050179977502812,0.1929820022497188,0.498,CEME,271.2,1.254435309,0.7971714384270439,2,3,123,36,85,6.556990127636349,9.835485191454524,403.25489284963544,118.02582229745428,278.67208042454484,299.3,12,48,28.100000000000023,1.470399103851749,1.4745360975847044,0.8085385895684774,-0.030406996047190868,EPI,63.26905418,82,"(60,70]",6.740629235866347,0.01,86
2020_September_CEME_1.3,St. Marys,2020,September,2020_September,63.26905418,63.26905418,5.99,0.32253509561304833,0.20406490438695163,0.5266,CEME,268.7,1.254435309,0.7971714384270439,3,3,117,45,69,9.301313378929647,9.301313378929647,362.7512217782563,139.51970068394473,213.93020771538193,407.3,21,66,138.60000000000002,2.066405858971684,1.2352836795139877,-0.19657004170485468,-2.9634840890031944,EPI,63.26905418,82,"(60,70]",5.955252208229287,0.01,86
2020_September_CEME_1.4,St. Marys,2020,September,2020_September,60.43385273,60.43385273,6.04,0.2934542753761188,0.1773457246238812,0.4708,CEME,266.8,1.066751162,0.9374257425742574,11,3,87,7,69,37.48454503142392,10.223057735842888,296.46867433944374,23.853801383633403,235.1303279243864,354.6,21,28,87.80000000000001,-1.9082181316079085,0.7149530798838433,-1.3261081596156497,-0.03052075426342038,EPI,60.43385273,82,"(60,70]",8.432044782354941,0.01,86
2020_September_CEME_1.5,St. Marys,2020,September,2020_September,61.51724138,61.51724138,6.49,0.31470324508966696,0.193596754910333,0.5083,CEME,275.4,1.180670754,0.846976175931582,3,11.5,138,35,100,9.532790166002972,36.54236230301139,438.50834763613665,111.21588527003466,317.75967220009903,336.8,4,39,61.400000000000034,0.26261369829640324,0.07991140767941761,2.0189873471341517,-0.5214199414321384,EPI,61.51724138,82,"(60,70]",8.952476770116824,0.01,86
2020_September_CEME_1.6,St. Marys,2020,September,2020_September,29.66396292,29.66396292,10,0.4467702412868633,0.13252975871313671,0.5793,CEME,271.2,1.000726216,0.9992743105950652,15,12.5,152,22,115,33.57430422580175,27.978586854834788,340.219616154791,49.24231286450922,257.40299906448,431.5,2,24,160.3,-1.947688891443226,-2.6638359684947543,1.806350281797605,-1.2265935284167164,EPI,29.66396292,100,"(20,30]",11.166023756009803,0.01,100
2020_September_CEME_2.1,Painted Caves,2020,September,2020_September,7.889301941,7.889301941,6.921,0.5010691424196019,0.03953085758039809,0.5406,CEME,265.3,1.083877996,0.9226130653266332,2,6.5,113,19,92,3.9914651106676486,12.972261609669856,225.51777875272217,37.918918551342664,183.60739509071183,330.5,27,46,65.19999999999999,0.48423647372981965,0.8379496583277872,-1.3758237237097724,-0.2821236404093422,EPI,7.889301941,100,"(0,10]",7.533847976740868,0.01,100
2020_September_CEME_2.2,Painted Caves,2020,September,2020_September,97.05071665,97.05071665,2.057,0.24729674080290953,0.24000325919709048,0.4873,CEME,274.1,1.066985646,0.937219730941704,2,6.75,169,30,137,8.087449893219414,27.295143389615525,683.3895159770406,121.31174839829124,553.9903176855299,331.6,31,61,57.5,2.8283969641803313,-1.0088472688431507,-1.2602554529505965,-0.2935752141996108,EPI,97.05071665,67,"(90,100]",6.780031637134004,0.01,80
2020_September_CEME_2.3,Painted Caves,2020,September,2020_September,62.75832982,62.75832982,7.196,0.3203522674267945,0.20104773257320543,0.5214,CEME,271.8,1.552264808,0.6442199775533108,5,10.75,168,14,149,15.60781835621806,33.556809465868824,524.4226967689268,43.70189139741056,465.1129870152982,360.7,39,53,88.89999999999998,1.4063461973761315,-2.209153706583649,-2.5495332650070135,-0.23365535598535025,EPI,62.75832982,82,"(60,70]",7.794049998284821,0.01,86
2020_September_CEME_2.4,Painted Caves,2020,September,2020_September,76.19272556,76.19272556,5.37,0.28531257372654156,0.21738742627345847,0.5027,CEME,258.3,1.124834583,0.8890196078431373,13,13,111,18,80,45.56406270569722,45.56406270569722,389.0469969486454,63.08870220788845,280.3942320350598,416.5,21,39,158.2,-1.7980851952440222,-0.8016807580938432,-0.6653211997006769,-1.8538669585698275,EPI,76.19272556,78,"(70,80]",9.191038464571204,0.01,89
2020_September_CEME_2.5,Painted Caves,2020,September,2020_September,61.28964503,61.28964503,7.059,0.3013212657898164,0.1846787342101836,0.486,CEME,268,1.256987902,0.7955526053767009,7,7,99,1,91,23.231018831849656,23.231018831849656,328.5529806218737,3.3187169759785222,302.00324481404556,439.1,46,47,171.10000000000002,-0.8670819110121096,-0.4893802389268348,-4.317787136370635,-1.9790249551025383,EPI,61.28964503,82,"(60,70]",7.5574918841523475,0.01,86
2020_September_CEME_2.6,Painted Caves,2020,September,2020_September,62.88356452,62.88356452,6.491,0.3376031225806452,0.21229687741935488,0.54990000000000006,CEME,274.4,1.260159196,0.7935505319148936,6,9,126,30,90,17.772347465674716,26.658521198512076,373.21929677916904,88.86173732837358,266.58521198512074,314.4,8,38,40,-0.06320196677350767,0.45904467835868457,1.295365568422222,0.029020051694540902,EPI,62.88356452,82,"(60,70]",8.619497351626622,0.01,86
2020_September_CEME_1.1,St. Marys,2020,September,2020_September,73.82212144,73.82212144,7.758,0.3181413248296855,0.23485867517031456,0.553,CEME,271,1.010507881,0.9896013864818024,2,6.75,139,27,110,6.286514337836132,21.216985890196945,436.91274647961114,84.86794356078778,345.75828858098726,306.4,23,50,35.39999999999998,1.5069529022527528,0.2704550858160296,-0.5185055324699007,0.16779968726528038,EPI,73.82212144,78,"(70,80]",7.32841654896102,0.01,67
2020_September_CEME_1.2,St. Marys,2020,September,2020_September,52.035033489999996,52.035033489999996,8.1,0.3335415452389021,0.17355845476109788,0.5071,CEME,270.9,1.259367872,0.7940491591203105,3,3,138,26,109,8.994381787885594,8.994381787885594,413.7415622427373,77.95130882834181,326.7958716265099,324,18,44,53.10000000000002,1.2600210038590351,0.17628410023779928,-0.13115803372947846,0.15468483171421102,EPI,52.035033489999996,61,"(50,60]",6.983115358460288,0.01,62
2020_September_CEME_1.4,St. Marys,2020,September,2020_September,47.87928222,47.87928222,8.848,0.3020030888030888,0.1445969111969112,0.4466,CEME,275.2,1.066751162,0.9374257425742574,4,7,130,28,98,13.244897646090198,23.178570880657848,430.45917349793143,92.7142835226314,324.4999923292099,292.3,15,43,17.100000000000023,0.7446325072516706,0.6224488992195676,0.4187284348439035,0.48113872068787333,EPI,47.87928222,94,"(40,50]",7.836530869684483,0.01,88
2020_September_CEME_1.5,St. Marys,2020,September,2020_September,55.79728692,55.79728692,7.822,0.3195819451289633,0.1783180548710367,0.4979,CEME,277.4,1.180670754,0.846976175931582,3,5,164,35,126,9.387263722890816,15.645439538151356,513.1704168513645,109.5180767670595,394.2650763614142,297.8,14,49,20.40000000000003,2.2166285182554137,-0.3957402321039274,0.8177143834253844,0.5252214043735279,EPI,55.79728692,61,"(50,60]",7.071740845122855,0.01,60
2020_September_CEME_1.6,St. Marys,2020,September,2020_September,46.89092762,46.89092762,7.922,0.3688451075641915,0.17295489243580847,0.5418,CEME,291.2,1.000726216,0.9992743105950652,4,12.5,151,22,125,10.844660585077342,33.889564328366696,409.3859370866697,59.64563321792538,338.89564328366697,338.8,13,35,47.60000000000002,-0.021286423891697437,-1.1068020862827694,0.7093353245554316,0.12973963072240505,EPI,46.89092762,94,"(40,50]",9.53356414255808,0.01,88
2020_September_CEME_2.1,Painted Caves,2020,September,2020_September,60.2486452,60.2486452,6.421,0.29092289635965785,0.17527710364034216,0.4662,CEME,264.1,1.083877996,0.9226130653266332,1,2,118,25,92,3.437336876928844,6.874673753857688,405.6057514776036,85.93342192322109,316.23499267745365,310.7,22,47,46.599999999999966,1.280207906488442,1.260486527459423,-0.7280680402195652,0.08898348840228085,EPI,60.2486452,82,"(60,70]",6.590455975084933,0.01,86
2020_September_CEME_2.3,Painted Caves,2020,September,2020_September,44.65658976,44.65658976,10,0.3862941888175985,0.17250581118240144,0.5588,CEME,263.4,1.552264808,0.6442199775533108,3,11,160,30,127,7.766101812669381,28.4757066464544,414.1920966757003,77.6610181266938,328.76497673633713,325.3,12,42,61.900000000000034,0.989515571977372,-0.9050412472707027,1.0604590079239173,0.10237453650118902,EPI,44.65658976,94,"(40,50]",8.602554602973765,0.01,100
2020_September_CEME_2.6,Painted Caves,2020,September,2020_September,47.77070064,47.77070064,9.28,0.3273314655172414,0.1563685344827586,0.4837,CEME,274,1.260159196,0.7935505319148936,2,14.5,116,29,85,6.110014498116298,44.29760511134316,354.3808408907453,88.59521022268632,259.67561616994266,344.1,8,37,70.10000000000002,-0.6488200060165705,0.6471009370048622,1.3792831136446837,-0.8323894947803193,EPI,47.77070064,94,"(40,50]",9.626657573258957,0.01,88
2020_September_CEME_1.1,St. Marys,2020,September,2020_September,40.56706652,40.56706652,10,0.3962521334367728,0.16074786656322726,0.557,CEME,260,1.010507881,0.9896013864818024,5,18.5,138,25,108,12.618228592573155,46.68744579252068,348.2631091550191,63.09114296286578,272.5537375995802,349.3,13,38,89.30000000000001,-0.729391046601298,-0.8064756772178646,0.916228937158942,-0.6309404143680228,EPI,40.56706652,94,"(40,50]",10.080674526264875,0.01,100
2020_September_CEME_1.2,St. Marys,2020,September,2020_September,44.84884646,44.84884646,9.395,0.3603066318824661,0.16159336811753394,0.5219,CEME,272.8,1.259367872,0.7940491591203105,10,11,183,20,153,27.754138045569064,30.529551850125973,507.9007262339139,55.50827609113813,424.6383120972067,375.3,26,46,102.5,0.8982461598291542,-3.0881497239099267,-0.8333799086336637,-0.2632498577070046,EPI,44.84884646,94,"(40,50]",8.288340467427934,0.01,100
2020_September_CEME_1.3,St. Marys,2020,September,2020_September,NA,NA,10,NA,NA,0.5539,CEME,271.6,1.254435309,0.7971714384270439,4,11.75,167,33,130,NA,NA,NA,NA,NA,356.7,6,39,85.09999999999997,0.7207956226028851,-1.4407085403534308,1.8474487938593158,-0.42439606932406315,EPI,NA,60,NA,8.993074092842178,0.01,60
2020_September_CEME_1.3,St. Marys,2020,September,2020_September,51.918286,51.918286,7.919,0.3713180387012135,0.19278196129878655,0.5641,CEME,273.8,1.254435309,0.7971714384270439,8,17,141,17,116,21.5448730365543,45.78285520267789,379.7283872692695,45.78285520267789,312.40065903003733,430.4,10,27,156.59999999999997,-1.8989623703411769,-2.0895828291717042,0.8706611749621336,-1.4899243200772279,EPI,51.918286,61,"(50,60]",11.400395712364547,0.01,62
2020_September_CEME_1.4,St. Marys,2020,September,2020_September,41.97389512,41.97389512,10,0.38133770967741937,0.16006229032258062,0.5414,CEME,272.2,1.066751162,0.9374257425742574,15,17,206,26,165,39.335212907972775,44.57990796236914,540.2035906028261,68.1810357071528,432.6873419877005,386.8,14,40,114.60000000000002,0.15557701747507247,-4.485629297781341,1.0109397886589893,-0.34186978437272575,EPI,41.97389512,94,"(40,50]",9.670643795222402,0.01,100
2020_September_CEME_1.5,St. Marys,2020,September,2020_September,55.38030144,55.38030144,7.118,0.2615518159260094,0.14484818407399058,0.4064,CEME,272.1,1.180670754,0.846976175931582,16,6,125,10,99,61.17334702247394,22.94000513342773,477.9167736130777,38.233341889046216,378.5100847015575,318,16,26,45.89999999999998,-1.6310041825321813,-0.9052399636745149,-0.3333021560702649,1.1030666145788708,EPI,55.38030144,61,"(50,60]",9.439403088746024,0.01,60
2020_September_CEME_1.6,St. Marys,2020,September,2020_September,52.41502683,52.41502683,8.667,0.34635692488262915,0.1815430751173709,0.5279,CEME,273.2,1.000726216,0.9992743105950652,4,11.5,117,20,93,11.54878021092112,33.202743106398216,337.80182116944275,57.743901054605594,268.50913990391604,326.5,25,45,53.30000000000001,-0.04690936328550946,0.42024075770338765,-0.9232895773883825,-0.30624550635968956,EPI,52.41502683,61,"(50,60]",8.440321348485426,0.01,62
