model.spp.gr.sample,model.spp.bins5lfm_gr.sample,model.spp.bins5lfm_gr.sample_nodate,model.spp.bins10lfm_gr.sample_nodate,individual,sample,round,year.month.spp,model.spp.gr,model.spp.bins5lfm_gr,model.spp.bins5lfm_gr_nodate,model.spp.bins10lfm_gr_nodate,spp,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,lfm.outliers.out,lfm.NAs.imputed,gr,precip.2month,precip.2mo,season,prop.ignite,ros,bins5lfm_gr,individual.bins5lfm_gr,prop.ignite.bins5,individual.bins5lfm_gr_nodate,prop.ignite.bins5_nodate,bins10lfm_gr,individual.bins10lfm_gr_nodate,prop.ignite.bins10_nodate,hydration,bins5lfm,bins10lfm,bins20lfm,temp.change,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,ww.outs,dw.outs,gww.gdw.saturated,gdw.gww.saturated,RWC,RWD,max.mpa.sample,tti.outs,gti.outs,gd.outs,fd.outs,pfg.outs,fh.outs,temp.max.outs,ignition.temp.outs,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,LFM,PC1...90,PC2...91,PC3...92,PC4...93,PC5...94,PC6...95,PC7...96,PC8...97,PC1...98,PC2...99,PC3...100,PC4...101,PC5...102,PC6...103,PC7...104,PC8...105
"2020_September_EPI_ADFA_(50,60]_1.5","2020_September_EPI_ADFA_(50,55]_1.5","EPI_ADFA_(50,55]_1.5","EPI_ADFA_(50,60]_1.5",2020_September_ADFA_1.5,1.5,10,2020_September_ADFA,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,55]","EPI_ADFA_(50,55]","EPI_ADFA_(50,60]",ADFA,EPI,6.353,54.27509294,0,9.5,11,13,24,13,129,103,1,274.8,373.7,275.6,100,0.4859,1,2020_September,2020,September,0.1883,0.2905,0.1022,St. Marys,54.27509294,54.27509294,"(50,60]",2020_September,0.01,Dry,89,0.7692307692307693,"(50,55]","2020_September_EPI_ADFA_(50,55]_1.5",92,"EPI_ADFA_(50,55]_1.5",92,"(50,60]","EPI_ADFA_(50,60]_1.5",91,dry,"(50,55]","(50,60]","(40,60]",98.89999999999998,0.6481927710843374,0.5427509294,1.8424657534246576,0.31495686746987955,0.17094313253012045,0.17094313253012045,0.31495686746987955,0.9275584515,1.078099173553719,58.51393284404784,41.48606715595216,-0.043,24,13,129,13,103,9.5,373.7,275.6,12.963742515637986,0.5044787769784173,30.162860318988024,409.5798927525742,41.27549306808888,327.02890661639645,34.925417211459816,76.2009102795487,41.27549306808888,54.27509294,1.398973555767487,-1.8060737616899667,0.3817287893920732,0.9329657816384612,1.0526614644270933,0.4644160415736134,-0.00156579486044311,-4.498667300858392e-4,1.9357502643436106,-1.34738277105512,-0.4274537676444232,0.15346159007564464,1.0451119039810535,0.5245643157840691,-0.0032544982494559505,-0.015390150244746797
"2020_September_EPI_ADFA_(50,60]_2.1","2020_September_EPI_ADFA_(50,55]_2.1","EPI_ADFA_(50,55]_2.1","EPI_ADFA_(50,60]_2.1",2020_September_ADFA_2.1,2.1,10,2020_September_ADFA,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,55]","EPI_ADFA_(50,55]","EPI_ADFA_(50,60]",ADFA,EPI,9.027,52.91454443,hp wt: 2.8882,1.75,24,23,47,1,161,137,1,271.7,291.5,285.9,50,0.5477,1,2020_September,2020,September,0.3534,0.5404,0.187,Painted Caves,52.91454443,52.91454443,"(50,60]",2020_September,0.01,Dry,89,10,"(50,55]","2020_September_EPI_ADFA_(50,55]_2.1",92,"EPI_ADFA_(50,55]_2.1",92,"(50,60]","EPI_ADFA_(50,60]_2.1",91,dry,"(50,55]","(50,60]","(40,60]",19.80000000000001,0.653960029607698,0.5291454443,1.8898395721925136,0.35817390821613615,0.1895260917838638,0.1895260917838638,0.35817390821613615,0.9482758621,1.054545454545455,55.80079230617378,44.19920769382622,-0.043,47,23,161,1,137,1.75,291.5,285.9,7.524225399083864,0.5044787769784173,4.885894700470425,449.5023124432791,2.791939828840243,382.4957565511133,67.00655589216582,131.2211719554914,64.21461606332558,52.91454443,-2.8076590124346543,-0.5093004365111302,-0.6506251388525585,-0.7269907003591363,0.4932299725828316,1.78587811648396,0.00312120893883754,-0.00361782004262516,-2.3253355056854135,-0.4899197438341082,0.7543100369920396,-1.1089233144279584,0.27512004420966973,1.5395026075675022,0.018494954366479854,-0.0149077253394721
"2020_September_EPI_ADFA_(70,80]_2.2","2020_September_EPI_ADFA_(75,80]_2.2","EPI_ADFA_(75,80]_2.2","EPI_ADFA_(70,80]_2.2",2020_September_ADFA_2.2,2.2,10,2020_September_ADFA,"2020_September_EPI_ADFA_(70,80]","2020_September_EPI_ADFA_(75,80]","EPI_ADFA_(75,80]","EPI_ADFA_(70,80]",ADFA,EPI,2.177,76.02059581,0,5.75,16,44,60,5,126,77,1,279.1,329.3,322.1,100,0.5393,1,2020_September,2020,September,0.2719,0.4786,0.2067,Painted Caves,76.02059581,76.02059581,"(70,80]",2020_September,0.01,Dry,88,2,"(75,80]","2020_September_EPI_ADFA_(75,80]_2.2",93,"EPI_ADFA_(75,80]_2.2",97,"(70,80]","EPI_ADFA_(70,80]_2.2",87,moderate,"(75,80]","(70,80]","(60,80]",50.19999999999999,0.568115336397827,0.7602059581,1.3154329946782777,0.3063846009193481,0.2329153990806519,0.2329153990806519,0.3063846009193481,0.9614890886,1.0400534045393857,79.06547948525517,20.934520514744833,-0.043,60,44,126,5,77,5.75,329.3,NA,7.839263931104728,0.5044787769784173,18.767261744703728,411.2478225795947,16.319358038872807,251.3181137986412,52.22194572439298,195.83229646647368,143.6103507420807,76.02059581,-2.060109023732681,1.1647892891909923,0.057962989958057,1.3950391062565863,0.3200677639759165,-0.862657706936489,-0.01800285790397426,-0.00521055716288534,-1.7806442833936909,1.192290461726859,-0.5774486342676242,1.2384680527156802,0.6629760963294927,-0.4887186194346819,-0.025796945363467175,0.016986332973639225
"2020_September_EPI_ADFA_(50,60]_2.4","2020_September_EPI_ADFA_(50,55]_2.4","EPI_ADFA_(50,55]_2.4","EPI_ADFA_(50,60]_2.4",2020_September_ADFA_2.4,2.4,10,2020_September_ADFA,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,55]","EPI_ADFA_(50,55]","EPI_ADFA_(50,60]",ADFA,EPI,10,52.46081936,0,13,19,28,47,13,124,83,1,282.3,380.4,287,NA,0.5498,1,2020_September,2020,September,0.3637,0.5545,0.1908,Painted Caves,52.46081936,52.46081936,"(50,60]",2020_September,0.01,Dry,89,0.7692307692307693,"(50,55]","2020_September_EPI_ADFA_(50,55]_2.4",92,"EPI_ADFA_(50,55]_2.4",92,"(50,60]","EPI_ADFA_(50,60]_2.4",91,dry,"(50,55]","(50,60]","(40,60]",98.09999999999997,0.6559062218214609,0.5246081936,1.9061844863731656,0.3606172407574392,0.1891827592425608,0.1891827592425608,0.3606172407574392,1.079264214,0.9265571738456772,48.60794852593899,51.39205147406101,-0.043,47,28,124,13,83,13,380.4,287,10.337467610714215,0.5044787769784173,36.049302503382386,343.8548854168781,36.049302503382386,230.16093136774907,52.6874421203281,130.33209366607477,77.64465154574667,52.46081936,0.24718989001607067,-1.1639603219437726,-0.34092496793872407,1.7575918824458077,-0.03303497424791005,-1.4195433951563805,-0.01141914937681803,-0.00444105761070906,0.7401009682557146,-0.6191919621170024,0.04200988874985524,1.5513082540776941,0.33389474161867294,-1.1913056553271164,-0.027569418271599533,0.017409369762019455
"2020_September_EPI_ADFA_(50,60]_2.5","2020_September_EPI_ADFA_(50,55]_2.5","EPI_ADFA_(50,55]_2.5","EPI_ADFA_(50,60]_2.5",2020_September_ADFA_2.5,2.5,10,2020_September_ADFA,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(50,55]","EPI_ADFA_(50,55]","EPI_ADFA_(50,60]",ADFA,EPI,8.821,52.28346457,0,12,7,18,25,8,119,93,1,280.8,359.2,264.2,NA,0.498,1,2020_September,2020,September,0.381,0.5802,0.1992,Painted Caves,52.28346457,52.28346457,"(50,60]",2020_September,0.01,Dry,89,1.25,"(50,55]","2020_September_EPI_ADFA_(50,55]_2.5",92,"EPI_ADFA_(50,55]_2.5",92,"(50,60]","EPI_ADFA_(50,60]_2.5",91,dry,"(50,55]","(50,60]","(40,60]",78.39999999999998,0.656670113753878,0.5228346457,1.9126506024096388,0.32702171664943125,0.17097828335056875,0.17097828335056875,0.32702171664943125,0.9522116904,1.0501866445458314,54.907396219885776,45.092603780114224,-0.043,25,18,119,8,93,12,359.2,264.2,13.430708454466416,0.5044787769784173,36.69481073901907,363.8902064952724,24.463207159346045,284.38478322739775,21.40530626442779,76.44752237295639,55.0422161085286,52.28346457,1.3943646365575928,-0.6898957022800696,0.906328093585743,0.9043423683967734,0.07106937362073439,0.6255166321002333,0.00352752500197417,-0.00233913477199117,1.8038166321608042,-0.36896741724479,-1.0762637388553296,0.31097926585414054,0.09573705507630169,0.7554658559428751,0.006746061329504394,-0.009612762393274354
"2020_September_EPI_ADFA_(60,70]_2.6","2020_September_EPI_ADFA_(65,70]_2.6","EPI_ADFA_(65,70]_2.6","EPI_ADFA_(60,70]_2.6",2020_September_ADFA_2.6,2.6,10,2020_September_ADFA,"2020_September_EPI_ADFA_(60,70]","2020_September_EPI_ADFA_(65,70]","EPI_ADFA_(65,70]","EPI_ADFA_(60,70]",ADFA,EPI,6.305,67.24033816,0,16,6,23,29,3,112,86,1,281.9,335.7,268.5,100,0.4893,1,2020_September,2020,September,0.3312,0.5539,0.2227,Painted Caves,67.24033816,67.24033816,"(60,70]",2020_September,0.01,Dry,94,3.3333333333333335,"(65,70]","2020_September_EPI_ADFA_(65,70]_2.6",94,"EPI_ADFA_(65,70]_2.6",92,"(60,70]","EPI_ADFA_(60,70]_2.6",93,moderate,"(65,70]","(60,70]","(60,80]",53.80000000000001,0.5979418667629537,0.6724033815999999,1.4872025145936236,0.29257295540711326,0.19672704459288676,0.19672704459288676,0.29257295540711326,0.9452848407,1.0578821927136532,71.13235637017868,28.867643629821316,-0.043,29,23,112,3,86,16,335.7,268.5,13.481859458143452,0.5044787769784173,54.68721460510972,382.81050223576807,10.253852738458074,293.94377850246474,20.507705476916147,99.12057647176135,78.61287099484522,67.24033816,1.1975054009933763,0.27004598154619724,1.207972709069444,0.602687735545772,-1.2975045168408494,0.5331992828510149,0.00918547292242788,-0.00505484223435345,1.5029492701735239,0.5098731850135271,-1.460085661237698,0.37452668368661945,-1.2491389695626882,0.6592745799211313,0.016168492998873907,5.000264909067464e-4
"2020_September_EPI_ADFA_(40,50]_1.2","2020_September_EPI_ADFA_(40,45]_1.2","EPI_ADFA_(40,45]_1.2","EPI_ADFA_(40,50]_1.2",2020_September_ADFA_1.2,1.2,11,2020_September_ADFA,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(40,45]","EPI_ADFA_(40,45]","EPI_ADFA_(40,50]",ADFA,EPI,10,41.26940133,0,6,20,22,42,8,145,115,1,277.7,287.4,242.8,100,0.4933,1,2020_September,2020,September,0.3608,0.5097,0.1489,St. Marys,41.26940133,41.26940133,"(40,50]",2020_September,0.01,Dry,100,1.25,"(40,45]","2020_September_EPI_ADFA_(40,45]_1.2",100,"EPI_ADFA_(40,45]_1.2",100,"(40,50]","EPI_ADFA_(40,50]_1.2",89,dry,"(40,45]","(40,50]","(40,60]",9.699999999999989,0.7078673729644889,0.4126940133,2.4231027535258565,0.34919097508338237,0.14410902491661765,0.14410902491661765,0.34919097508338237,1.024280911,0.9762946754194018,40.291096794637035,59.708903205362965,-0.043,42,22,145,8,115,6,287.4,242.8,9.212173274100032,0.5044787769784173,17.182574660090445,415.2455542855191,22.91009954678726,329.3326809850669,57.27524886696815,120.27802262063312,63.00277375366497,41.26940133,-1.210314195824681,-0.6989050242196542,-0.26103412837929196,-0.8182308267142215,0.7333569961945694,0.30293335512762937,-0.00743667519466118,-0.00150159150449685,-0.7342049607018364,-0.4519819717259929,0.260636351218378,-1.0500788839444735,0.5485331042828605,0.143137287305951,-0.005190423953874396,-0.010661371358994039
"2020_September_EPI_ADFA_(40,50]_1.4","2020_September_EPI_ADFA_(45,50]_1.4","EPI_ADFA_(45,50]_1.4","EPI_ADFA_(40,50]_1.4",2020_September_ADFA_1.4,1.4,11,2020_September_ADFA,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(45,50]","EPI_ADFA_(45,50]","EPI_ADFA_(40,50]",ADFA,EPI,10,46.56709227,0,9,27,16,43,6,117,95,1,273.5,326.1,283.2,NA,0.5538,1,2020_September,2020,September,0.4151,0.6084,0.1933,St. Marys,46.56709227,46.56709227,"(40,50]",2020_September,0.01,Dry,100,1.6666666666666667,"(45,50]","2020_September_EPI_ADFA_(45,50]_1.4",100,"EPI_ADFA_(45,50]_1.4",84,"(40,50]","EPI_ADFA_(40,50]_1.4",89,dry,"(45,50]","(40,50]","(40,60]",52.60000000000002,0.6822813938198553,0.4656709227000001,2.147439213657527,0.37784743589743586,0.1759525641025641,0.1759525641025641,0.37784743589743586,0.9473503097,1.055575735561206,49.155092676062495,50.844907323937505,-0.043,43,16,117,6,95,9,326.1,283.2,9.881071613516156,0.5044787769784173,23.81913742149355,309.6487864794162,15.879424947662368,251.42422833798747,71.45741226448065,113.80254545824695,42.34513319376632,46.56709227,-0.25772582238809927,-0.3941166389199793,-1.5473730818345897,0.10300665755325036,-0.16809928729559692,0.29551329365281986,4.305028498080566e-4,0.00100099367409595,0.17092889159323318,0.1805895250161958,1.3605136253679762,0.008087127231804964,-0.10059619372752293,0.21569762869169112,9.896303751721902e-5,-0.0015898923754494587
"2020_September_EPI_ADFA_(40,50]_1.4","2020_September_EPI_ADFA_(45,50]_1.4","EPI_ADFA_(45,50]_1.4","EPI_ADFA_(40,50]_1.4",2020_September_ADFA_1.4,1.4,11,2020_September_ADFA,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(45,50]","EPI_ADFA_(45,50]","EPI_ADFA_(40,50]",ADFA,EPI,10,46.56709227,0,6.25,7,24,31,3,131,104,1,271.9,312.6,278.5,NA,0.5538,1,2020_September,2020,September,0.4151,0.6084,0.1933,St. Marys,46.56709227,46.56709227,"(40,50]",2020_September,0.01,Dry,100,3.3333333333333335,"(45,50]","2020_September_EPI_ADFA_(45,50]_1.4",100,"EPI_ADFA_(45,50]_1.4",84,"(40,50]","EPI_ADFA_(40,50]_1.4",89,dry,"(45,50]","(40,50]","(40,60]",40.700000000000045,0.6822813938198553,0.4656709227000001,2.147439213657527,0.37784743589743586,0.1759525641025641,0.1759525641025641,0.37784743589743586,0.9473503097,1.055575735561206,49.155092676062495,50.844907323937505,-0.043,31,24,131,3,104,6.25,312.6,278.5,10.628441357042275,0.5044787769784173,16.541067653814967,346.7007780239617,7.939712473831183,275.24336575948104,18.52599577227276,82.04369556292222,63.517699790649466,46.56709227,-0.33489106548754166,0.31210759085895484,1.0393161541585163,0.05362864433166378,0.486276042062067,1.4058536907747248,0.00175116195763103,-0.00247049366111221,-0.0015370565311813023,0.29972882583728105,-1.1900689703200857,-0.5420090977439805,0.3467947343309732,1.4736937400276473,0.01413005165101422,-0.017217172686816773
"2020_September_EPI_ADFA_(40,50]_1.5","2020_September_EPI_ADFA_(45,50]_1.5","EPI_ADFA_(45,50]_1.5","EPI_ADFA_(40,50]_1.5",2020_September_ADFA_1.5,1.5,11,2020_September_ADFA,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(45,50]","EPI_ADFA_(45,50]","EPI_ADFA_(40,50]",ADFA,EPI,10,46.40971489,0,15,10,15,25,10,154,129,1,280.8,356.9,276.9,100,0.4767,1,2020_September,2020,September,0.3788,0.5546,0.1758,St. Marys,46.40971489,46.40971489,"(40,50]",2020_September,0.01,Dry,100,1,"(45,50]","2020_September_EPI_ADFA_(45,50]_1.5",100,"EPI_ADFA_(45,50]_1.5",84,"(40,50]","EPI_ADFA_(40,50]_1.5",89,dry,"(45,50]","(40,50]","(40,60]",76.09999999999997,0.6830147854309413,0.4640971489,2.154721274175199,0.32559314821492974,0.15110685178507027,0.15110685178507027,0.32559314821492974,0.9275584515,1.078099173553719,50.034275268527374,49.965724731472626,-0.043,25,15,154,10,129,15,356.9,276.9,14.173499498457508,0.5044787769784173,46.0697655409451,472.9829262203697,30.71317702729673,396.19998365212786,30.71317702729673,76.78294256824184,46.0697655409451,46.40971489,0.8278169830092055,-2.504869241419683,1.183545696227532,0.2830102927590551,-0.44537228487432173,0.6710367925461369,0.00955362582110219,-0.00756133443527121,1.4450922928455014,-2.1750103095514453,-0.9617129873235826,-0.23364149086047542,-0.583645973821219,0.5135139857252904,0.015074997857970063,-0.008271213267453309
"2020_September_EPI_ADFA_(40,50]_1.6","2020_September_EPI_ADFA_(45,50]_1.6","EPI_ADFA_(45,50]_1.6","EPI_ADFA_(40,50]_1.6",2020_September_ADFA_1.6,1.6,11,2020_September_ADFA,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(45,50]","EPI_ADFA_(45,50]","EPI_ADFA_(40,50]",ADFA,EPI,10,47.25751472,0,2,24,30,54,3,165,132,1,272.1,305.95,212.8,85,0.5377,1,2020_September,2020,September,0.3227,0.4752,0.1525,St. Marys,47.25751472,47.25751472,"(40,50]",2020_September,0.01,Dry,100,3.3333333333333335,"(45,50]","2020_September_EPI_ADFA_(45,50]_1.6",100,"EPI_ADFA_(45,50]_1.6",84,"(40,50]","EPI_ADFA_(40,50]_1.6",89,dry,"(45,50]","(40,50]","(40,60]",29.700000000000045,0.6790824915824916,0.4725751472000001,2.116065573770492,0.3651426557239057,0.17255734427609426,0.17255734427609426,0.3651426557239057,1.071710008,0.9330882352941176,44.09543100954228,55.90456899045772,-0.043,54,30,165,3,132,2,NA,NA,7.162548420179908,0.5044787769784173,5.477311315586899,451.8781835359192,8.215966973380349,361.5025468287353,65.72773578704279,147.88740552084627,82.15966973380348,47.25751472,-3.2005542699423337,-0.587005093819914,-0.540014843743791,-0.12680729330395135,0.5843329008856613,1.0106374296284235,-0.00374507001539031,-0.00563383341081215,-2.7034941456336963,-0.5937268115711691,0.569017030911426,-0.4726256186123635,0.5129098569180321,0.8825165629071446,0.004582446574033283,-0.004713955225455507
"2020_September_EPI_ADFA_(40,50]_2.6","2020_September_EPI_ADFA_(40,45]_2.6","EPI_ADFA_(40,45]_2.6","EPI_ADFA_(40,50]_2.6",2020_September_ADFA_2.6,2.6,11,2020_September_ADFA,"2020_September_EPI_ADFA_(40,50]","2020_September_EPI_ADFA_(40,45]","EPI_ADFA_(40,45]","EPI_ADFA_(40,50]",ADFA,EPI,10,42.4091442,0,18,22,9,31,8,122,105,1,270.9,315,268,NA,0.4893,1,2020_September,2020,September,0.3412,0.4859,0.1447,Painted Caves,42.4091442,42.4091442,"(40,50]",2020_September,0.01,Dry,100,1.25,"(40,45]","2020_September_EPI_ADFA_(40,45]_2.6",100,"EPI_ADFA_(40,45]_2.6",100,"(40,50]","EPI_ADFA_(40,50]_2.6",89,dry,"(40,45]","(40,50]","(40,60]",44.10000000000002,0.7022020991973658,0.424091442,2.35798203178991,0.34358748713727105,0.14571251286272896,0.14571251286272896,0.34358748713727105,0.9452848407,1.0578821927136532,44.863878456566894,55.136121543433106,-0.043,31,9,122,8,105,18,315,268,13.474716912077298,0.5044787769784173,52.388403751177904,355.07695875798356,23.283735000523514,305.59902188187107,64.03027125143966,90.2244731270286,26.194201875588952,42.4091442,1.2744981409771363,-1.4380199602858934,-0.5577607596024934,-0.6916092234655047,-1.427663611929339,0.02375975205358446,0.01001783481622448,-0.00216225602320432,1.783765543042348,-0.7240428379923991,0.6031045484984651,-0.5597792409657242,-1.5349444680316886,-0.2567068013687881,0.01119379018653574,-6.089715114981353e-4
"2020_September_EPI_ADFA_(100,110]_1.1","2020_September_EPI_ADFA_(100,105]_1.1","EPI_ADFA_(100,105]_1.1","EPI_ADFA_(100,110]_1.1",2020_September_ADFA_1.1,1.1,1,2020_September_ADFA,"2020_September_EPI_ADFA_(100,110]","2020_September_EPI_ADFA_(100,105]","EPI_ADFA_(100,105]","EPI_ADFA_(100,110]",ADFA,EPI,-0.123,103.04679,Glow end time really hard to see,NA,21,NA,NA,NA,142,NA,0,222.8,NA,NA,40,0.5344,1,2020_September,2020,September,0.2757,0.5598,0.2841,St. Marys,103.04679,103.04679,"(100,110]",2020_September,0.01,Dry,67,NA,"(100,105]","2020_September_EPI_ADFA_(100,105]_1.1",67,"EPI_ADFA_(100,105]_1.1",75,"(100,110]","EPI_ADFA_(100,110]_1.1",78,hydrated,"(100,105]","(100,110]","(100,120]",NA,0.49249732047159706,1.0304679,0.9704329461457232,0.26319056806002145,0.27120943193997854,0.27120943193997854,0.26319056806002145,1.0304679,0.9704329461457232,100,0,-0.043,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.04679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020_September_EPI_ADFA_(90,100]_2.3","2020_September_EPI_ADFA_(95,100]_2.3","EPI_ADFA_(95,100]_2.3","EPI_ADFA_(90,100]_2.3",2020_September_ADFA_2.3,2.3,1,2020_September_ADFA,"2020_September_EPI_ADFA_(90,100]","2020_September_EPI_ADFA_(95,100]","EPI_ADFA_(95,100]","EPI_ADFA_(90,100]",ADFA,EPI,-0.106,95.64,0,6,11,NA,NA,NA,107,NA,0,257.9,NA,NA,100,0.4885,1,2020_September,2020,September,0.25,0.4891,0.2391,Painted Caves,95.64,95.64,"(90,100]",2020_September,0.01,Dry,91,NA,"(95,100]","2020_September_EPI_ADFA_(95,100]_2.3",75,"EPI_ADFA_(95,100]_2.3",86,"(90,100]","EPI_ADFA_(90,100]_2.3",95,hydrated,"(95,100]","(90,100]","(80,100]",NA,0.5111429155591903,0.9564,1.0455876202425762,0.2496933142506645,0.23880668574933553,0.23880668574933553,0.2496933142506645,0.9564,1.0455876202425762,100,0,-0.043,NA,NA,107,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020_September_EPI_ADFA_(100,110]_2.4","2020_September_EPI_ADFA_(105,110]_2.4","EPI_ADFA_(105,110]_2.4","EPI_ADFA_(100,110]_2.4",2020_September_ADFA_2.4,2.4,1,2020_September_ADFA,"2020_September_EPI_ADFA_(100,110]","2020_September_EPI_ADFA_(105,110]","EPI_ADFA_(105,110]","EPI_ADFA_(100,110]",ADFA,EPI,-0.116,107.9264214,0,NA,23,NA,NA,NA,159,NA,0,265.5,NA,NA,40,0.5342,1,2020_September,2020,September,0.299,0.6217,0.3227,Painted Caves,107.9264214,107.9264214,"(100,110]",2020_September,0.01,Dry,67,NA,"(105,110]","2020_September_EPI_ADFA_(105,110]_2.4",67,"EPI_ADFA_(105,110]_2.4",80,"(100,110]","EPI_ADFA_(100,110]_2.4",78,hydrated,"(105,110]","(100,110]","(100,120]",NA,0.4809393598198488,1.079264214,0.9265571738456772,0.2569178060157632,0.2772821939842368,0.2772821939842368,0.2569178060157632,1.079264214,0.9265571738456772,100,0,-0.043,NA,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.9264214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020_September_EPI_ADFA_(80,90]_1.3","2020_September_EPI_ADFA_(80,85]_1.3","EPI_ADFA_(80,85]_1.3","EPI_ADFA_(80,90]_1.3",2020_September_ADFA_1.3,1.3,2,2020_September_ADFA,"2020_September_EPI_ADFA_(80,90]","2020_September_EPI_ADFA_(80,85]","EPI_ADFA_(80,85]","EPI_ADFA_(80,90]",ADFA,EPI,-0.744,82.28373702,0,7,29,NA,NA,NA,114,NA,0,271.2,NA,NA,100,0.4981,1,2020_September,2020,September,0.289,0.5268,0.2378,St. Marys,82.28373702,82.28373702,"(80,90]",2020_September,0.01,Dry,93,NA,"(80,85]","2020_September_EPI_ADFA_(80,85]_1.3",90,"EPI_ADFA_(80,85]_1.3",84,"(80,90]","EPI_ADFA_(80,90]_1.3",88,moderate,"(80,85]","(80,90]","(80,100]",NA,0.5485952923310553,0.8228373702,1.2153069806560133,0.27325531511009865,0.22484468488990136,0.22484468488990136,0.27325531511009865,1.0023465,0.997658993367148,82.09111022984567,17.90888977015433,-0.043,NA,NA,114,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.28373702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020_September_EPI_ADFA_(70,80]_2.4","2020_September_EPI_ADFA_(70,75]_2.4","EPI_ADFA_(70,75]_2.4","EPI_ADFA_(70,80]_2.4",2020_September_ADFA_2.4,2.4,2,2020_September_ADFA,"2020_September_EPI_ADFA_(70,80]","2020_September_EPI_ADFA_(70,75]","EPI_ADFA_(70,75]","EPI_ADFA_(70,80]",ADFA,EPI,-1.957,72.67645003,0,NA,3,NA,NA,NA,133,NA,0,281.4,NA,NA,NA,0.54,1,2020_September,2020,September,0.2862,0.4942,0.208,Painted Caves,72.67645003,72.67645003,"(70,80]",2020_September,0.01,Dry,88,NA,"(70,75]","2020_September_EPI_ADFA_(70,75]_2.4",82,"EPI_ADFA_(70,75]_2.4",76,"(70,80]","EPI_ADFA_(70,80]_2.4",87,moderate,"(70,75]","(70,80]","(60,80]",NA,0.5791177660866047,0.7267645003,1.375961538461539,0.31272359368676655,0.22727640631323348,0.22727640631323348,0.31272359368676655,1.079264214,0.9265571738456772,67.33888614785481,32.66111385214519,-0.043,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.67645003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020_September_EPI_ADFA_(50,60]_2.4","2020_September_EPI_ADFA_(55,60]_2.4","EPI_ADFA_(55,60]_2.4","EPI_ADFA_(50,60]_2.4",2020_September_ADFA_2.4,2.4,6,2020_September_ADFA,"2020_September_EPI_ADFA_(50,60]","2020_September_EPI_ADFA_(55,60]","EPI_ADFA_(55,60]","EPI_ADFA_(50,60]",ADFA,EPI,-7.946,59.27409262,0,NA,10,NA,NA,NA,200,NA,0,280,NA,NA,NA,0.4075,1,2020_September,2020,September,0.3995,0.6363,0.2368,Painted Caves,59.27409262,59.27409262,"(50,60]",2020_September,0.01,Dry,89,NA,"(55,60]","2020_September_EPI_ADFA_(55,60]_2.4",88,"EPI_ADFA_(55,60]_2.4",90,"(50,60]","EPI_ADFA_(50,60]_2.4",91,dry,"(55,60]","(50,60]","(40,60]",NA,0.6278484991356279,0.5927409262,1.6870777027027026,0.25584826339776834,0.15165173660223163,0.15165173660223163,0.25584826339776834,1.079264214,0.9265571738456772,54.92083574263679,45.07916425736321,-0.043,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.27409262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
