individual,site,year,month,year.month,lfm.outliers.out,lfm.NAs.imputed,mpa,dw.flam.sample,ww.flam.sample,sample.wt,spp,start.temp,gww.gdw.saturated,gdw.gww.saturated,fd,fh,gd,gti,pfg,dry.norm.fd,dry.norm.fh,dry.norm.gd,dry.norm.gti,dry.norm.pfg,temp.max,ttfg,tti,temp.change,PC1,PC2,PC3,PC4,model,LFM,prop.ignite,bins10lfm,flam.index,precip.2mo
2020_September_ADFA_2.6,Painted Caves,2020,September,2020_September,82.05047319,82.05047319,3.748,0.254819442037775,0.209080557962225,0.4639,ADFA,271.9,0.9452848407,1.05788219271365,2,7.5,112,35,75,7.84869468360077,29.4326050635029,439.526902281643,137.352156963014,294.326050635029,305.5,4,39,-55,-0.42861322963935294,1.7609840259846266,-1.46354485284117,0.3347817519028914,EPI,82.05047319,93,"(80,90]",8.25335870900874,0.01
2020_September_ADFA_1.1,St. Marys,2020,September,2020_September,88.17589577,88.17589577,0.83,0.28574329236628,0.25195670763372,0.5377,ADFA,272,1.0304679,0.970432946145723,6,9,116,8,89,20.997868227503,31.4968023412544,405.958785731724,27.9971576366706,311.468378707961,289.9,22,30,17.9,0.7169660109102619,-0.24260016832369047,1.1937374060078711,-0.8062664256179263,EPI,88.17589577,93,"(80,90]",9.51689426486208,0.01
2020_September_ADFA_1.2,St. Marys,2020,September,2020_September,60.36313806,60.36313806,6.92,0.331497628711814,0.200102371288186,0.5316,ADFA,277.3,1.024280911,0.976294675419402,3,4.5,148,29,116,9.04983849102594,13.5747577365389,446.458698890613,87.4817720799174,349.92708831967,311.7,16,45,34.4,-2.0402748814781497,-0.13287896042499509,-0.31534655202136463,0.30719514353154814,EPI,60.36313806,91,"(60,70]",7.22231996803893,0.01
2020_September_ADFA_1.3,St. Marys,2020,September,2020_September,73.25017325,73.25017325,4.401,0.27751776,0.20328224,0.4808,ADFA,270.8,1.0023465,0.997658993367148,8,20.5,74,5,61,28.8269839018591,73.869146248514,266.649601092197,18.0168649386619,219.805752251676,381,15,20,110.2,3.9732801431023215,-0.4844727819853528,0.5693356875566061,1.7079168068948278,EPI,73.25017325,88,"(70,80]",13.5018678927806,0.01
2020_September_ADFA_1.4,St. Marys,2020,September,2020_September,72.47869318,72.47869318,2.932,0.309951327980235,0.224648672019765,0.5346,ADFA,280.3,0.9473503097,0.961266523209345,16,11,106,5,85,51.6210080604019,35.4894430415263,341.989178400163,16.1315650188756,274.236605320885,305.5,31,36,172.6,1.38175451664869,-1.6068363742842788,2.3174932976564357,-0.592802435088528,EPI,72.47869318,88,"(70,80]",9.17105543584277,0.01
2020_September_ADFA_1.5,St. Marys,2020,September,2020_September,92.75584515,92.75584515,1.21,0.237502525352953,0.220297474647047,0.4578,ADFA,281.5,0.9275584515,1.07809917355372,7,11,101,9,85,29.4733708182567,46.3152970001177,425.25863609199,37.8943339091872,357.890931364546,288.4,28,37,6.89999999999998,0.7085961377106818,-0.15472055461744808,1.952876254850544,-0.8123883476830328,EPI,92.75584515,91,"(90,100]",9.0667345759392,0.01
2020_September_ADFA_1.6,St. Marys,2020,September,2020_September,53.0127815,53.0127815,7.751,0.298079673826571,0.158020326173429,0.4561,ADFA,279.4,1.071710008,0.933088235294118,16,10.5,143,17,110,53.6769240069322,35.2254813795493,479.737508311957,57.0317317573655,369.028852547659,305.5,15,32,145.8,0.5141483466523323,-2.2048596955601965,-0.3143971755789452,-0.6181463138877221,EPI,53.0127815,87,"(50,60]",9.54437460135544,0.01
2020_September_ADFA_2.1,Painted Caves,2020,September,2020_September,67.5059952,67.5059952,5.068,0.341540014316392,0.230559985683608,0.5721,ADFA,279.4,0.9482758621,1.05454545454545,5,5,148,29,114,14.6395730819644,14.6395730819644,433.331363226147,84.9095238753937,333.782266268789,297.6,12,41,18.2,-1.6211802299710145,-0.2168478967560721,-0.8040724200189164,-0.2151241622693097,EPI,67.5059952,91,"(60,70]",7.60473307041098,0.01
2020_September_ADFA_2.2,Painted Caves,2020,September,2020_September,78.51208459,78.51208459,3.167,0.287767632748043,0.225932367251957,0.5137,ADFA,281.2,0.9614890886,1.04005340453939,1,6.5,87,31,55,3.47502597999114,22.5876688699424,302.32726025923,107.725805379725,191.126428899513,310.7,14,45,29.5,-0.25651842427197646,2.5590164469604564,0.17532663820679292,0.6701755340300268,EPI,78.51208459,88,"(70,80]",7.60152537502276,0.01
2020_September_ADFA_2.3,Painted Caves,2020,September,2020_September,87.03380969,87.03380969,2.087,0.288343589265747,0.250956410734253,0.5393,ADFA,278.3,0.9564,1.04558762024258,15,9,170,33,122,52.0212710058745,31.2127626035247,589.574404733245,114.446796212924,423.106337514446,259.2,21,54,-19.1,-2.2809982681765995,-1.9119207598242292,-0.2865035667458894,-1.6733930803214374,EPI,87.03380969,93,"(80,90]",7.47244866553618,0.01
