"","individual","site","year","year_month","month","lfm_outliers_out","lfm_n_as_imputed","mpa","dw_flam_sample","ww_flam_sample","sample_wt","spp","start_temp","gww_gdw_saturated","gdw_gww_saturated","fd","fh","gd","gti","pfg","dry_norm_fd","dry_norm_fh","dry_norm_gd","dry_norm_gti","dry_norm_pfg","temp_max","ttfg","tti","temp_change","pc1","pc2","pc3","pc4","ttms","model","lfm","prop_ignite","bins10lfm","flam_index","precip_2mo"
"412","2020_October_ABCO_1.4",1,2020,"2020_October","October",174,174,1.243,2.57969073120746,0.194309268792544,2.774,"ABCO",268.3,1.74,13.2762103796587,7,42,62,0.5,55,2.71350356665567,16.281021399934,24.0338887332359,0.193821683332548,21.3203851665803,282.1,93,93,13.8,-0.831183357088893,1.19382905498632,0.499221849805896,0.236182568564008,NA,"HP",174,NA,"(170,180]",15.0303196961824,0.61
"413","2020_October_ABCO_1.4",1,2020,"2020_October","October",116.6593599,116.6593599,3.109,2.16560032702395,0.078099672976049,2.2437,"ABCO",246.4,1.74,13.2762103796587,8,30,70,4,58,3.6941257812765,13.8529716797869,32.3236005861694,1.84706289063825,26.7824119142546,292.9,57,61,46.5,-0.525874800790069,1.04774896992846,-0.00281577668267857,0.10601663916014,NA,"HP",116.6593599,NA,"(110,120]",17.2150737141195,0.61
"414","2020_October_ABCO_1.4",1,2020,"2020_October","October",107.1895425,107.1895425,3.283,2.43567406356413,0.0580259364358686,2.4937,"ABCO",248.6,1.74,13.2762103796587,13,42,113,23,77,5.33733153974512,17.2436865130227,46.393727999323,9.44297118570291,31.6134252738749,294.2,31,54,45.6,-0.873918731527909,0.458575058077644,-0.470073419587281,0.0597042982976913,NA,"HP",107.1895425,NA,"(100,110]",19.9212174825389,0.61
"415","2020_October_ABCO_1.4",1,2020,"2020_October","October",145.9880789,145.9880789,2.352,2.27003089975511,0.0585691002448852,2.3286,"ABCO",275.2,1.74,13.2762103796587,8,27,91,5,78,3.52418110293698,11.8941112224123,40.0875600459081,2.20261318933561,34.3607657536355,314.5,65,70,39.3,-0.239446741444885,0.552746047489846,0.0513745924307959,0.0585575240818135,NA,"HP",145.9880789,NA,"(140,150]",15.6315724562702,0.61
"416","2020_October_ABCO_1.5",1,2020,"2020_October","October",177.1719375,177.1719375,1.083,2.65532101061808,0.174778989381921,2.8301,"ABCO",267.7,1.811521812,13.8090073529412,13,44,64,21,30,4.89582990079757,16.5705012026995,24.1025472039265,7.90864830128838,11.2980690018405,283.1,77,98,15.4,-1.08174606347126,1.01748718536745,0.235025929334271,0.676299348759786,NA,"HP",177.1719375,NA,"(170,180]",14.8224878266073,0.61
"417","2020_October_ABCO_1.5",1,2020,"2020_October","October",132.0783711,132.0783711,1.517,2.99452038353996,0.137479616460043,3.132,"ABCO",275.2,1.811521812,13.8090073529412,9,40,78,38,31,3.00548964350702,13.3577317489201,26.0475769103941,12.6898451614741,10.3522421054131,304.3,41,79,29.1,-0.887797471158217,1.0276005289478,-0.21340734380744,0.885603581308604,NA,"HP",132.0783711,NA,"(130,140]",16.1118551986212,0.61
"418","2020_October_ABCO_1.5",1,2020,"2020_October","October",146.8852459,146.8852459,2.637,2.88704636928736,0.0932536307126393,2.9803,"ABCO",264.5,1.811521812,13.8090073529412,17,36,69,0.5,52,5.88837095962414,12.4694914439099,23.8998586008274,0.173187381165416,18.0114876412032,328.1,68,68,63.6,-1.07547791329768,0.0023141543337164,0.0875683853358403,0.632252722169565,NA,"HP",146.8852459,NA,"(140,150]",16.9698543254505,0.61
"419","2020_October_ABCO_1.5",1,2020,"2020_October","October",128.7169043,128.7169043,2.94,3.2012170245596,0.135582975440401,3.3368,"ABCO",240.7,1.811521812,13.8090073529412,10,44,74,3,61,3.12381195129241,13.7447725856866,23.1162084395638,0.937143585387723,19.0552529028837,307.1,113,116,66.4,-0.842980322485334,0.554771102408623,0.7130004764251,0.505118257878408,NA,"HP",128.7169043,NA,"(120,130]",13.6942494535944,0.61
"420","2020_October_ABCO_1.5",1,2020,"2020_October","October",146.7383247,146.7383247,2.518,2.72342108578942,0.0870789142105841,2.8105,"ABCO",235.4,1.811521812,13.8090073529412,6,36,77,7,64,2.20311138490757,13.2186683094454,28.2732627729805,2.5702966157255,23.4998547723474,289.95,245,81.5,54.55,-0.215788818599388,0.921606515483161,1.9916889931954,0.0903969330943891,NA,"HP",146.7383247,NA,"(140,150]",15.4581254067805,0.61
"421","2020_October_ABCO_1.5",1,2020,"2020_October","October",115.021628,115.021628,3.02,2.7267841228828,0.0647158771171994,2.7915,"ABCO",244.1,1.811521812,13.8090073529412,11,44,86,2,73,4.03405605441571,16.1362242176628,31.5389836981592,0.733464737166493,26.771462906577,313.7,53,55,69.6,-1.12942459713334,0.362964633028395,-0.0790374881382762,0.291961612289632,NA,"HP",115.021628,NA,"(110,120]",19.9534187978684,0.61
"422","2020_October_ABCO_1.5",1,2020,"2020_October","October",181.1521812,181.1521812,0.179,2.76552999342113,0.200270006578866,2.9658,"ABCO",279.3,1.811521812,13.8090073529412,7,38,148,51,90,2.53116039842351,13.7405850200133,53.5159627095256,18.4413114742284,32.5434908368737,330.6,151,81.5,51.3,-0.0234011347011947,0.0780426458742587,0.746980608774579,0.386350694077161,NA,"HP",181.1521812,NA,"(180,190]",15.6617716595077,0.61
"423","2020_October_ABCO_1.5",1,2020,"2020_October","October",113.2509826,113.2509826,3.224,2.02868773678175,0.0554122632182543,2.0841,"ABCO",235.6,1.811521812,13.8090073529412,14,24,153,30,109,6.90101278090694,11.8303076244119,75.4182111056258,14.7878845305149,53.729313794204,301.8,18,48,66.2,0.0913295293163635,0.0490876822660585,-0.784161257401116,-0.515956878744404,NA,"HP",113.2509826,NA,"(110,120]",18.6371209411091,0.61
"424","2020_October_ABCO_1.6",1,2020,"2020_October","October",164.9851632,164.9851632,1.278,2.13359871592357,0.111301284076433,2.2449,"ABCO",270.2,2.359763314,11.3916616855947,9,32,104,62,33,4.21822526083785,14.9981342607568,48.7439363474597,29.0588851302163,15.4668259564055,283.2,50,112,13,-0.152335661636745,1.27568110394301,-0.206644447199744,0.666341789901035,NA,"HP",164.9851632,NA,"(160,170]",12.8836277613732,0.61
"425","2020_October_ABCO_1.6",1,2020,"2020_October","October",189.7634742,189.7634742,2.313,2.88627502415277,0.18882497584723,3.0751,"ABCO",266.1,2.359763314,11.3916616855947,18,39,60,6,36,6.23641193211783,13.512225852922,20.7880397737261,2.07880397737261,12.4728238642357,270.7,66,72,4.59999999999997,-1.13657017327202,0.853163443355195,0.0417234682516506,0.269203504323885,NA,"HP",189.7634742,NA,"(180,190]",16.7945585733196,0.61
"426","2020_October_ABCO_1.6",1,2020,"2020_October","October",109.7012173,109.7012173,3.661,1.61235043549649,0.0639495645035082,1.6763,"ABCO",247.7,2.359763314,11.3916616855947,14,38,84,26,44,8.68297591626784,23.5680774870127,52.097855497607,16.1255267016403,27.2893528796989,261.5,34,60,13.8,-0.865423772605149,1.1782755857088,-0.398600198434496,0.106537107703435,NA,"HP",109.7012173,NA,"(100,110]",18.3702199460337,0.61
"427","2020_October_ABCO_1.6",1,2020,"2020_October","October",117.1981181,117.1981181,3.452,2.06296068138271,0.0625393186172865,2.1255,"ABCO",245.2,2.359763314,11.3916616855947,16,33,102,37,49,7.75584340719276,15.9964270273351,49.4435017208538,17.9353878791333,23.7522704345278,297.3,33,70,52.1,-0.631310398405519,0.517575628014709,-0.466070870492453,0.426584212707922,NA,"HP",117.1981181,NA,"(110,120]",16.3710359792589,0.61
"428","2020_October_ABCO_1.6",1,2020,"2020_October","October",143.6964116,143.6964116,0.106,2.82867742721801,0.170522572781987,2.9992,"ABCO",256.6,2.359763314,11.3916616855947,6,35,79,23,50,2.12113263331725,12.3732736943506,27.9282463386771,8.13100842771611,17.6761052776437,260.4,49,72,3.79999999999995,-0.484678750422158,1.65927318943621,-0.12449885064682,0.0121615713413124,NA,"HP",143.6964116,NA,"(140,150]",16.3604881499805,0.61
"429","2020_October_ABCO_1.6",1,2020,"2020_October","October",115.4194079,115.4194079,3.04,2.11597022327836,0.0476297767216431,2.1636,"ABCO",243.6,2.359763314,11.3916616855947,10,38,70,0.5,60,4.72596442520188,17.9586648157672,33.0817509764132,0.236298221260094,28.3557865512113,295.8,59,59,52.2,-0.914813657891279,0.824391627322096,0.0216347786934647,0.193793609299915,NA,"HP",115.4194079,NA,"(110,120]",18.5358365594235,0.61
"430","2020_October_ABCO_1.6",1,2020,"2020_October","October",235.9763314,235.9763314,2.907,1.74141971009798,0.0285802899020164,1.77,"ABCO",273.9,2.359763314,11.3916616855947,10,31,149,56,83,5.74244103360777,17.8015672041841,85.5623714007557,32.1576697882035,47.6622605789445,293.2,31,87,19.3,0.0787735580669407,0.605151018015527,-0.567746591156182,0.0144441011287883,NA,"HP",235.9763314,NA,"(230,240]",14.4388531433427,0.61
"431","2020_October_ABCO_1.6",1,2020,"2020_October","October",159.561278,159.561278,2.485,2.4617950039192,0.216104996080796,2.6779,"ABCO",278.3,2.359763314,11.3916616855947,11,29,113,15,87,4.46828431387986,11.7800222820469,45.9014661334932,6.09311497347254,35.3400668461407,284.1,45,60,5.80000000000001,-0.215258071698236,0.67530130635695,-0.307649496520415,-0.371235426912126,NA,"HP",159.561278,NA,"(150,160]",17.2326698355821,0.61
"432","2020_October_ABCO_2.1",2,2020,"2020_October","October",180.3030303,180.3030303,0.995,2.79134203455841,0.206657965441593,2.998,"ABCO",278.2,1.803030303,13.5070623994279,26,42,52,0.5,26,9.31451598482206,15.0465258216356,18.6290319696441,0.179125307400424,9.31451598482206,288.9,77,77,10.7,-1.55642877286512,0.160383776226925,0.142158943494995,0.611669898852295,NA,"HP",180.3030303,NA,"(180,190]",16.5211992964355,0.61
"433","2020_October_ABCO_2.1",2,2020,"2020_October","October",64.23272159,64.23272159,4.714,1.3903950537045,0.0305049462954987,1.4209,"ABCO",252.5,1.803030303,13.5070623994279,14,31,63,0.5,49,10.0690806995458,22.2958215489944,45.3108631479563,0.35961002498378,35.2417824484104,269.2,60,60,16.7,-0.724896070393773,1.05918253723055,-0.0208897226425434,-0.0591350978753405,NA,"HP",64.23272159,NA,"(60,70]",17.4999158742242,0.61
"434","2020_October_ABCO_2.1",2,2020,"2020_October","October",123.9273927,123.9273927,1.769,2.51171302421407,0.148786975785933,2.6605,"ABCO",257.5,1.803030303,13.5070623994279,15,31,68,0.5,53,5.97201983482711,12.3421743253094,27.0731565845496,0.19906732782757,21.1011367497225,282.4,86,86,24.9,-0.601077836383185,0.737532537132086,0.292990570303694,0.0815052019735687,NA,"HP",123.9273927,NA,"(120,130]",14.5223000498999,0.61
"435","2020_October_ABCO_2.1",2,2020,"2020_October","October",93.86503067,93.86503067,3.061,1.79336086286595,0.0482391371340525,1.8416,"ABCO",249.4,1.803030303,13.5070623994279,17,40,82,0.5,65,9.47940838456378,22.3044903166207,45.7242051490724,0.278806128957758,36.2447967645086,267.1,56,56,17.7,-1.03210408059864,0.691637640117678,-0.132714702457649,-0.198494747744965,NA,"HP",93.86503067,NA,"(90,100]",19.301950845129,0.61
"436","2020_October_ABCO_2.1",2,2020,"2020_October","October",144.363104,144.363104,2.701,2.64932033120011,0.0707796687998941,2.7201,"ABCO",260.8,1.803030303,13.5070623994279,24,33,145,27,94,9.05892719629277,12.4560248949026,54.7310184776021,10.1912930958294,35.48079818548,269,35,62,8.19999999999999,-0.447611961194758,-0.077221995749108,-0.650534116929019,-0.578763243797437,NA,"HP",144.363104,NA,"(140,150]",17.4512799640911,0.61
"437","2020_October_ABCO_2.1",2,2020,"2020_October","October",116.1696179,116.1696179,2.592,2.55622742840809,0.0855725715919129,2.6418,"ABCO",272.1,1.803030303,13.5070623994279,19,35,131,11,101,7.43282846778325,13.6920524406534,51.247396277874,4.3032164813482,39.5113513287425,312.3,56,67,40.2,-0.562081123068052,-0.413590935457246,-0.260974396393715,-0.193003243638349,NA,"HP",116.1696179,NA,"(110,120]",16.986916111698,0.61
"438","2020_October_ABCO_2.1",2,2020,"2020_October","October",174.6666667,174.6666667,0.155,2.74708225130486,0.151317748695138,2.8984,"ABCO",256.8,1.803030303,13.5070623994279,10,43,114,0.5,104,3.64022591433147,15.6529714316253,41.4985754233788,0.182011295716574,37.8583495090473,253.3,85,85,-3.5,-0.490638276724344,0.890272105151703,0.213725476223905,-0.763204947932006,NA,"HP",174.6666667,NA,"(170,180]",15.8061849333973,0.61
"439","2020_October_ABCO_2.2",2,2020,"2020_October","October",158.7854833,158.7854833,2.262,2.67439904758348,0.155700952416523,2.8301,"ABCO",256.6,1.845419019,12.7799181725196,13,37,108,31,1,4.86090511127967,13.8348837782575,40.3829040014003,11.5913891115131,0.373915777790744,287.5,32,63,30.9,-0.947052584497503,1.23280212602799,-0.434215797941924,0.992188435199614,NA,"HP",158.7854833,NA,"(150,160]",17.7842328680504,0.61
"440","2020_October_ABCO_2.2",2,2020,"2020_October","October",184.5419019,184.5419019,0.164,3.74997795456566,0.213922045434344,3.9639,"ABCO",250.6,1.845419019,12.7799181725196,13,42,103,0.5,34,3.46668704656578,11.200065842751,27.466828138175,0.133334117175607,9.06671996794127,352.3,103,103,101.7,-1.04684323785721,-0.0385323987788649,0.5330943321592,1.30513799211296,NA,"HP",184.5419019,NA,"(180,190]",14.3082757339387,0.61
"441","2020_October_ABCO_2.2",2,2020,"2020_October","October",154.4204322,154.4204322,2.225,2.88110453131547,0.183495468684534,3.0646,"ABCO",259.5,1.845419019,12.7799181725196,11,42,49,0.5,38,3.81798018101675,14.5777425093367,17.0073662608928,0.17354455368258,13.189386079876,281.5,97,97,22,-1.02767183640719,1.10443275374809,0.544057419166135,0.454329053628508,NA,"HP",154.4204322,NA,"(150,160]",14.7256764901946,0.61
"442","2020_October_ABCO_2.2",2,2020,"2020_October","October",93.35400975,93.35400975,4.498,1.65843289057559,0.0463671094244149,1.7048,"ABCO",243.5,1.845419019,12.7799181725196,9,38,47,0.5,38,5.42680988247671,22.9131972815683,28.340007164045,0.301489437915373,22.9131972815683,282.7,56,56,39.2,-1.05956900226734,1.29598027141338,0.0448341919473164,0.3426051827467,NA,"HP",93.35400975,NA,"(90,100]",19.0616995289458,0.61
"443","2020_October_ABCO_2.2",2,2020,"2020_October","October",180.3813038,180.3813038,0.7282,2.97501197035864,0.232788029641359,3.2078,"ABCO",277.8,1.845419019,12.7799181725196,6,42,112,4,39,2.01679860779743,14.117590254582,37.6469073455521,1.34453240519829,13.1091909506833,306.9,180,81.5,29.1,-0.622294213392165,0.895900170734408,1.28787741812903,0.699881851254902,NA,"HP",180.3813038,NA,"(180,190]",16.0505908587891,0.61
"444","2020_October_ABCO_2.2",2,2020,"2020_October","October",120.1553931,120.1553931,2.843,2.27096554894064,0.0485344510593593,2.3195,"ABCO",250.7,1.845419019,12.7799181725196,9,41,54,0.5,45,3.96307200881947,18.0539947068443,23.7784320529168,0.220170667156637,19.8153600440974,316.9,71,71,66.2,-1.13073721102446,0.729228307739237,0.24628956204848,0.699802408629101,NA,"HP",120.1553931,NA,"(120,130]",17.1256378768248,0.61
"445","2020_October_ABCO_2.2",2,2020,"2020_October","October",157.138786,157.138786,2.4,3.07286802230887,0.224331977691131,3.2972,"ABCO",255.1,1.845419019,12.7799181725196,11,40,62,0.5,51,3.5797176839814,13.0171552144778,20.1765905824406,0.162714440180973,16.5968728984592,289.95,66,66,34.85,-1.03534240973833,0.910185734631553,0.121164850745494,0.286738284781853,NA,"HP",157.138786,NA,"(150,160]",17.6852587838969,0.61
"446","2020_October_ABCO_2.2",2,2020,"2020_October","October",114.5489443,114.5489443,3.489,2.92029760218405,0.116702397815953,3.037,"ABCO",246.6,1.845419019,12.7799181725196,7,44,129,49,73,2.39701597356544,15.0669575481256,44.1735800842773,16.779111814958,24.9974522957538,314.2,14,63,67.6,-0.707020864980192,0.601217028865369,-0.65481589261563,0.495505185815143,NA,"HP",114.5489443,NA,"(110,120]",18.5563009852718,0.61
"447","2020_October_ABCO_2.3",2,2020,"2020_October","October",161.9933238,161.9933238,0.798,2.94881939337054,0.134680606629465,3.0835,"ABCO",269.2,1.812757974,13.6552281710384,9,35,69,4,56,3.05206891281086,11.8691568831534,23.3991949982166,1.35647507236038,18.9906510130454,265.1,87,91,-4.09999999999997,-0.52132527703628,1.312692072181,0.358746564318364,-0.0581904507794321,NA,"HP",161.9933238,NA,"(160,170]",14.5320447950545,0.61
"448","2020_October_ABCO_2.3",2,2020,"2020_October","October",156.744579,156.744579,2.2,2.56775789189786,0.188042108102144,2.7558,"ABCO",249.2,1.812757974,13.6552281710384,19,33,80,1,60,7.39945150590382,12.8516789313066,31.1555852880161,0.389444816100201,23.3666889660121,268.6,87,88,19.4,-0.650355894680029,0.575041582076496,0.230387993897022,-0.149296809470641,NA,"HP",156.744579,NA,"(150,160]",14.569285750826,0.61
"449","2020_October_ABCO_2.3",2,2020,"2020_October","October",181.2757974,181.2757974,0.192,3.62304273200758,0.232057267992424,3.8551,"ABCO",269.5,1.812757974,13.6552281710384,10,43,73,0.5,63,2.76011097292768,11.868477183589,20.1488101023721,0.138005548646384,17.3886991294444,271.9,103,103,2.39999999999998,-0.780834059502723,1.03238828415626,0.561595302986291,0.0358627418944175,NA,"HP",181.2757974,NA,"(180,190]",14.3916689789425,0.61
"450","2020_October_ABCO_2.3",2,2020,"2020_October","October",130.751936,130.751936,2.759,2.86163120741816,0.196868792581843,3.0585,"ABCO",232.8,1.812757974,13.6552281710384,7,40,82,0.5,75,2.44615727626048,13.9780415786313,28.6549852361942,0.174725519732892,26.2088279599338,260,107,107,27.2,-0.445743897585037,1.27688678465534,0.602748555485834,-0.282179716563419,NA,"HP",130.751936,NA,"(130,140]",13.8856942199049,0.61
"451","2020_October_ABCO_2.3",2,2020,"2020_October","October",98.26746075,98.26746075,4.048,2.17934719993974,0.104052800060257,2.2834,"ABCO",238.7,1.812757974,13.6552281710384,12,34.5,152,53,87,5.50623599595869,15.8304284883812,69.7456559488101,24.3192089821509,39.9202109707005,247.1,29,82,8.40000000000001,0.00793167351103052,1.04565024350907,-0.645155034066415,-0.537730412497435,NA,"HP",98.26746075,NA,"(90,100]",15.2539105815547,0.61
"452","2020_October_ABCO_2.3",2,2020,"2020_October","October",124.1585233,124.1585233,3.361,3.68491242798992,0.13548757201008,3.8204,"ABCO",258.1,1.812757974,13.6552281710384,9,31,119,0.5,110,2.44239182772368,8.41268296215934,32.293847499902,0.135688434873538,29.8514556721783,345.1,99,99,87,-0.104259617308647,-0.309717110149379,0.426330287961021,0.057081437482094,NA,"HP",124.1585233,NA,"(120,130]",13.5542410935612,0.61
"453","2020_October_ABCO_2.3",2,2020,"2020_October","October",112.1657361,112.1657361,3.148,3.46158035732326,0.105819642676738,3.5674,"ABCO",256.4,1.812757974,13.6552281710384,9,43,122,2,111,2.59996853199139,12.42207187507,35.2440178781055,0.577770784886976,32.0662785612272,290.7,89,91,34.3,-0.469257993612087,0.371901835042326,0.280621961030717,-0.418240365292867,NA,"HP",112.1657361,NA,"(110,120]",15.2800123319818,0.61
"454","2020_October_ABCO_2.4",2,2020,"2020_October","October",137.43148,137.43148,2.934,2.63880259022981,0.0375974097701932,2.6764,"ABCO",250.6,1.972067039,9.15851063829787,26,23,70,0.5,44,9.85295379664446,8.71607451241625,26.5271832986582,0.189479880704701,16.6742295020137,286.3,72,72,35.7,-0.658931115381874,0.101870666586097,-0.0112680681820383,0.0782202320758044,NA,"HP",137.43148,NA,"(130,140]",14.8763614749039,0.61
"455","2020_October_ABCO_2.4",2,2020,"2020_October","October",155.8872305,155.8872305,2.182,3.02689879568541,0.330501204314587,3.3574,"ABCO",267.9,1.972067039,9.15851063829787,21,41,69,0.5,48,6.93779389979398,13.5452166615025,22.7956085278945,0.165185569042714,15.8578146281005,322.6,88,88,54.7,-1.26314325602577,-0.19794410455051,0.307033551916499,0.716039105398089,NA,"HP",155.8872305,NA,"(150,160]",15.3538288534004,0.61
"456","2020_October_ABCO_2.4",2,2020,"2020_October","October",129.9528302,129.9528302,2.897,2.91656011869297,0.0909398813070337,3.0075,"ABCO",241.7,1.972067039,9.15851063829787,18,50,97,29,50,6.17165402647917,17.1434834068866,33.2583578093599,9.94322037599421,17.1434834068866,282,61,90,40.3,-1.24798005117403,0.480208999982145,-0.0921111093235788,0.468819614434355,NA,"HP",129.9528302,NA,"(120,130]",15.9508199061288,0.61
"457","2020_October_ABCO_2.4",2,2020,"2020_October","October",133.4739379,133.4739379,2.082,4.41675659639345,0.258843403606553,4.6756,"ABCO",253.2,1.972067039,9.15851063829787,15,39,103,24,64,3.39615726441625,8.83000888748225,23.3202798823249,5.433851623066,14.4902709948427,297.2,77,101,44,-0.638193911049303,0.364958120484904,0.111266872329605,0.317567741426149,NA,"HP",133.4739379,NA,"(130,140]",14.1821401886176,0.61
"458","2020_October_ABCO_2.4",2,2020,"2020_October","October",197.2067039,197.2067039,0.192,5.14101197695686,0.362588023043138,5.5036,"ABCO",259.9,1.972067039,9.15851063829787,13,45,82,0.5,69,2.52868502510184,8.75314047150635,15.9501670814116,0.0972571163500706,13.4214820563097,305.1,183,81.5,45.2,-0.890091408733556,0.237825974521662,1.31510514556109,0.279667742775768,NA,"HP",197.2067039,NA,"(190,200]",16.3270635725246,0.61
"459","2020_October_ABCO_2.4",2,2020,"2020_October","October",162.2038253,162.2038253,2.487,5.77913371367009,0.432066286329914,6.2112,"ABCO",249.5,1.972067039,9.15851063829787,21,32,103,0.5,82,3.63376260880176,5.53716207055506,17.8227404145991,0.0865181573524228,14.1889778057973,308.2,91,91,58.7,-0.560479711453725,-0.315481408903824,0.225512006785979,-0.0192850644210199,NA,"HP",162.2038253,NA,"(160,170]",14.2264016918923,0.61
"460","2020_October_ABCO_2.4",2,2020,"2020_October","October",115.2752649,115.2752649,4.145,3.44656307791308,0.201336922086922,3.6479,"ABCO",242,1.972067039,9.15851063829787,18,32,137,34,85,5.22259410116444,9.28461173540345,39.749743992196,9.86489996886617,24.6622499221654,285.3,36,70,43.3,-0.317720819618785,0.184479464789586,-0.550089225638257,-0.226610678528895,NA,"HP",115.2752649,NA,"(110,120]",16.2527696234028,0.61
"461","2020_October_ABCO_2.4",2,2020,"2020_October","October",150.0223914,150.0223914,2.494,4.02550149432158,0.350498505678422,4.376,"ABCO",266.5,1.972067039,9.15851063829787,12,39,157,27,118,2.98099504295983,9.68823388961944,39.0013518120577,6.70723884665961,29.3131179224383,299.1,102,129,32.6,0.0415125930520638,-0.0524561723041445,0.314135902255942,-0.318347063614583,NA,"HP",150.0223914,NA,"(150,160]",12.675869468938,0.61
"462","2020_October_ABCO_2.5",2,2020,"2020_October","October",123.3785822,123.3785822,2.888,2.40628908077334,0.0639109192266636,2.4702,"ABCO",246.7,1.681119649,8.51265685850281,9,42,71,15,47,3.7401989943401,17.4542619735871,29.506014288683,6.23366499056683,19.5321503037761,283.3,61,76,36.6,-0.942527071307921,1.14746360093755,0.0516591712418214,0.370972285380334,NA,"HP",123.3785822,NA,"(120,130]",16.6322782497029,0.61
"463","2020_October_ABCO_2.5",2,2020,"2020_October","October",118.8759516,118.8759516,3.379,2.6780280052519,0.184771994748103,2.8628,"ABCO",244.4,1.681119649,8.51265685850281,10,34,82,0.5,72,3.73409089837333,12.6959090544693,30.6195453666613,0.186704544918667,26.885454468288,312.2,88,88,67.8,-0.53459715691134,0.457566509726755,0.358311890328998,0.218216129885276,NA,"HP",118.8759516,NA,"(110,120]",14.6728561222931,0.61
"464","2020_October_ABCO_2.5",2,2020,"2020_October","October",153.3731853,153.3731853,2.59,4.49184015947629,0.318959840523712,4.8108,"ABCO",255.6,1.681119649,8.51265685850281,13,24,107,0.5,75,2.89413682109198,5.34302182355443,23.8209722966802,0.111312954657384,16.6969431986076,327.6,87,87,72,-0.139940992622047,0.0355856268788724,0.248100960611744,0.205645953918707,NA,"HP",153.3731853,NA,"(150,160]",13.6339553869593,0.61
"465","2020_October_ABCO_2.5",2,2020,"2020_October","October",147.525217,147.525217,2.884,3.91162435586644,0.193775644133562,4.1054,"ABCO",263.2,1.681119649,8.51265685850281,12,36,98,11,75,3.06777924163476,9.20333772490428,25.0535304733505,2.81213097149853,19.1736202602173,329.7,84,95,66.5,-0.570123009743055,0.0375067027138594,0.261890952336357,0.444974309848793,NA,"HP",147.525217,NA,"(140,150]",14.326086542102,0.61
"466","2020_October_ABCO_2.5",2,2020,"2020_October","October",147.2995639,147.2995639,2.447,3.8197857488498,0.222514251150196,4.0423,"ABCO",253.6,1.681119649,8.51265685850281,18,34,120,16,86,4.71230618246588,8.90102278910222,31.4153745497725,4.18871660663634,22.5143517606703,289.95,83,99,36.35,-0.354909258797332,0.0655472556904918,0.0984686765985824,-0.170532188089351,NA,"HP",147.2995639,NA,"(140,150]",13.8523718799514,0.61
"467","2020_October_ABCO_2.5",2,2020,"2020_October","October",158.0711354,158.0711354,0.152,3.46057845112867,0.406521548871325,3.8671,"ABCO",255.7,1.681119649,8.51265685850281,11,46,114,0.5,103,3.17865933552592,13.2925754031084,32.9424694772687,0.144484515251178,29.7638101417427,344.8,102,102,89.1,-0.791368666804215,-0.436655185140551,0.489949232611167,0.34564085460141,NA,"HP",158.0711354,NA,"(150,160]",14.702509599737,0.61
"468","2020_October_ABCO_2.5",2,2020,"2020_October","October",128.9180766,128.9180766,3.24,2.52951919419784,0.191080805802164,2.7206,"ABCO",248.8,1.681119649,8.51265685850281,6,41,177,61,110,2.37199227970386,16.2086139113097,69.9737722512639,24.1152548436559,43.4865251279041,259.6,33,94,10.8,0.13961502291343,0.993596900477581,-0.580444374503555,-0.551695380849304,NA,"HP",128.9180766,NA,"(120,130]",14.8635353871007,0.61
"469","2020_October_ABCO_2.5",2,2020,"2020_October","October",168.1119649,168.1119649,0.992,3.89300931107798,0.314990688922017,4.208,"ABCO",285.5,1.681119649,8.51265685850281,19,37,167,25,123,4.880543168991,9.5042156448772,42.8974057484998,6.42176732761973,31.5950952518891,289.95,41,66,4.44999999999999,-0.316082159577035,-0.346651560255158,-0.559576529487925,-0.667014734539692,NA,"HP",168.1119649,NA,"(160,170]",17.3524731298157,0.61
"470","2020_October_CADE_1.1",1,2020,"2020_October","October",91.27261187,91.27261187,2.323,3.19301322631225,0.143286773687747,3.3363,"CADE",238.8,1.509893892,0.550587067847804,12,53,62,0.5,50,3.7582055411212,16.598741139952,19.4173952957929,0.156591897546717,15.6591897546717,256.9,72,72,18.1,-1.46671506868394,1.23449598762738,0.191466068178173,0.109363496878041,NA,"HP",91.27261187,NA,"(90,100]",15.0882385636971,0.61
"471","2020_October_CADE_1.1",1,2020,"2020_October","October",71.86846039,71.86846039,4.22,2.83065020263684,0.090049797363156,2.9207,"CADE",216.1,1.509893892,0.550587067847804,15,48,88,0.5,73,5.29913586144519,16.9572347566246,31.0882637204785,0.176637862048173,25.7891278590333,243,94,94,26.9,-0.97148654204135,0.97929050490072,0.349818370834324,-0.391798571912949,NA,"HP",71.86846039,NA,"(70,80]",12.9080748096312,0.61
"472","2020_October_CADE_1.1",1,2020,"2020_October","October",NA,78.2312890940801,4.764,2.14883120839641,1.75396879160359,3.9028,"CADE",207.9,1.509893892,0.550587067847804,19,39,104,3,82,8.84201603446506,18.149401333902,48.3984035570719,1.39610779491554,38.1602797276913,399.5,120,123,191.6,-0.85379701117553,-1.49024534651353,0.689000689307198,1.17449411143807,NA,"HP",78.2312890940801,NA,"(70,80]",10.8477301336055,0.61
