model.spp.gr.sample,individual,sample,round,model.spp.gr,spp,model,mpa,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,bottle.wt,ttms,lfm.outliers.out,lfm.NAs.imputed,gr,precip.2month,precip.2mo,season,ignition_no_double,prop.ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp.change,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,gww.gdw.saturated,gdw.gww.saturated,RWC,RWD,max.mpa.sample,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,LFM,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
"2020_October_HP_PIJE_(110,120]_1.1",2020_October_PIJE_1.1,1.1,8,"2020_October_HP_PIJE_(110,120]",PIJE,HP,2.587,0,47,97,0.5,97,23,105,82,1,240.6,403.9,217.7,100,5.9752,0,2020_October,2020,October,7.5806,7.9703,0.3897,1,7.255,8,119.6867322,119.6867322,"(110,120]",2020_October,0.61,Dry,1,NA,0.43478260869565216,hydrated,"(115,120]","(110,120]","(100,120]",163.29999999999998,0.9511059809542928,1.196867322,19.45239928149859,5.68304845739809,0.2921515426019097,1.7004175369999999,12.69972288202692,70.38667244702734,29.613327552972663,-0.046,14.196380327200263,6.683265079365079,8.270209263976316,18.475999419521557,4.047123682371389,14.428875737150168,17.068304225653247,17.068304225653247,0.08798094961676932,119.6867322,-1.8251405666872595,1.5927383992531554,1.3113565793643787,0.29771662778126917,-0.6780623004629517,-0.5895012881382555,0.04081972113287724,-0.14827313313521812
"2020_October_HP_PIJE_(170,180]_1.1",2020_October_PIJE_1.1,1.1,2,"2020_October_HP_PIJE_(170,180]",PIJE,HP,1.014,0,48,106,14,120,24,138,100,1,276.4,387.1,291.4,100,7.6247,1,2020_October,2020,October,12.5846,13.2362,0.6516,1,12.2014,6,170.0417537,170.0417537,"(170,180]",2020_October,0.61,Dry,1,NA,0.4166666666666667,hydrated,"(170,175]","(170,180]","(160,180]",110.70000000000005,0.9507713694262704,1.7004175369999999,19.3133824432167,7.2493464604644835,0.3753535395355163,1.7004175369999999,12.69972288202692,100,0,-0.046,12.988723142473509,6.683265079365079,6.6212865203471765,19.03619874599813,3.3106432601735882,13.794346917389952,14.622007732433348,16.55321630086794,1.9312085684345932,170.0417537,-2.7182603559227805,1.639082556043605,0.13064644227230104,0.6316117387607181,-0.40607659071470736,-0.14248779846052395,0.11314516312727713,-0.16775753689618966
"2020_October_HP_PIJE_(130,140]_1.1",2020_October_PIJE_1.1,1.1,6,"2020_October_HP_PIJE_(130,140]",PIJE,HP,3.609,0,44.5,53,7,60,24,215,148,1,267.4,275.1,264.8,100,6.6647,1,2020_October,2020,October,7.4009,7.6191,0.2182,1,7.2352,19,131.6837658,131.6837658,"(130,140]",2020_October,0.61,Dry,1,NA,0.16666666666666666,hydrated,"(130,135]","(130,140]","(120,140]",7.7000000000000455,0.9713614468900525,1.316837658,33.9179651695692,6.473832635088133,0.19086736491186684,1.7004175369999999,12.69972288202692,77.44201817179919,22.55798182820081,-0.046,17.704683033439295,6.683265079365079,6.873826141072952,33.210620681588416,3.7072320760842885,22.861264469186445,8.18680416801947,9.268080190210721,1.0812760221912507,131.6837658,-1.1230293751863751,-1.4284823416334018,-0.09300006090808488,0.029406626352057097,-1.0856264022617825,1.378483203312983,-0.0021522671455815393,0.3449145676714323
"2020_October_HP_PIJE_(130,140]_1.2",2020_October_PIJE_1.2,1.2,6,"2020_October_HP_PIJE_(130,140]",PIJE,HP,3.333,0,40,66,0.5,66,20,33,13,1,273.5,333.7,268.4,100,7.119,0,2020_October,2020,October,7.4244,7.6756,0.2512,1,7.2358,7,133.1919406,133.1919406,"(130,140]",2020_October,0.61,Dry,1,NA,0.5,hydrated,"(130,135]","(130,140]","(120,140]",60.19999999999999,0.9672729167752359,1.3319194060000001,29.555732484076437,6.886015894522904,0.23298410547709558,1.744179014,19.392884764114463,76.36368717368366,23.636312826316342,-0.046,16.430887900962674,6.683265079365079,5.80887418976418,4.792321206555449,2.90443709488209,1.8878841116733585,9.584642413110897,9.584642413110897,0.07261092737205226,133.1919406,0.9321153255141992,1.4988352403530578,1.2488990031775655,0.36529328125936855,0.16877732717006744,-0.327852719106033,0.012586863773789203,-0.03941446127477585
"2020_October_HP_PIJE_(120,130]_1.2",2020_October_PIJE_1.2,1.2,5,"2020_October_HP_PIJE_(120,130]",PIJE,HP,3.716,0,51,77,21,98,21,64,22,1,270.5,336.9,286.2,100,5.4078,1,2020_October,2020,October,7.5225,7.9104,0.3879,1,7.2069,8,122.9087452,122.9087452,"(120,130]",2020_October,0.61,Dry,1,NA,0.47619047619047616,hydrated,"(120,125]","(120,130]","(120,140]",66.39999999999998,0.9509632888349514,1.229087452,19.392884764114463,5.1426192733616505,0.26518072663834946,1.744179014,19.392884764114463,70.46796470628787,29.532035293712127,-0.046,14.420624176771893,6.683265079365079,9.91712535753441,12.445020056513767,4.08352220604358,4.277975644426608,14.972914755493127,19.056436961536708,4.08352220604358,122.9087452,-0.4378946331227856,2.5122218556864726,-0.16859972931855532,1.2818661174757275,-0.39891283589864057,0.498309708721807,0.011178566721066555,-0.06928715721809817
"2020_October_HP_PIJE_(140,150]_1.2",2020_October_PIJE_1.2,1.2,3,"2020_October_HP_PIJE_(140,150]",PIJE,HP,1.786,0,40,74,0.5,74,11,35,24,1,263.3,315.9,261.2,100,5.0331,0,2020_October,2020,October,12.6004,13.1513,0.5509,1,12.2256,8,146.9850587,146.9850587,"(140,150]",2020_October,0.61,Dry,1,NA,0.9090909090909091,hydrated,"(145,150]","(140,150]","(140,160]",52.599999999999966,0.9581106050352436,1.469850587,22.872390633508807,4.822266486202885,0.21083351379711512,1.744179014,19.392884764114463,84.27177343620991,15.728226563790088,-0.046,15.51989140297371,6.683265079365079,8.29485473572335,7.257997893757931,2.2810850523239212,4.97691284143401,15.345481261088198,15.345481261088198,0.10368568419654188,146.9850587,1.0328945700001084,1.6197966713988923,0.4753293052779548,-0.34070928738495065,-0.07243016428805589,-0.6174475184771197,0.15879496664283638,-0.06199449533035642
"2020_October_HP_PIJE_(170,180]_1.2",2020_October_PIJE_1.2,1.2,2,"2020_October_HP_PIJE_(170,180]",PIJE,HP,1.117,0,47,104,0.5,104,20,69,49,1,275.9,377.7,285.8,100,6.3002,0,2020_October,2020,October,12.5173,13.0941,0.5768,1,12.1866,3,174.4179014,174.4179014,"(170,180]",2020_October,0.61,Dry,1,NA,0.5,hydrated,"(170,175]","(170,180]","(160,180]",101.80000000000001,0.9559496261675107,1.744179014,21.701282940360613,6.022673834780551,0.2775261652194496,1.744179014,19.392884764114463,100,0,-0.046,13.75484876912338,6.683265079365079,7.803842826184285,11.456705425674802,3.320784181355015,8.135921244319787,17.268077743046078,17.268077743046078,0.08301960453387537,174.4179014,-1.1808045470463209,2.332590717000329,1.0485323756927174,-0.014329060322463394,-0.310916484898,-0.48017514455676236,0.18403444004402464,-0.13475928134045573
"2020_October_HP_PIJE_(160,170]_1.2",2020_October_PIJE_1.2,1.2,1,"2020_October_HP_PIJE_(160,170]",PIJE,HP,0.512,0,42,130,0.5,130,29,87,58,1,274.9,351.2,265.3,100,7.222,0,2020_October,2020,October,12.4377,13.0108,0.5731,1,12.0989,8,169.1558442,169.1558442,"(160,170]",2020_October,0.61,Dry,1,NA,0.3448275862068966,hydrated,"(165,170]","(160,170]","(160,180]",76.30000000000001,0.9559519783564423,1.6915584419999998,21.702495201535505,6.903885187690227,0.3181148123097737,1.744179014,19.392884764114463,96.98307504117234,3.0169249588276585,-0.046,12.151524728933058,6.683265079365079,6.083531063767817,12.601600060661907,4.200533353553969,8.401066707107939,18.829977102138482,18.829977102138482,0.07242298885437877,169.1558442,-2.116895308690099,2.2297242628242833,0.99934494054660306,-0.3602107799761331,1.063798689511898,0.08877512546422095,0.42390256413278077,-0.16602877792000204
"2020_October_HP_PIJE_(100,110]_1.2",2020_October_PIJE_1.2,1.2,7,"2020_October_HP_PIJE_(100,110]",PIJE,HP,3.201,0,44,30,2,84,14,170,102,1,249.1,384.6,230,100,6.7602,1,2020_October,2020,October,12.4574,12.6841,0.2267,1,12.2429,8,105.6876457,105.6876457,"(100,110]",2020_October,0.61,Dry,1,NA,0.7142857142857143,hydrated,"(105,110]","(100,110]","(100,120]",135.50000000000003,0.9821272301542876,1.056876457,54.9510366122629,6.639376501289015,0.12082349871098508,1.744179014,19.392884764114463,60.59449451671938,39.40550548328062,-0.046,14.939782497720119,6.683265079365079,6.627128314150814,25.604813941037236,2.1086317363207137,15.362888364622341,4.5184965778301,12.651790417924282,0.30123310518867336,105.6876457,-1.0347242188391337,-0.14329340916709438,0.4717560853259147,0.7349133244441102,-1.6335903837790964,-0.9054967891481909,0.9479504737856903,0.42971395112593036
"2020_October_HP_PIJE_(130,140]_1.2",2020_October_PIJE_1.2,1.2,8,"2020_October_HP_PIJE_(130,140]",PIJE,HP,1.466,0,54,95,15,110,12,161,134,1,246,291.1,253.9,100,5.4125,1,2020_October,2020,October,7.4424,7.7854,0.343,1,7.1941,1,138.1393476,138.1393476,"(130,140]",2020_October,0.61,Dry,1,NA,0.8333333333333334,hydrated,"(135,140]","(130,140]","(120,140]",45.10000000000002,0.9559431756878259,1.3813934760000002,21.69795918367347,5.174042438410358,0.23845756158964182,1.744179014,19.392884764114463,79.20021195714261,20.799788042857386,-0.046,13.889635521326793,6.683265079365079,10.43671377705024,31.11686885379794,2.3192697282333867,25.898511965272817,18.360885348514312,21.259972508806044,2.8990871602917334,138.1393476,-1.8653835448536968,1.092290134348803,-1.3692469248426076,-0.522029673441566,-1.5007837008642302,0.9302308042288212,0.2910826827346332,-0.17545783802641665
"2020_October_HP_PIJE_(140,150]_1.2",2020_October_PIJE_1.2,1.2,4,"2020_October_HP_PIJE_(140,150]",PIJE,HP,2.906,0,44.5,62,10,72,21,93,54,1,254.3,297.8,271.6,100,7.4075,1,2020_October,2020,October,12.401,12.8054,0.4044,1,12.1145,605,141.1518325,141.1518325,"(140,150]",2020_October,0.61,Dry,1,NA,0.47619047619047616,hydrated,"(140,145]","(140,150]","(140,160]",43.5,0.9684195729926437,1.411518325,30.665182987141446,7.173567986943008,0.23393201305699218,1.744179014,19.392884764114463,80.92737693035906,19.07262306964094,-0.046,16.149802742118872,6.683265079365079,6.2033286756321,12.964259928849108,2.9274135323207666,7.5276347973962565,8.642839952566073,10.036846396528341,1.3940064439622697,141.1518325,0.18169363452121903,0.8645745821292341,0.2015772169573695,0.4949340582974388,-0.3085986846876319,0.662774592738907,0.030530619305701667,0.0430420926964728
"2020_October_HP_PIJE_(100,110]_1.3",2020_October_PIJE_1.3,1.3,7,"2020_October_HP_PIJE_(100,110]",PIJE,HP,3.501,0,32,68,0.5,68,24,75,26,1,246,275.9,243.7,100,8.2934,0,2020_October,2020,October,12.6345,13.0498,0.4153,1,12.2529,31,108.8312369,108.8312369,"(100,110]",2020_October,0.61,Dry,1,NA,0.20408163265306123,hydrated,"(105,110]","(100,110]","(100,120]",29.899999999999977,0.9681757574828733,1.0883123689999998,30.422586082350104,8.029468827108461,0.2639311728915388,1.676606061,18.25057836899942,64.91163275115942,35.088367248840584,-0.046,15.343898332285798,6.683265079365079,3.985319662984943,9.340592960120961,2.9889897472387075,3.2380722261752664,8.468804283843005,8.468804283843005,0.062270619734139734,108.8312369,0.9082519845608427,0.36350929200848503,0.8155495845794003,-0.09085805836126262,1.2402339108865523,0.2657851652459162,0.1777342690290681,0.27763132154696823
"2020_October_HP_PIJE_(90,100]_1.3",2020_October_PIJE_1.3,1.3,8,"2020_October_HP_PIJE_(90,100]",PIJE,HP,3.761,0,45,53,0.5,53,32,127,95,1,246.4,290.7,238.5,100,6.0562,0,2020_October,2020,October,7.4872,7.8218,0.3346,1,7.1408,13,96.59353349,96.59353349,"(90,100]",2020_October,0.61,Dry,1,NA,0.3125,hydrated,"(95,100]","(90,100]","(80,100]",44.29999999999998,0.9572221227850367,0.9659353348999999,22.376569037656903,5.797128620010739,0.259071379989261,1.676606061,18.25057836899942,57.612539842774666,42.387460157225334,-0.046,18.92713274286781,6.683265079365079,7.762463617706768,21.907397321083543,5.519974128147035,16.38742319293651,9.142457149743526,9.142457149743526,0.08624959575229742,96.59353349,-0.2380199087387933,-0.34707244488391376,1.3083362752672303,0.4241230812121855,-0.4754168673842144,1.4859613853148554,-0.07407360216760694,-0.06843994511467104
"2020_October_HP_PIJE_(120,130]_1.3",2020_October_PIJE_1.3,1.3,5,"2020_October_HP_PIJE_(120,130]",PIJE,HP,3.007,0,45,94,0.5,94,28,140,112,1,267.7,407.9,289.3,100,10.0593,0,2020_October,2020,October,7.4928,7.7728,0.28,1,7.264,24,122.3776224,122.3776224,"(120,130]",2020_October,0.61,Dry,1,NA,0.35714285714285715,hydrated,"(120,125]","(120,130]","(120,140]",140.2,0.9639769452449567,1.223776224,26.759999999999998,9.696933285302594,0.3623667146974068,1.676606061,18.25057836899942,72.99127997128242,27.008720028717576,-0.046,14.248641145404267,6.683265079365079,4.6406424253949865,14.437554212339958,2.8875108424679916,11.550043369871966,9.693786399713971,9.693786399713971,0.051562693615499845,122.3776224,-2.405668788693465,0.7725120488112995,1.4775873070308516,0.44535910899755526,-0.573492708365442,-0.40994391437719546,-0.020009129721957952,-0.15955829493979506
"2020_October_HP_PIJE_(110,120]_1.3",2020_October_PIJE_1.3,1.3,6,"2020_October_HP_PIJE_(110,120]",PIJE,HP,3.748,0,44.5,48,5,53,39,162,118,1,265.7,314.1,259.1,100,6.1814,1,2020_October,2020,October,7.4101,7.6645,0.2544,1,7.1836,13,112.3178808,112.3178808,"(110,120]",2020_October,0.61,Dry,1,NA,0.2564102564102564,hydrated,"(110,115]","(110,120]","(100,120]",48.400000000000034,0.966808010959619,1.123178808,29.127751572327043,5.9762270389457885,0.20517296105421146,1.676606061,18.25057836899942,66.99121720519653,33.008782794803466,-0.046,18.874799690329922,6.683265079365079,7.4461695832509465,27.10740387610457,6.525856488691841,19.74489911963172,8.03182337069765,8.868471638478656,0.8366482677810052,112.3178808,-1.0615912037185897,-0.9229389951343925,1.487641636434306,1.1043086420992538,-0.4224974146239876,1.6271393744623024,-0.21019542245164416,-0.07022517354927967
"2020_October_HP_PIJE_(140,150]_1.3",2020_October_PIJE_1.3,1.3,3,"2020_October_HP_PIJE_(140,150]",PIJE,HP,1.68,0,41,81,0.5,81,32,200,168,1,295.3,367.3,310.5,100,8.4222,0,2020_October,2020,October,12.4751,12.8718,0.3967,1,12.2042,8,146.4377999,146.4377999,"(140,150]",2020_October,0.61,Dry,1,NA,0.3125,hydrated,"(145,150]","(140,150]","(140,160]",72,0.9691806895694464,1.4643779989999999,31.447189311822534,8.162633603691791,0.2595663963082089,1.676606061,18.25057836899942,87.3418051540731,12.6581948459269,-0.046,14.940724421480262,6.683265079365079,5.022888688946732,24.501896043642596,3.9203033669828153,20.58159267665978,9.92326789767525,9.92326789767525,0.06125474010910649,146.4377999,-2.6898640979556805,-0.993122279951976,1.1986837153178533,0.22780275010756768,-0.4921634666795316,0.2625192136742506,-0.04958729930614801,-0.16605276698759852
"2020_October_HP_PIJE_(120,130]_1.4",2020_October_PIJE_1.4,1.4,5,"2020_October_HP_PIJE_(120,130]",PIJE,HP,3.987,0,44.5,64,1,65,29,46,16,1,263.5,348,253.1,100,7.5114,1,2020_October,2020,October,7.7564,8.438,0.6816,1,7.2006,8,122.634041,122.634041,"(120,130]",2020_October,0.61,Dry,1,NA,0.3448275862068966,hydrated,"(120,125]","(120,130]","(120,140]",84.5,0.9192225645887651,1.22634041,11.379694835680752,6.9046483716520495,0.6067516283479506,1.603111288,11.379694835680752,76.49752198613425,23.502478013865755,-0.046,16.998299245178135,6.683265079365079,6.44493355848513,6.662178509894741,4.200069060585815,2.3172794817025184,9.269117926810074,9.413947894416482,0.1448299676064074,122.634041,0.354253392806843,1.5457067126184454,1.8463061322290109,0.9403005129837854,-3.8918132363274793e-4,0.31768835945090856,-0.07896579370616194,-0.03524436735581716
"2020_October_HP_PIJE_(140,150]_1.4",2020_October_PIJE_1.4,1.4,1,"2020_October_HP_PIJE_(140,150]",PIJE,HP,0.298,0,48,132,22,80,19,79,38,1,271.1,410.2,277.8,100,10.1665,1,2020_October,2020,October,12.4541,12.974,0.5199,1,12.094,8,144.3765621,144.3765621,"(140,150]",2020_October,0.61,Dry,1,NA,0.5263157894736842,hydrated,"(140,145]","(140,150]","(140,160]",139.09999999999997,0.9599275474024973,1.443765621,23.954798999807654,9.759103410667487,0.407396589332512,1.603111288,11.379694835680752,90.06022425312746,9.939775746872542,-0.046,15.628593359538394,6.683265079365079,4.918484616889306,8.09500593196365,1.9469001608520171,3.8938003217040342,13.525832696445592,8.197474361482177,2.2543054494075987,144.3765621,-1.454841560911515,2.6430743419529383,0.2515249694190749,0.9614840152473115,-0.36306578469405515,-0.7639908690872459,-1.5990858171164906,0.05751989876993338
"2020_October_HP_PIJE_(120,130]_1.4",2020_October_PIJE_1.4,1.4,7,"2020_October_HP_PIJE_(120,130]",PIJE,HP,3.034,0,54,66,2,102,26,114,52,1,244.6,414.2,236.3,100,9.7632,1,2020_October,2020,October,12.9239,13.474,0.5501,1,12.1772,5,NA,127.30791151793596,"(120,130]",2020_October,0.61,Dry,1,NA,0.38461538461538464,hydrated,"(125,130]","(120,130]","(120,140]",169.6,0.9591732225025975,1.2730791151793597,23.493728413015813,9.36460000593736,0.39859999406263924,1.603111288,11.379694835680752,79.41302171027816,20.58697828972184,-0.046,14.364754058082513,6.683265079365079,5.766396852589841,12.173504466578553,2.7764132993951085,5.552826598790217,7.047818375387584,10.89208294378081,0.21357025379962374,127.30791151793596,-1.7198553049850753,1.9876234194059967,1.5421678113587154,1.2135240912289298,-1.3369732623653716,-0.09975329189523907,0.6349001210964562,0.23368328559249518
"2020_October_HP_PIJE_(120,130]_1.4",2020_October_PIJE_1.4,1.4,4,"2020_October_HP_PIJE_(120,130]",PIJE,HP,3.487,0,38,82,7,89,47,93,54,1,261.7,300.2,253.8,100,8.9612,1,2020_October,2020,October,12.7977,12.8515,0.0538,1,12.1844,15,NA,121.31302595392867,"(120,130]",2020_October,0.61,Dry,1,NA,0.2127659574468085,hydrated,"(120,125]","(120,130]","(120,140]",38.5,0.9958137182430067,1.2131302595392868,237.87546468401487,8.92368589191923,0.03751410808076905,1.603111288,11.379694835680752,75.67348995794025,24.326510042059752,-0.046,14.022615684625483,6.683265079365079,4.258330073496937,10.421702548295135,5.26688193300937,6.051311157074595,9.189028053335496,9.97345727740072,0.7844292240652253,121.31302595392867,-1.0432381037727916,0.58659213078259,1.6853533016809177,1.0896880586599582,1.7735095575714928,1.7024152927392597,0.07687121758524215,-0.2506577829983611
"2020_October_HP_PIJE_(140,150]_1.4",2020_October_PIJE_1.4,1.4,3,"2020_October_HP_PIJE_(140,150]",PIJE,HP,2.291,0,45,85,9,94,24,93,54,1,277.3,406.1,276.1,100,12.214,1,2020_October,2020,October,12.4332,12.9661,0.5329,1,12.0576,13,141.8796592,141.8796592,"(140,150]",2020_October,0.61,Dry,1,NA,0.4166666666666667,hydrated,"(140,145]","(140,150]","(140,160]",128.8,0.9589005175033355,1.4187965919999999,23.33120660536686,11.71201092078574,0.5019890792142601,1.603111288,11.379694835680752,88.50268865426389,11.497311345736108,-0.046,14.248641145404267,6.683265079365079,3.8422095321083445,7.9405663663572454,2.0491784171244505,4.610651438530013,7.257506893982429,8.025948800404098,0.7684419064216689,141.8796592,-1.3865191749889725,1.7236710091902592,1.0401068349835447,1.0706951083361869,-0.3208347090273884,-0.6672298196482127,-0.06412163924765019,-0.02938165468693565
"2020_October_HP_PIJE_(80,90]_1.5",2020_October_PIJE_1.5,1.5,7,"2020_October_HP_PIJE_(80,90]",PIJE,HP,4.25,0,51,53,0.5,53,15,38,23,1,251.8,296.9,238.9,100,3.2823,0,2020_October,2020,October,12.3363,12.4545,0.1182,1,12.1961,5,84.30813124,84.30813124,"(80,90]",2020_October,0.61,Dry,1,NA,0.6666666666666666,moderate,"(80,85]","(80,90]","(80,100]",45.099999999999966,0.9905094544140672,0.8430813124,104.36802030456853,3.251149182223293,0.03115081777670703,1.612182502,0.9498388722300332,52.29440906064367,47.70559093935633,-0.046,19.52635943421674,6.683265079365079,15.686760939442259,11.688174817623644,4.613753217483017,7.074421600140627,16.301928035106663,16.301928035106663,0.15379177391610058,84.30813124,1.4144295522139165,1.6698336705144388,0.8351293649804337,0.11567546952963911,-1.2516225693963001,0.6213922798976799,-0.00403422479072108,-0.03676168086274963
"2020_October_HP_PIJE_(120,130]_1.5",2020_October_PIJE_1.5,1.5,6,"2020_October_HP_PIJE_(120,130]",PIJE,HP,3.335,0,38,60,0.5,60,25,61,36,1,260.1,512.7,266.9,100,4.9828,0,2020_October,2020,October,7.5978,8.0849,0.4871,1,7.2209,12,129.2385248,129.2385248,"(120,130]",2020_October,0.61,Dry,1,NA,0.4,hydrated,"(125,130]","(120,130]","(120,140]",252.60000000000002,0.939751883140175,1.292385248,15.598029152124822,4.682595683310864,0.30020431668913616,1.612182502,0.9498388722300332,80.16370642881472,19.83629357118528,-0.046,17.032035489088486,6.683265079365079,8.115157184173505,13.02696284827852,5.338919200114148,7.688043648164373,12.813406080273955,12.813406080273955,0.10677838400228296,129.2385248,-0.8043029381485701,1.265267399539935,2.8253777738277726,2.009472912978578,-0.5111968587508664,-2.5806629341436613,-0.5002158457039767,-0.06404803193318208
"2020_October_HP_PIJE_(120,130]_1.5",2020_October_PIJE_1.5,1.5,4,"2020_October_HP_PIJE_(120,130]",PIJE,HP,2.789,0,45,80,0.5,80,22,76,54,1,252.7,310.6,249.2,100,5.7081,0,2020_October,2020,October,13.3251,14.9125,1.5874,1,12.0895,8,128.4719974,128.4719974,"(120,130]",2020_October,0.61,Dry,1,NA,0.45454545454545453,hydrated,"(125,130]","(120,130]","(120,140]",57.900000000000034,0.8935523889354569,1.284719974,8.394292553861662,5.100486391282481,0.6076136087175188,1.612182502,0.9498388722300332,79.68824698235063,20.311753017649366,-0.046,15.379867722826564,6.683265079365079,8.822687984603183,14.900539707329822,4.313314125806001,10.587225581523821,15.68477863929455,15.68477863929455,0.09802986649559094,128.4719974,-0.10630944177112435,1.297922388824162,0.8509291477103436,-0.10977725825415964,-0.194475817748539,0.4880219803912606,0.15041061963236615,-0.08981347063729632
"2020_October_HP_PIJE_(150,160]_1.5",2020_October_PIJE_1.5,1.5,2,"2020_October_HP_PIJE_(150,160]",PIJE,HP,0.912,0,49,114,0.5,114,14,85,71,1,272.8,363.9,294.8,100,8.9801,0,2020_October,2020,October,12.4871,12.8519,0.3648,1,12.2464,8,151.557956,151.557956,"(150,160]",2020_October,0.61,Dry,1,NA,0.7142857142857143,hydrated,"(150,155]","(150,160]","(140,160]",91.09999999999997,0.9716150919319322,1.51557956,34.22998903508772,8.725200687057944,0.25489931294205626,1.612182502,0.9498388722300332,94.00794005144213,5.992059948557866,-0.046,13.346699090911725,6.683265079365079,5.615916671427571,9.741896266762112,1.6045476204078772,8.137348646354235,13.065602051892714,13.065602051892714,0.05730527215742419,151.557956,-1.4996052761989405,2.3797033055467196,0.4042478715131318,-0.6266261637644767,-0.6867364867698125,-0.4982993353165717,0.3153751505279003,-0.1687962092425642
"2020_October_HP_PIJE_(90,100]_1.5",2020_October_PIJE_1.5,1.5,8,"2020_October_HP_PIJE_(90,100]",PIJE,HP,5.301,0,38,21,22,43,26,125,77,1,242.2,269.1,243.6,50,1.2111,1,2020_October,2020,October,7.5303,7.772,0.2417,1,7.1727,11,NA,97.3070162119658,"(90,100]",2020_October,0.61,Dry,1,NA,0.38461538461538464,hydrated,"(95,100]","(90,100]","(80,100]",26.900000000000034,0.96890118373649,0.973070162119658,31.1555647496897,1.1734362236232632,0.0376637763767369,1.612182502,0.9498388722300332,60.357320645306075,39.642679354693925,-0.046,20.25835041459387,6.683265079365079,32.383523906110526,106.52474969115305,22.157147935759834,65.61924580975028,17.89615794811371,36.644513893756645,18.748355945642935,97.3070162119658,0.8195879393775751,-0.9144370740610026,-0.2777916827916376,1.5856593379644017,-0.015818227901164605,1.1009024026533378,-0.2842000194341844,0.0038931651834528255
"2020_October_HP_PIJE_(120,130]_1.5",2020_October_PIJE_1.5,1.5,6,"2020_October_HP_PIJE_(120,130]",PIJE,HP,3.335,0,37,21,22,43,26,130,82,1,242.6,284.9,243.6,100,4.9828,1,2020_October,2020,October,7.5978,8.0849,0.4871,1,7.2209,11,129.2385248,129.2385248,"(120,130]",2020_October,0.61,Dry,1,NA,0.38461538461538464,hydrated,"(125,130]","(120,130]","(120,140]",42.29999999999998,0.939751883140175,1.292385248,15.598029152124822,4.682595683310864,0.30020431668913616,1.612182502,0.9498388722300332,80.16370642881472,19.83629357118528,-0.046,20.128103106352345,6.683265079365079,7.901600416168939,27.76237984059357,5.5524759681187135,17.511654976374405,4.484692128095884,9.182941024196335,4.69824889610045,129.2385248,0.6383288997747546,-1.0172698649306857,-0.1890504584402125,1.6839038214479833,-0.027708211737812752,0.8274004305078955,-0.32226171042145735,-4.642157014347111e-4
"2020_October_HP_PIJE_(160,170]_1.5",2020_October_PIJE_1.5,1.5,1,"2020_October_HP_PIJE_(160,170]",PIJE,HP,0.197,0,47,107,0.5,107,14,128,114,1,286.9,436.5,269.4,100,5.7791,0,2020_October,2020,October,12.4685,13.154,0.6855,1,12.0433,7,161.2182502,161.2182502,"(160,170]",2020_October,0.61,Dry,1,NA,0.7142857142857143,hydrated,"(160,165]","(160,170]","(160,180]",149.60000000000002,0.9478865744260302,1.612182502,18.188913202042304,5.477931302265471,0.3011686977345285,1.612182502,0.9498388722300332,100,0,-0.046,13.581455921749493,6.683265079365079,8.579881237386552,23.366485072031463,2.5557093047534414,20.81077576727802,19.5329211149013,19.5329211149013,0.0912753323126229,161.2182502,-2.4999877186061354,1.539208416817964,0.7924489961564142,-0.125219340206409,-1.27025798942238,-1.5411121044445772,0.07349987448976891,-0.19470459998910725
"2020_October_HP_PIJE_(120,130]_1.5",2020_October_PIJE_1.5,1.5,9,"2020_October_HP_PIJE_(120,130]",PIJE,HP,3.29,missing dry weight,46,66,3,69,15,178,160,1,231.1,397.9,218.5,100,4.4713,1,2020_October,2020,October,7.6339500000000005,8.0371,8.0371,1,7.3878,3,NA,123.92007331840867,"(120,130]",2020_October,0.61,Dry,1,NA,0.6666666666666666,hydrated,"(120,125]","(120,130]","(120,140]",166.79999999999998,0.9498388722300332,1.2392007331840866,0.9498388722300332,4.247014549402148,0.22428545059785243,1.612182502,0.9498388722300332,76.86479239458255,23.13520760541745,-0.046,16.631805017911386,6.683265079365079,10.831137841634053,41.91179425675786,3.531892774445887,37.673522927422795,15.540328207561902,16.24670676245108,0.7063785548891773,123.92007331840867,-1.878724038479127,-0.43892879972906973,0.543544868355531,0.19986901750947927,-1.9894417227211474,-0.8490233804173944,-0.16979912476050776,-0.15266317771407437
