sample,round,spp,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,surface temp start,taller temp start,surface temp max (within 5 secs of flame end),taller temp max,temp at ignition (lower),temp at ignition (taller),prop new flam,sample.wt,glow pre ignition?,year,month,dry.wt,fresh.wt,water.wt,site,bottle.wt,notes (flam),prop new lfm,sample length
1.6,1,CECO,HP,-0.22,130.1306241,,,,0,,0,0,0,0,260.7,212.4,,,,,,1.8332,0,2021,August,12.537,12.9853,0.4483,1,12.1925,NOGORI,,
2.1,1,CECO,HP,-0.36,175.5044783,,,,0,,0,0,0,0,261.1,203.1,,,,,,2.0123,0,2021,August,12.9906,14.617,1.6264,2,12.0639,NOGORI,,
2.2,1,CECO,HP,-0.14,148.8087903,,,6,,,0,,,0,268.4,208.4,,,,,,2.5469,1,2021,August,13.0756,14.5247,1.4491,2,12.1018,sample touching pilot flame,,
2.3,1,CECO,HP,-0.15,138.5164051,,,,0,,0,0,0,0,266,219.3,,,,,,2.4845,0,2021,August,13.1706,14.4329,1.2623,2,12.2593,NOGORI,,
2.4,1,CECO,HP,-0.2,140.1437908,,,,0,,0,0,0,0,256.4,207.3,,,,,,1.5337,0,2021,August,13.7402,15.8844,2.1442,2,12.2102,NOGORI,,
2.5,1,CECO,HP,-0.22,151.7122797,,38,1,277,278,16,476,183,1,264.6,210,337.6,247.6,279.7,206,,3.7746,1,2021,August,13.593,15.7106,2.1176,2,12.1972,sample touching pilot flame,,
1.1,2,CECO,HP,-1.19,141.2965799,,,6,,,0,37,,0,252.2,181.1,,,,,,2.3849,1,2021,August,6.351,6.6278,0.2768,1,6.1551,"sample touching pilot flame, would have been NOGORI otherwise",,
1.2,2,CECO,HP,-1.16,107.3789102,,,97,,,0,,,0,247,172.4,,,,,,1.648,1,2021,August,6.9725,7.8238,0.8513,1,6.1797,"sample touching pilot flame, would have been NOGORI otherwise",,
1.3,2,CECO,HP,-1.14,113.2055822,,,,0,,0,0,0,0,253.2,183.6,,,,,,1.7255,0,2021,August,6.6858,7.2293,0.5435,1,6.2057,NOGORI,,
1.4,2,CECO,HP,-1.05,116.7687075,,,,0,,0,0,0,0,255.3,182.1,,,,,,1.2769,0,2021,August,7.843,8.5296,0.6866,1,7.255,NOGORI,,
1.5,2,CECO,HP,-0.86,128.6157316,,,,0,,0,0,0,0,258.7,181.4,,,,,,2.44,0,2021,August,6.8628,7.7752,0.9124,1,6.1534,NOGORI,,
1.6,2,CECO,HP,-1.16,118.0359435,,,2,,,0,262,,0,236,171.5,,,,,,1.4458,1,2021,August,7.4612,7.829,0.3678,1,7.1496,"sample touching pilot flame, would have been NOGORI otherwise",,
2.1,2,CECO,HP,-1.11,145.088968,,,,0,,0,0,0,0,280.2,190.8,,,,,,2.6513,0,2021,August,7.6928,8.5082,0.8154,2,7.1308,NOGORI,,
2.2,2,CECO,HP,-2.63,119.658437,,,,0,,0,0,0,0,287.6,193.5,,,,,,1.9619,0,2021,August,7.7594,8.404,0.6446,2,7.2207,NOGORI,,
2.3,2,CECO,HP,-0.89,110.4792148,,,,0,,0,0,0,0,287.4,198.7,,,,,,1.6816,0,2021,August,6.8507,7.6161,0.7654,2,6.1579,NOGORI,,
2.4,2,CECO,HP,-0.76,126.3253491,,,,0,,0,0,0,0,271,197.7,,,,,,2.2414,0,2021,August,7.0905,8.2033,1.1128,2,6.2096,NOGORI,,
2.5,2,CECO,HP,-1.29,128.8915956,,,,0,,0,0,0,0,284.7,199,,,,,,0.9456,0,2021,August,6.5599,7.089,0.5291,2,6.1494,NOGORI,,
1.1,3,CECO,HP,-3.54,94.66228181,,,,0,,0,0,0,0,263.7,205,,,,,,1.7215,0,2021,August,8.0002,8.7486,0.7484,1,7.2096,NOGORI,,
1.2,3,CECO,HP,-4.52,80.03330196,,29,1,25,26,17,314,272,1,264.1,216.7,268.1,227.7,256.4,219.4,,3.6533,1,2021,August,8.4825,9.588,1.1055,1,7.1012,"sample being scorched by pilot flame -- why did we even use this sample, I think we should get rid of this",,
1.3,3,CECO,HP,-4.77,80.59440559,,,,0,,0,0,0,0,265.8,228.7,,,,,,1.3273,0,2021,August,7.562,7.8847,0.3227,1,7.1616,NOGORI,,
1.4,3,CECO,HP,-3.62,89.17591413,,32,1,254,255,26,355,75,1,287.2,236.9,339,243.7,295.3,238.3,,1.6871,1,2021,August,8.3394,9.3198,0.9804,1,7.24,sample touching pilot flame,,
1.5,3,CECO,HP,-3.64,93.04962809,,,,0,,0,0,0,0,269.8,225.9,,,,,,1.4756,0,2021,August,7.0249,7.788,0.7631,1,6.2048,NOGORI,,
1.6,3,CECO,HP,-4.59,93.02203568,,36,1,270,271,12,332,50,1,281.1,228.4,416,255.7,303.4,232.9,,1.8839,1,2021,August,6.5364,6.891,0.3546,1,6.1552,sample beng scorched by pilot flame,,
2.1,3,CECO,HP,-5.57,80.67119796,,,,0,,0,0,0,0,267.1,212.9,,,,,,1.3988,0,2021,August,7.6502,8.03,0.3798,2,7.1794,NOGORI,,
2.2,3,CECO,HP,-0.99,138.7511478,,,,0,,0,0,0,0,283.9,195.9,,,,,,1.7978,0,2021,August,7.6807,8.2851,0.6044,2,7.2451,NOGORI,,
2.3,3,CECO,HP,-5.47,102.9906302,,,,0,,0,0,0,0,278.2,233.5,,,,,,1.8649,0,2021,August,6.9746,7.777,0.8024,2,6.1955,NOGORI,,
2.4,3,CECO,HP,-3.97,84.31132844,,,,0,,0,0,0,0,289.1,237.9,,,,,,1.5574,0,2021,August,7.6825,8.0963,0.4138,2,7.1917,NOGORI,,
2.5,3,CECO,HP,-3.92,96.03507434,,,,0,,0,0,0,0,276.7,232.7,,,,,,1.0889,0,2021,August,6.6623,7.1661,0.5038,2,6.1377,NOGORI,,
1.1,4,CECO,HP,-4.72,87.83281734,,,,0,,0,0,0,0,272.1,218,,,,,,1.9749,0,2021,August,6.5486,6.8323,0.2837,1,6.2256,NOGORI,,
1.2,4,CECO,HP,-2.32,114.8043185,,,,0,,0,0,0,0,281,218.9,,,,,,1.2948,0,2021,August,7.9519,8.8026,0.8507,1,7.2109,NOGORI,,
1.3,4,CECO,HP,-2.46,108.8945041,,,7,,,0,137,,0,292.6,231.6,,,,,,2.1661,1,2021,August,8.0013,8.8632,0.8619,1,7.2098,sample touching pilot flame,,
1.4,4,CECO,HP,-1.78,132.4107793,,,,0,,0,0,0,0,292.4,226.5,,,,,,1.7995,0,2021,August,7.8161,8.5433,0.7272,1,7.2669,NOGORI,,
1.5,4,CECO,HP,-1.81,112.0630623,,,,0,,0,0,0,0,288.2,222.8,,,,,,1.8329,0,2021,August,8.5144,9.9218,1.4074,1,7.2585,NOGORI,,
1.6,4,CECO,HP,-2.82,108.6767627,,,,0,,0,0,0,0,292.6,223.4,,,,,,2.8047,0,2021,August,7.98,8.8555,0.8755,1,7.1744,NOGORI,,
2.1,4,CECO,HP,-5.1,74.70352688,,,,0,,0,0,0,0,279,214.7,,,,,,2.7896,0,2021,August,8.4401,9.4102,0.9701,2,7.1415,NOGORI,,
2.2,4,CECO,HP,-4.26,80.83365422,,,,0,,0,0,0,0,288.1,233.9,,,,,,2.2912,0,2021,August,8.2122,9.0519,0.8397,2,7.1734,NOGORI,,
2.3,4,CECO,HP,-3.54,90.96003899,,,,0,,0,0,0,0,269.5,205.2,,,,,,2.0337,0,2021,August,8.211,8.9576,0.7466,2,7.3902,NOGORI,,
2.4,4,CECO,HP,-2.18,112.3325933,,,,0,,0,0,0,0,287.2,234.7,,,,,,1.2729,0,2021,August,8.6453,10.2138,1.5685,2,7.249,NOGORI,,
2.5,4,CECO,HP,-2.65,91.57492494,,,1,,,0,147,,0,289.1,226.5,,,,,,2.2475,1,2021,August,8.2678,9.2743,1.0065,2,7.1687,sample touching pilot flame; would have been NOGORI otherwise,,
1.1,5,CECO,HP,-2.63,131.0719132,,,,0,,0,0,0,0,305.2,233.9,,,,,,1.7238,0,2021,August,6.3237,6.1569,0.1932,1,6.1763,NOGORI,,
1.2,5,CECO,HP,-5.3,75.29178338,,,,0,,0,0,0,0,296.8,236.8,,,,,,1.5716,0,2021,August,7.0142,7.6593,0.6451,1,6.1574,NOGORI,,
1.3,5,CECO,HP,-6.43,69.40598481,,,,0,,0,0,0,0,291.1,237.5,,,,,,1.4632,0,2021,August,6.5952,6.906,0.3108,1,6.1474,NOGORI,,
1.4,5,CECO,HP,-4.82,85.22440256,,,2,,,0,,,0,294.4,233,,,,,,1.6324,1,2021,August,7.1952,8.0725,0.8773,1,6.1658,sample touching pilot flame; would have been NOGORI otherwise,,
1.5,5,CECO,HP,-5.16,76.57323441,,,,0,,0,0,0,0,297.1,231.3,,,,,,2.8113,0,2021,August,6.8991,7.4564,0.5573,1,6.1713,NOGORI,,
1.6,5,CECO,HP,-5.41,68.70088614,,,,0,,0,0,0,0,292,224.4,,,,,,1.7085,0,2021,August,7.9067,8.3176,0.4109,1,7.3086,NOGORI,,
2.1,5,CECO,HP,-7.38,57.28699552,,,,0,,0,0,0,0,301.1,234.4,,,,,,1.1566,0,2021,August,6.8888,7.2976,0.4088,2,6.1752,NOGORI,,
2.2,5,CECO,HP,-4.62,79.94766889,,,4,,,0,241,,0,296.7,225.6,,,,,,2.3644,1,2021,August,8.0847,8.7569,0.6722,2,7.2439,sample touching pilot flame; would have been NOGORI otherwise,,
2.3,5,CECO,HP,-4.34,93.20717413,,,,0,,0,0,0,0,298.9,229.4,,,,,,1.3593,0,2021,August,7.8766,8.5366,0.66,2,7.1685,NOGORI,,
2.4,5,CECO,HP,-4.2,85.46251217,,,1,,,0,40,,0,291.9,228.9,,,,,,1.446,1,2021,August,8.2625,9.1402,0.8777,2,7.2355,sample touching pilot flame; would have been NOGORI otherwise,,
2.5,5,CECO,HP,-4.52,81.87702265,,,,0,,0,0,0,0,294.8,237.2,,,,,,1.5454,0,2021,August,7.8126,8.2933,0.4807,2,7.2255,NOGORI,,
1.1,6,CECO,HP,-8.27,56.80984809,,30,337,0,337,19,78,59,M,252,183.9,287.7,239.5,252.3,179.5,,1.5204,0,2021,August,7.6306,7.8475,0.2169,1,7.2488,,,
1.2,6,CECO,HP,-1.95,101.5272863,,,2,,,0,12,,0,285.5,228.6,,,,,,1.5033,1,2021,August,7.7744,8.3195,0.5451,1,7.2375,sample touching pilot flame; would have been NOGORI otherwise,,
1.3,6,CECO,HP,-4.68,72.91033122,,,,0,,0,0,0,0,289.2,248,,,,,,1.4826,0,2021,August,8.4557,9.3428,0.8871,1,7.239,NOGORI,,
1.4,6,CECO,HP,-2.68,104.8412953,,30,418,0,418,16,73,57,M,233.8,197.7,308.1,236.1,259.2,191.5,,2.1126,0,2021,August,7.7652,8.4192,0.654,1,7.1414,,,
1.5,6,CECO,HP,-5.19,74.81407323,,33,379,0,379,9,91,82,M,251,187.1,256.2,227.9,247.5,196.5,,1.0593,0,2021,August,8.626,9.6722,1.0462,1,7.2276,,,
1.6,6,CECO,HP,-6.27,60.28978945,,,3,,,0,,,0,276.9,222.9,,,,,,1.8343,1,2021,August,7.5678,7.8341,0.2663,1,7.1261,sample touching pilot flame,,
2.1,6,CECO,HP,-1.86,132.7686754,,,,0,,0,0,0,0,286.1,222.7,,,,,,1.8096,0,2021,August,7.5766,8.0547,0.4781,2,7.2165,NOGORI,,
2.2,6,CECO,HP,-1.68,122.007329,,34,269,0,269,21,87,66,1,254.7,196.9,278.8,239.2,251.7,189.5,,2.6126,0,2021,August,8.2385,9.4371,1.1986,2,7.2561,sample touching pilot flame,,
2.3,6,CECO,HP,-1.74,118.316474,,,,0,,0,0,0,0,285.6,223.8,,,,,,1.2367,0,2021,August,7.8014,8.4564,0.655,2,7.2478,NOGORI,,
2.4,6,CECO,HP,-3.64,86.94649446,,30,366,0,366,28,101,73,M,240.6,192.7,262.7,223.2,253,196.9,,1.5073,0,2021,August,8.0164,8.7704,0.754,2,7.1492,,,
2.5,6,CECO,HP,-2.81,117.4042395,,36,71,126,197,21,320,173,1,288.7,227.8,304.6,240.4,292.9,229.7,,2.3053,1,2021,August,8.0158,8.9629,0.9471,2,7.2091,sample touching pilot flame,,
1.1,7,CECO,HP,-3.02,112.8407852,,30,406,0,406,15,82,67,M,250.9,204.5,268.5,229.8,255.5,208.3,,1.9486,0,2021,August,7.6599,8.0738,0.4139,1,7.2931,,,
1.2,7,CECO,HP,-4.97,,,28,471,0,471,24,64,40,M,246.6,206.1,258.8,244.7,253.3,210.7,,1.4689,0,2021,August,-0.0213,8.5389,8.5389,1,7.2297,,,
1.3,7,CECO,HP,-10,39.73866257,,17,1,0,1,23,56,33,1,243.1,201.7,,,243.1,201.7,,1.295,0,2021,August,7.6037,7.7588,0.1551,1,7.2134,sample being scorched by pilot flame; thermocouple turned off for max temps,,
1.4,7,CECO,HP,-4.29,93.35984575,,14,4,16,20,10,410,384,1 and M,244.6,206.7,246.6,202.6,243.3,202.7,,1.5561,1,2021,August,8.0707,8.8454,0.7747,1,7.2409,sample being scorched by pilot flame; also manual ignition at 15:53:07 to 15:53:30 w/ max temps of 252 and 211 and flame height of 32 (maybe use this one),,
1.5,7,CECO,HP,-5.02,78.42473746,,32,3,46,49,8,457,403,2,242.6,196.4,279.6,243.9,244.9,196.1,,1.2326,1,2021,August,8.0065,8.6786,0.6721,1,7.1495,sample touching pilot flame; first ignition (second ignition reported) from 15:54:58 to 15:55:03 w/ max temps of 239.9 and 194.1,,
1.6,7,CECO,HP,-7.69,75.53366174,,27,511,0,511,9,56,47,M,249.3,203,258.3,213.4,255,202.9,,0.906,0,2021,August,7.3344,7.4264,0.092,1,7.2126,,,
2.1,7,CECO,HP,-2.6,117.1326754,,28,353,0,353,13,51,38,M,249.1,201.7,272.2,222.3,256.2,205.4,,1.1476,0,2021,August,7.9558,8.8104,0.8546,2,7.2262,,,
2.2,7,CECO,HP,-10,48.02580645,,14,336,0,336,7,,,M,250.2,200,254.6,203.9,256.3,205.5,,1.5234,0,2021,August,8.1078,8.48,0.3722,2,7.3328,sample not fully burnt -- only 1/3rd of sample combusted,,
2.3,7,CECO,HP,-5.05,82.20649256,,31,374,0,374,20,85,65,M,255.4,208.3,271.5,224.6,261.8,213,,1.5953,0,2021,August,8.0235,8.6971,0.6736,2,7.2041,,,
2.4,7,CECO,HP,-5.62,69.6436015,,30,,0,,13,71,58,M,,,274.5,223.2,261.2,207.8,,1.4864,0,2021,August,8.1849,8.8532,0.6683,2,7.2253,sample loaded before video started -- looks like it had been a couple of minutes (already blackened),,
2.5,7,CECO,HP,-3.15,108.7945413,,28,341,0,341,12,59,47,M,250.7,213,271.5,255.8,263.9,216.4,,1.774,0,2021,August,7.6013,8.0318,0.4305,2,7.2056,NOGORI,,
1.1,8,CECO,HP,-4.27,6.401766004,,,,0,,0,0,0,0,283.2,199.6,,,,,,1.4322,0,2021,August,7.6285,7.6546,0.0261,1,7.2208,NOGORI,,
1.2,8,CECO,HP,-8.92,45.94782609,,,2,,,0,,,0,257.2,211.8,,,,,,1.686,1,2021,August,8.0909,8.4872,0.3963,1,7.2284,sample touching pilot flame,,
1.3,8,CECO,HP,-1.91,111.824611,,39,2,344,346,17,424,63,M,276.1,196.5,282.1,237.4,266.5,215.2,,2.0436,1,2021,August,7.8986,8.6892,0.7906,1,7.1916,sample touching pilot flame,,
1.4,8,CECO,HP,-6.21,58.81398702,,29,16,98,114,31,194,65,1,269.5,209.3,,,,,,2.1354,1,2021,August,7.7319,8.0582,0.3263,1,7.1771,sample being scorched by pilot flame; thermocouple turned off,,
1.5,8,CECO,HP,-10,37.29804585,,,,0,,0,0,0,0,252.4,218.6,,,,,,0.8004,0,2021,August,7.9052,8.1476,0.2424,1,7.2553,NOGORI,,
1.6,8,CECO,HP,-5.11,78.74375136,,34,423,0,423,9,72,63,M,234.4,181.8,424.1,266.9,253.3,187.2,,1.8779,0,2021,August,7.7151,8.0774,0.3623,1,7.255,,,
2.1,8,CECO,HP,-6.79,61.89522856,,33,460,0,460,9,54,45,M,262.7,206.2,,,,,,1.1955,0,2021,August,8.0915,8.648,0.5565,2,7.1924,thermocouple turned off,,
2.2,8,CECO,HP,-4.99,82.34496124,,40,101,0,101,24,,,1,252.3,205.3,,,267.9,212.9,,2.3794,0,2021,August,7.6459,8.0708,0.4249,2,7.1299,sample touching pilot flame; thermocoouple turned off for max temps,,
2.3,8,CECO,HP,-10,44.83443709,,20,390,0,390,14,,,M,258.3,203,311.7,293.9,265.9,208.1,,1.178,0,2021,August,6.9355,7.274,0.3385,2,6.1805,,,
2.4,8,CECO,HP,-6.06,66.64941785,,34,0,337,337,10,431,84,M,236.2,214.7,380.3,311.6,265.6,213.5,,1.7245,1,2021,August,7.6304,7.888,0.2576,2,7.2439,sample being scorched by pilot flame,,
2.5,8,CECO,HP,-10,52.78352887,,,1,,,0,83,,0,259.1,210.6,,,,,,1.1026,1,2021,August,7.0793,7.5382,0.4589,2,6.2099,sample touching pilot flame; would have been NOGORI otherwise,,
1.1,9,CECO,HP,-10,27.14592275,,38,375,0,375,15,89,74,M,237.4,201.8,263.2,246.5,242.3,211.3,,1.5547,0,2021,August,7.7697,7.9215,0.1518,1,7.2105,,,
1.2,9,CECO,HP,-3.4,91.49804178,,37,390,0,390,18,58,40,M,237.4,202.7,284.9,235.3,243.4,203.3,,1.4074,0,2021,August,7.8461,8.4068,0.5607,1,7.2333,,,
1.3,9,CECO,HP,-3.03,102.690167,,34,144,18,162,26,112,68,1,231.6,195,266.8,259.1,243,204.4,,1.9204,1,2021,August,6.7963,7.4605,0.6642,1,6.1495,sample touching pilot flame,,
1.4,9,CECO,HP,-10,38.95582329,,33,393,0,393,17,70,53,M,243.2,184.5,247,224.9,234.1,202.1,,0.9799,0,2021,August,6.5548,6.6906,0.1358,1,6.2062,,,
1.5,9,CECO,HP,-1.68,129.8825503,,29,3,432,435,18,531,81,M,276,223.2,280.2,231.6,277.9,227.1,,1.9759,1,2021,August,7.7937,8.5678,0.7741,1,7.1977,sample touching pilot flame; would not have glowed pre-ignition otherwise,,
1.6,9,CECO,HP,-2.69,106.9745374,,34,319,0,319,11,88,77,M,234.1,195.7,256.4,205.8,235.2,192.6,,2.0412,0,2021,August,7.8545,8.5309,0.6764,1,7.2222,,,
2.1,9,CECO,HP,-6.97,63.8047138,,35,375,0,375,10,90,80,M,231.3,195.9,315.1,254.4,238.8,196.8,,1.9216,0,2021,August,8.0876,8.6561,0.5685,2,7.1966,,,
2.2,9,CECO,HP,-1.91,129.215604,,28,317,0,317,12,61,49,M,234.6,200.7,289.7,228.5,235.5,197.1,,1.1486,0,2021,August,7.6826,8.2987,0.6161,2,7.2058,,,
2.3,9,CECO,HP,-3.98,92.22770717,,,31,,,0,88,,0,260.9,211.3,,,,,,2.0737,1,2021,August,8.1819,9.06,0.8781,2,7.2298,sample touching pilot flame; would have been NOGORI otherwise,,
2.4,9,CECO,HP,-10,26.69933185,,37,0,1,1,32,368,335,1,234.2,201,328,261.9,233.9,200.7,,1.7635,1,2021,August,7.2812,7.5809,0.2997,2,6.1587,sample being scorched by pilot flame; sample did not completely burn,,
2.5,9,CECO,HP,-6.43,67.36259814,,,,0,,0,0,0,0,274.1,217.1,,,,,,1.1555,0,2021,August,6.7615,7.139,0.3775,2,6.2011,NOGORI,,
1.1,10,CECO,HP,-5.85,56.23048538,,35,411,0,411,18,155,137,M,234.6,196.2,263.8,245.6,236.2,203,,2.2186,0,2021,August,6.4786,6.6767,0.1981,1,6.1263,,,
1.2,10,CECO,HP,-3.27,100.3160956,,37,337,0,337,13,53,40,M,256.1,201.9,248.8,220.4,238,199.7,,1.5857,0,2021,August,6.974,7.7674,0.7934,1,6.1831,,,
1.3,10,CECO,HP,-7.56,61.56560088,,36,373,0,373,21,85,64,1,211.8,174.8,355,279.7,255.3,219.4,,1.3185,0,2021,August,8.1652,8.7236,0.5584,1,7.2582,,,
1.4,10,CECO,HP,-8.66,55.69439486,,30,311,0,311,26,95,69,M,222.3,178.1,216.8,189,202.4,166.2,,1.454,0,2021,August,6.4268,6.5828,0.156,1,6.1467,,,
1.5,10,CECO,HP,-2.83,108.9436498,,34,368,0,368,14,77,63,M,231.2,194.2,245.4,216.9,239.9,208.7,,1.6795,0,2021,August,6.7655,7.3977,0.6322,1,6.1852,,,
1.6,10,CECO,HP,-10,16.97789634,,37,309,0,309,19,110,91,M,253,201.9,283.8,243.8,253.2,203.1,,1.9084,0,2021,August,6.673,6.7621,0.0891,1,6.1482,,,
2.1,10,CECO,HP,-2.46,122.3489168,,26,322,0,322,16,48,32,M,238.8,199.8,252.2,219.9,240,205.9,,0.8724,0,2021,August,6.5306,6.9598,0.4292,2,6.1798,,,
2.2,10,CECO,HP,-2.63,111.0995038,,30,334,0,334,13,98,85,M,227.8,196.6,253.1,226.6,237.5,204.9,,1.6005,0,2021,August,6.5589,6.9843,0.4254,2,6.176,,,
2.3,10,CECO,HP,-1.23,120.7321095,,,,0,,0,0,0,0,266,203.1,,,,,,1.9285,0,2021,August,8.1593,9.2576,1.0983,2,7.2496,NOGORI,,
2.4,10,CECO,HP,-1.11,138.6456427,,40,281,0,281,27,119,92,1,239.1,195.6,304.6,238.3,250.1,200.1,,2.3452,0,2021,August,7.9274,8.9122,0.9848,2,7.2171,sample touching pilot flame,,
2.5,10,CECO,HP,-1.59,142.256245,,36,324,0,324,17,92,75,M,272.9,197.1,308.5,316.5,247.8,206.8,,1.5266,0,2021,August,7.8018,8.6845,0.8827,2,7.1813,,,
1.1,11,CECO,HP,-4.99,76.69798658,,28,342,0,342,12,83,71,M,251.7,212.6,320,261.1,231.5,207.3,,1.3346,0,2021,August,7.6202,7.9059,0.2857,1,7.2477,,,
1.2,11,CECO,HP,-3.8,85.70536829,,28,365,0,365,21,123,102,M,253.2,208.7,274.9,257.4,260.8,222.1,,1.7433,0,2021,August,7.6892,8.1011,0.4119,1,7.2086,flame did not spread full length of sample (spread about 75% of sample by 11:28:08),,
1.4,11,CECO,HP,-3.21,92.2104827,,22,416,0,416,17,67,50,M,215.2,184.7,297.8,249.2,241.7,201.2,,1.2951,0,2021,August,7.7308,8.1759,0.4451,1,7.2481,,,
1.6,11,CECO,HP,-5.53,80.17599609,,39,318,0,318,16,,,M,259.8,212.2,303.2,248.7,265.9,211.1,,2.9089,0,2021,August,7.9447,8.6007,0.656,1,7.1265,,,
2.1,11,CECO,HP,-3.34,97.17891611,,31,4,330,334,25,417,62,M,238.1,205.9,247.8,216.1,245.4,210.2,,1.9691,1,2021,August,7.7149,8.2385,0.5236,2,7.1761,sample touching pilot flame,,
2.3,11,CECO,HP,-2.58,105.05345,,34,372,0,372,15,,,M,265.4,214.4,309.3,245.6,278.2,219.5,,2.7927,0,2021,August,8.0466,8.9114,0.8648,2,7.2234,,,
2.4,11,CECO,HP,-0.97,153.4960422,,38,351,0,351,27,113,86,M,232.4,199.1,265,239.2,236.8,198.6,,3.0562,0,2021,August,7.4462,7.6789,0.2327,2,7.2946,,,
2.5,11,CECO,HP,-5.1,80.29925187,,30,372,0,372,30,104,74,M,264,225.2,257.8,222.3,252.4,217.2,,1.989,0,2021,August,6.5089,6.7987,0.2898,2,6.148,,,
1.1,12,CECO,HP,-1.41,142.9965661,,32,386,0,386,29,127,98,M,221.4,192,269.4,230.7,250.8,211.5,,2.4088,0,2021,August,7.7217,8.5129,0.7912,1,7.1684,,,
1.2,12,CECO,HP,-10,18.84364534,,24,1,394,395,25,501,82,1 and M,244.9,210.4,356.5,282.3,249.1,218.2,,1.4396,1,2021,August,7.806,7.9129,0.1069,1,7.2387,sample being scorched by pilot flame - first ignition (due to pilot flame) at 15:30:52 to 15:30:56,,
1.4,12,CECO,HP,-5.27,69.79850577,,33,371,0,371,17,77,60,M,248,207.5,357.1,265.3,255.8,209.4,,1.8575,0,2021,August,8.0933,8.7099,0.6166,1,7.2099,,,
1.6,12,CECO,HP,-5.22,80.48991354,,20,388,0,388,30,,,M,240.6,198.4,257.4,207.8,256.3,206.8,,1.6488,0,2021,August,7.5726,7.8519,0.2793,1,7.2256,less than 10% of sample burned,,
2.1,12,CECO,HP,-10,16.15669284,,36,331,0,331,14,105,91,M,237.6,198.4,268.7,219.1,242.5,200.7,,1.525,0,2021,August,7.2843,7.4633,0.179,2,6.1764,,,
2.2,12,CECO,HP,-3.33,99.77533915,,27,376,0,376,21,72,51,M,224.7,159.4,239.3,180.9,224.2,152.6,,1.4625,0,2021,August,7.3831,8.5378,1.1547,2,6.2258,,,
2.3,12,CECO,HP,-7.32,78.52694611,,12,381,0,381,5,,,M,248.2,201.3,259,216.6,262,214,,1.0606,0,2021,August,6.9823,7.638,0.6557,2,6.1473,barely any of sample ignites,,
2.5,12,CECO,HP,-5.54,81.05395232,,30,356,0,356,21,107,86,M,227.4,190.8,264,229.1,235.1,198.7,,1.6227,0,2021,August,7.486,7.6798,0.1938,2,7.2469,,,
1.4,13,CECO,HP,-1.17,108.8543689,,28,19,319,338,19,467,129,M,264,209.1,283.9,236.9,277.7,215.4,,1.7845,1,2021,August,6.462,6.7423,0.2803,1,6.2045,sample touching pilot flame for glow,,
2.1,13,CECO,HP,-8.64,42.32008593,,46,1,376,377,17,475,82,M,237.3,201.5,329.7,277.8,251.7,208.5,,1.7957,1,2021,August,8.632,9.223,0.591,2,7.2355,sample touching pilot flame for glow,,
2.3,13,CECO,HP,-5.58,72.52956504,,38,379,0,379,16,70,54,M,234.9,198.3,251.4,217.9,238.6,207.9,,1.3235,0,2021,August,8.1197,8.8434,0.7237,2,7.1219,,,
2.5,13,CECO,HP,-2.51,109.977267,,27,335,0,335,18,83,65,M,237.9,205.1,265.8,221.6,246.2,200.1,,1.7502,0,2021,August,12.9668,13.8376,0.8708,2,12.175,,,
2.1,14,CECO,HP,-3.81,89.74358974,,32,509,0,509,10,55,45,M,262.9,216.7,334.7,272.7,269.5,219.7,,1.3455,0,2021,August,7.5469,7.8199,0.273,2,7.2427,,,
1.1,1,PIJE,HP,-0.62,150.7646011,,,270,,,0,,,0,258.5,194.7,,,,,0,5.6687,1,2021,August,13.8687,16.3236,2.4549,1,12.2404,,50,12
1.2,1,PIJE,HP,-0.29,121.8541458,,,,0,,0,0,0,0,243.8,183.1,,,,,0,15.7671,0,2021,August,16.631,22.2185,5.5875,1,12.0456,NOGORI,0,13.5
1.3,1,PIJE,HP,-0.37,144.9150641,,,,0,,0,0,0,0,248.5,185.8,,,,,0,18.9845,0,2021,August,17.021,24.1272,7.1062,1,12.1173,NOGORI,90,12.5
1.4,1,PIJE,HP,-0.49,124.7971866,,above 52,286,0,286,43,172,129,1,252.8,184.2,430.1,230.7,277.2,198.9,0,11.3811,0,2021,August,14.7963,17.9191,3.1228,1,12.294,,50,12
1.5,1,PIJE,HP,-0.1,126.3190867,,above 52,245,0,245,40,,,1,237.2,185.3,317.3,231.4,238.6,178.6,0,13.5765,0,2021,August,15.08,18.7094,3.6294,1,12.2068,"sample falls off of mesh mid-burn, so flame does not spread full length",0,18
1.6,1,PIJE,HP,-0.23,151.6654372,,above 52,326,0,326,18,97,79,1,227.8,185.3,424.5,253.6,260.5,192.3,0,10.4035,0,2021,August,15.8021,21.1477,5.3456,1,12.2775,,100,14
2.1,1,PIJE,HP,-0.16,126.1152719,,above 56,253,0,253,47,127,80,1,238.9,191.9,471.6,274.1,257.7,180.3,0,17.2654,0,2021,August,16.1115,21.1464,5.0349,2,12.1192,,0,18.5
2.2,1,PIJE,HP,-0.29,129.6437747,,above 52,250,0,250,24,70,46,2,226.5,185,339.4,216.6,236.5,177,0,10.4444,0,2021,August,14.9044,18.6384,3.734,2,12.0242,second ignition at 14:46:35 to 14:46:40 w/ max temps of 291.4 and 205.1,0,13
