sample,round,spp,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,surface temp start,taller temp start,surface temp max (within 5 secs of flame end),taller temp max,temp at ignition (lower),temp at ignition (taller),prop new flam,sample.wt,glow pre ignition?,year,month,dry.wt,fresh.wt,water.wt,site,bottle.wt,notes (flam),prop new lfm,sample length
1.1,1,ABCO,HP,,,,,,0,,0,0,0,0,256.5,184.6,,,,,,,0,2021,August,,,,1,,NOGORI,,
1.2,1,ABCO,HP,,,,,,0,,0,0,0,0,251.7,183.9,,,,,,,0,2021,August,,,,1,,NOGORI,,
1.3,1,ABCO,HP,,,,,,0,,0,0,0,0,292.9,240.3,,,,,,,0,2021,August,,,,1,,NOGORI,,
1.4,1,ABCO,HP,,,,above 46,261,0,261,14,159,145,1,298.6,198.9,346,233.4,248.9,176.7,,,0,2021,August,,,,1,,,,
1.5,1,ABCO,HP,,,,44,138,0,138,21,103,82,1,234,180.7,341.6,244.3,250.1,171.4,,,0,2021,August,,,,1,,sample touching pilot flame,,
1.6,1,ABCO,HP,,,,,,0,,0,0,0,0,242.4,183.1,,,,,,,0,2021,August,,,,1,,NOGORI,,
2.1,1,ABCO,HP,,,,46,121,0,121,19,168,149,2,245.6,183.7,,,,,,,0,2021,August,,,,2,,sample touching pilot flame; thermocoupler off; second ignition - 13:05:14 to 13:05:30,,
2.2,1,ABCO,HP,,,,above 46,369,0,369,21,154,133,1,238.1,183.1,394,246.8,270.3,179.2,,,0,2021,August,,,,2,,sample touching pilot flame,,
2.3,1,ABCO,HP,,,,above 46,266,0,266,13,137,124,1,243.1,179.7,330.9,234.2,273.3,184.3,,,0,2021,August,,,,2,,,,
2.4,1,ABCO,HP,,,,,,0,,0,0,0,0,248.9,181.6,,,,,,,0,2021,August,,,,2,,NOGORI,,
1.1,2,ABCO,HP,-0.9,137.4386082,,,,0,,0,0,0,0,257.3,189.3,,,,,5,3.3621,0,2021,August,14.5271,17.8292,3.3021,1,12.1245,NOGORI,10,
1.2,2,ABCO,HP,-0.82,163.6499347,,41,91,43,134,44,169,82,1,267.7,212.2,352.4,277.1,276.7,210.5,60,6.3433,1,2021,August,14.3223,17.8303,3.508,1,12.1787,sample touching pilot flame,60,
1.3,2,ABCO,HP,-0.8,193.9663936,,,,0,,0,0,0,0,269.7,199.3,,,,,80,5.3351,0,2021,August,13.8715,17.1152,3.2437,1,12.1992,NOGORI,100,
1.4,2,ABCO,HP,-0.22,,,36,156,22,178,68,149,59,1,257.3,186.5,294.5,216.1,270.1,185.7,0,7.8265,1,2021,August,NA,19.4475,,1,12.0772,sample touching pilot flame,0,
1.5,2,ABCO,HP,-0.54,,,42,98,0,98,56,110,54,1,270.3,197.4,332.5,235.8,264.5,177.3,0,5.6918,0,2021,August,NA,NA,,1,12.2304,flame diminishes from 13:42:20 to 13:42:24 (subtract 4 seconds from flame duration?),0,
1.6,2,ABCO,HP,-0.38,164.7320835,,,,0,,0,0,0,0,245.8,188.6,,,,,60,3.6625,0,2021,August,13.5839,16.0618,2.4779,1,12.0797,NOGORI,50,
2.1,2,ABCO,HP,-1.24,157.7408702,,,,0,,0,0,0,0,263.4,184.4,,,,,0,3.2015,0,2021,August,14.1156,17.3638,3.2482,2,12.0564,NOGORI,40,
2.2,2,ABCO,HP,-0.76,144.6720661,,above 46,4,155,159,34,305,116,1,263.2,188.7,531,327.7,257.8,172.6,35,11.4566,1,2021,August,14.0667,16.7997,2.733,2,12.1776,sample touching pilot flame,0,
2.3,2,ABCO,HP,-0.92,170.6303343,,46,169,0,169,36,238,202,1,264.9,192.9,313.2,243.2,257,177.2,85,9.6732,0,2021,August,14.5606,18.3991,3.8385,2,12.311,sample touching pilot flame,85,
2.4,2,ABCO,HP,-0.46,155.1012084,,,,0,,0,0,0,0,270.6,205.7,,,,,10,11.641,0,2021,August,14.1371,17.1791,3.042,2,12.1758,NOGORI,20,
2.5,2,ABCO,HP,-0.67,139.5002633,,,,0,,0,0,0,0,275.3,191,,,,,40,11.3505,0,2021,August,14.1345,17.0488,2.9143,2,12.0454,NOGORI,5,
1.1,3,ABCO,HP,-0.93,140.5642707,,above 46,169,0,169,14,95,81,1,232.2,184.6,263.5,222.2,222.1,176,15,6.6354,0,2021,August,8.0951,9.2958,1.2007,1,7.2409,,5,
1.2,3,ABCO,HP,-1.84,160.0230267,,,,0,,0,0,0,0,242.8,183.5,,,,,40,7.5697,0,2021,August,7.955,9.2059,1.2509,1,7.1733,NOGORI,66,
1.3,3,ABCO,HP,-2.32,174.6721311,,,,0,,0,0,0,0,258.1,179.8,,,,,95,5.4106,0,2021,August,8.1006,9.5923,1.4917,1,7.2466,NOGORI,100,
1.4,3,ABCO,HP,-2.17,147.7075589,,above 52,11,115,126,18,178,45,1,267.8,196.5,398.9,302.2,268.4,198.6,80,6.22,1,2021,August,8.105,9.4162,1.3112,1,7.2173,sample touching pilot flame,50,
1.5,3,ABCO,HP,-2.09,151.0998308,,,,0,,0,0,0,0,248.5,190.2,,,,,30,6.7635,0,2021,August,7.8497,8.9213,1.0716,1,7.1405,NOGORI,66,
1.6,3,ABCO,HP,-2.2,139.8865069,,above 52,194,25,219,13,108,70,1,264.6,212.1,492.2,295.1,333.6,215.2,45,8.6572,1,2021,August,7.975,9.0843,1.1093,1,7.182,,30,
2.1,3,ABCO,HP,-1.99,156.9191306,,,,0,,0,0,0,0,236.1,183.3,,,,,60,5.7467,0,2021,August,6.9447,8.107,1.1623,2,6.204,NOGORI,60,
2.2,3,ABCO,HP,-1.73,137.3441898,,above 52,3,124,127,29,227,74,1,275.5,218.5,373.3,286.7,251.5,185.4,25,8.516,1,2021,August,8.1889,9.5552,1.3663,2,7.1941,sample touching pilot flame,0,
2.3,3,ABCO,HP,-1.79,195.1887782,,,128,,,0,21,,0,255.6,203.2,,,,,65,11.3017,1,2021,August,8.0108,9.4997,1.4889,2,7.248,sample touching pilot flame; would have been NOGORI otherwise,100,
2.4,3,ABCO,HP,-2.48,142.3762975,,above 52,140,0,140,21,147,126,1,281.5,200,459.8,332.7,281.7,202.5,15,13.034,0,2021,August,8.1686,9.5814,1.4128,2,7.1763,,15,
2.5,3,ABCO,HP,-2.25,133.499466,,53,336,0,336,13,100,87,1,254.6,203.1,419.9,298.1,288.9,210.5,5,7.814,0,2021,August,6.7095,7.4595,0.75,2,6.1477,,0,
1.1,4,ABCO,HP,-1.84,158.0195086,,,,0,,0,0,0,0,255.7,190.8,,,,,10,7.2874,0,2021,August,7.0352,8.315,1.2798,1,6.2253,NOGORI,50,
1.2,4,ABCO,HP,-2.56,133.4612433,,51,283,0,283,18,151,133,1,273.4,207.6,408.4,287.1,306.1,212.2,10,5.7325,0,2021,August,9.0567,11.4913,2.4346,1,7.2325,,10,
1.3,4,ABCO,HP,-0.44,177.6659292,,,,0,,0,0,0,0,268.3,197.9,,,,,40,6.2186,0,2021,August,8.1117,9.7178,1.6061,1,7.2077,NOGORI,40,
1.4,4,ABCO,HP,-1.18,142.989749,,above 52,7,189,196,36,307,82,1,264.9,200.9,361,278.2,275.8,195.3,0,14.0402,1,2021,August,8.4825,10.254,1.7715,1,7.2436,sample touching pilot flame,0,
1.5,4,ABCO,HP,-0.12,152.7027027,,50,227,0,227,17,97,80,1,312.5,217,335.2,296.5,304.7,227,10,4.5937,0,2021,August,8.0544,9.2861,1.2317,1,7.2478,,0,
1.6,4,ABCO,HP,-0.92,182.0052579,,above 50,271,0,271,16,83,67,1,277.9,195.8,382.7,263.1,313,226.3,60,6.1381,0,2021,August,8.33,10.3377,2.0077,1,7.2269,,60,
2.1,4,ABCO,HP,-1.77,199.0057561,,above 52,63,72,135,11,222,139,1,258.1,198.4,445.6,290.7,280.8,207.8,85,10.9196,1,2021,August,8.1981,10.0996,1.9015,2,7.2426,,100,
2.2,4,ABCO,HP,-0.65,168.4940918,,54,11,167,178,52,308,89,1,247.2,182.3,325.2,229.7,257.4,171.1,25,9.841,1,2021,August,7.9411,9.1674,1.2263,2,7.2133,sample being scorched,50,
2.3,4,ABCO,HP,-1.63,146.006533,,above 50,6,137,143,26,431,268,1,285.3,209.4,393.9,336.9,311.6,225.4,50,10.0864,1,2021,August,8.8948,11.1744,2.2796,2,7.3335,sample touching pilot flame,0,
2.4,4,ABCO,HP,-1.66,125.3748897,,above 52,334,0,334,14,,,1,271.8,211.5,,,,,5,18.4685,0,2021,August,7.9285,8.7813,0.8528,2,7.2483,thermocouple turned off,0,
2.5,4,ABCO,HP,-1.85,137.4918033,,,,0,,0,0,0,0,263,201.7,,,,,25,9.0242,0,2021,August,7.7836,8.6223,0.8387,2,7.1736,NOGORI,10,
1.1,5,ABCO,HP,-0.33,142.9879558,,,,0,,0,0,0,0,275.8,207.5,,,,,20,5.7516,0,2021,August,13.3799,15.1132,1.7333,1,12.1677,NOGORI,0,
1.2,5,ABCO,HP,-0.48,159.7536061,,46,222,45,267,14,178,119,1,289.7,222.8,352.1,259.9,323,246.3,25,5.568,1,2021,August,13.6371,16.2176,2.5805,1,12.0218,,25,
1.3,5,ABCO,HP,-2.61,152.7032209,,,,0,,0,0,0,0,295.1,218.7,,,,,40,8.3603,0,2021,August,8.7871,11.1766,2.3895,1,7.2223,NOGORI,40,
1.4,5,ABCO,HP,-0.14,142.1493663,,34,8,127,135,97,364,140,1,291.3,214.5,307,223.5,306.7,215.3,10,8.8101,1,2021,August,13.2314,14.5885,1.3571,1,12.2767,,0,
1.5,5,ABCO,HP,-2.52,130.0990893,,,,0,,0,0,0,0,309.4,227.6,,,,,20,6.295,0,2021,August,13.9815,16.2529,2.2714,1,12.2356,NOGORI,20,
1.6,5,ABCO,HP,-0.42,148.2448545,,,,0,,0,0,0,0,283.9,202.1,,,,,25,11.035,0,2021,August,13.7265,15.9521,2.2256,1,12.2252,NOGORI,0,
2.1,5,ABCO,HP,-0.38,175.1993567,,above 50,154,0,154,23,116,93,1,281.6,214.4,464.6,307.7,324.9,225.8,40,9.0451,0,2021,August,13.6178,16.2323,2.6145,2,12.1255,,50,
2.2,5,ABCO,HP,-0.11,170.2024134,,,,0,,0,0,0,0,287.7,215.6,,,,,50,4.2558,0,2021,August,13.6579,16.2814,2.6235,2,12.1165,NOGORI,50,
2.3,5,ABCO,HP,-0.22,177.9599811,,48,165,0,165,31,68,37,1,285.5,214.4,367.8,247.2,291.4,214,25,6.3219,0,2021,August,13.7658,16.7719,3.0061,2,12.0766,sample touching pilot flame,25,
2.4,5,ABCO,HP,-0.21,138.270345,,24 (but see notes),106,11,117,37,229,181,2,296.9,227.2,295.5,215.6,,,0,6.3854,1,2021,August,15.1399,19.34,4.2001,2,12.1023,2nd ignition - 14:03:02 to 14:03:30 w/ flame height of 38 and max temps recorded on right,0,
2.5,5,ABCO,HP,-0.84,127.793603,,,,0,,0,0,0,0,249.7,184,,,,,25,5.7895,0,2021,August,13.3433,14.9135,1.5702,2,12.1146,NOGORI,0,
1.1,6,ABCO,HP,-2.44,146.5561589,,,,0,,0,0,0,0,286.7,200.3,,,,,50,6.2513,0,2021,August,13.5888,15.64,2.0512,1,12.1892,NOGORI,50,
1.2,6,ABCO,HP,-2.79,128.5621387,,above 52,458,0,458,16,119,103,1,281.9,197.9,377.8,292.5,301.9,205.9,40,6.4627,0,2021,August,13.5207,15.3,1.7793,1,12.1367,NOGORI,0,
1.3,6,ABCO,HP,-3.31,136.9865662,,,,0,,0,0,0,0,273.2,188.3,,,,,80,5.2311,0,2021,August,13.0797,14.4971,1.4174,1,12.045,NOGORI,100,
1.4,6,ABCO,HP,-2.54,135.948096,,above 52,13,161,174,44,347,142,1,289,209.7,459.3,298.7,280.7,164.7,30,20.9507,1,2021,August,13.6072,15.6921,2.0849,1,12.0736,sample being scorched by pilot flame,0,
1.5,6,ABCO,HP,-0.66,161.4726551,,,,0,,0,0,0,0,277.8,198,,,,,20,3.2129,0,2021,August,7.8507,8.9077,1.057,1,7.1961,NOGORI,20,
1.6,6,ABCO,HP,-2.34,148.4218858,,above 52,282,0,282,16,60,44,1,296.9,199.2,319.3,233.3,290.7,196.9,55,5.6725,0,2021,August,13.1986,14.6987,1.5001,1,12.1879,sample barely touching pilot flame,50,
2.1,6,ABCO,HP,-2.34,152.226652,,,,0,,0,0,0,0,278.8,202.9,,,,,15,11.4464,0,2021,August,13.2481,15.0427,1.7946,2,12.0692,NOGORI,40,
2.2,6,ABCO,HP,-2.39,132.9033153,,above 52,3,157,160,24,304,123,1,287.4,190.4,395.3,320.2,290.9,202.7,50,10.898,1,2021,August,13.5104,15.4266,1.9162,2,12.0686,sample being touched by pilot flame,0,
2.3,6,ABCO,HP,-0.88,176.297907,,above 52,286,0,286,16,125,109,1,284.9,209.1,320.6,235.7,287,195.2,30,4.7614,0,2021,August,13.8632,17.1062,3.243,2,12.0237,,10,
2.4,6,ABCO,HP,-2.54,122.8842929,,above 52,164,0,164,32,167,135,1,277.2,205.5,491.5,370.3,321.2,207.1,50,13.5579,0,2021,August,13.9293,16.1277,2.1984,2,12.1403,,50,
2.5,6,ABCO,HP,-0.12,146.2021486,,,,0,,0,0,0,0,271.5,210.7,,,,,10,4.0426,0,2021,August,13.507,15.4395,1.9325,2,12.1852,NOGORI,0,
1.1,7,ABCO,HP,NA,,,,,0,,0,0,0,0,273.1,206.9,,,,,0,7.6393,0,2021,August,NA,10.2147,,1,7.2425,NOGORI,0,
1.2,7,ABCO,HP,-3.05,118.4429327,,above 52,178,0,178,21,112,91,1,241.8,192.7,326,322.4,257.3,183.3,10,8.8671,0,2021,August,8.1021,9.199,1.0969,1,7.176,,0,
1.3,7,ABCO,HP,-3.28,125.0851064,,above 52,93,0,93,10,84,74,1,223.7,184.3,292.2,246.2,235.7,182.9,65,3.7358,0,2021,August,7.6925,8.2804,0.5879,1,7.2225,,100,
1.4,7,ABCO,HP,-3.04,114.6645196,,above 52,162,0,162,14,106,92,1,251.7,197.9,294.5,228.5,252.8,185.2,25,7.6475,0,2021,August,8.1748,9.2429,1.0681,1,7.2433,,45,
1.5,7,ABCO,HP,-2.64,108.411215,,,,0,,0,0,0,0,253,203.1,,,,,30,4.29,0,2021,August,14.1117,16.3737,2.262,1,12.0252,NOGORI,0,
1.6,7,ABCO,HP,-3.26,75.39640121,,,,0,,0,0,0,0,243.6,210,,,,,50,5.4778,0,2021,August,13.202,14.0484,0.8464,1,12.0794,NOGORI,30,
2.1,7,ABCO,HP,-3.92,112.564291,,41,368,36,404,10,,,1,244.1,196.5,332.1,238.3,268.5,192.9,15,4.9543,1,2021,August,7.9228,8.6888,0.766,2,7.2423,,50,
2.2,7,ABCO,HP,-2.94,118.6464989,,above 52,129,0,129,18,69,51,1,260,208.1,349,258.9,246.9,180.8,30,7.6668,0,2021,August,14.4164,17.1461,2.7297,2,12.1157,,0,
2.3,7,ABCO,HP,-2.54,165.8486591,,,,0,,0,0,0,0,264.4,192.5,,,,,70,9.9585,0,2021,August,14.0472,16.96,2.9128,2,12.2909,NOGORI,70,
2.4,7,ABCO,HP,-3.38,284.5072807,,above 52,118,0,118,78,330,252,1,237.2,203.5,304.7,265.8,245.1,184.7,20,16.0718,0,2021,August,8.7768,10.4571,1.6803,2,8.1862,sample barely touching pilot flame,10,
2.5,7,ABCO,HP,-3.2,98.23352292,,above 52,88,36,124,19,113,58,1,248.9,220.6,318.4,283.8,262.3,206.7,10,7.6393,1,2021,August,8.6675,10.1356,1.4681,2,7.173,,0,
1.1,8,ABCO,HP,-3.12,103.2990072,,,,0,,0,0,0,0,220.9,181.7,,,,,10,10.1216,0,2021,August,7.8476,9.5228,1.6752,1,6.2259,NOGORI,10,
1.2,8,ABCO,HP,-3.48,112.0822128,,above 52,137,0,137,20,124,104,1,250.4,196.6,311.6,254.3,243.3,198.3,30,8.7192,0,2021,August,8.2145,9.3815,1.167,1,7.1733,,0,
1.3,8,ABCO,HP,-3.55,192.0289855,,,,0,,0,0,0,0,226.7,203.1,,,,,90,6.3372,0,2021,August,7.7692,8.7762,1.007,1,7.2448,NOGORI,0,
1.4,8,ABCO,HP,-3.18,120.0830086,,,,0,,0,0,0,0,230.1,188.1,,,,,40,4.0502,0,2021,August,8.3977,9.8154,1.4177,1,7.2171,NOGORI,0,
1.6,8,ABCO,HP,-3.51,115.0250781,,,,0,,0,0,0,0,253,184.3,,,,,75,4.2887,0,2021,August,8.5431,10.1255,1.5824,1,7.1674,NOGORI,75,
2.1,8,ABCO,HP,-2.84,135.8888694,,above 52,7,125,132,21,190,44,1,224.5,177.9,305.9,242,231.9,165.2,75,5.4529,1,2021,August,6.7726,7.5454,0.7728,2,6.2039,sample touching pilot flame,100,
2.2,8,ABCO,HP,-3,122.1329952,,above 52,2,122,124,37,219,60,1,223.7,178.1,322.4,243.4,222.3,162.5,15,6.2313,1,2021,August,8.6104,10.3442,1.7338,2,7.1908,sample touching pilot flame,0,
2.3,8,ABCO,HP,-3.2,139.0375644,,50,126,0,126,21,,,1,225.8,179.6,303.3,247.3,233,175,85,5.4146,0,2021,August,8.0624,9.195,1.1326,2,7.2478,sample touching pilot flame,75,
2.4,8,ABCO,HP,-2.99,110.7012786,,above 52,189,0,189,19,125,106,1,233.2,192.3,357.8,283.5,245.5,174.9,15,6.9112,0,2021,August,8.5394,9.968,1.4286,2,7.2489,sample touching pilot flame,10,
2.5,8,ABCO,HP,-2.32,121.4687532,,above 52,119,0,119,24,166,142,2,248.6,212.3,309.1,275.7,260.5,194.8,30,9.0031,0,2021,August,8.1032,10.4784,2.3752,2,6.1478,2nd ignition - 13:58:35 to 13:58:40 w/ max temps of 302.8 and 266.8,25,
1.1,9,ABCO,HP,-3.07,129.8600858,,above 52,176,0,176,18,214,196,1,236.3,193.1,293.2,243.1,243.1,184.9,75,5.1423,0,2021,August,13.5899,15.4369,1.847,1,12.1676,,75,
1.2,9,ABCO,HP,-3.46,113.4798408,,,,0,,0,0,0,0,233.2,197,,,,,10,5.6258,0,2021,August,13.8703,15.8377,1.9674,1,12.1366,NOGORI,0,
1.3,9,ABCO,HP,-3.21,110.2941176,,,,0,,0,0,0,0,237.8,187.6,,,,,80,4.1346,0,2021,August,13.2422,14.5622,1.32,1,12.0454,NOGORI,25,
1.4,9,ABCO,HP,-3,139.5112877,,38,5,114,119,38,204,52,1,247.8,217,341.6,308.4,247.4,181.8,55,6.049,1,2021,August,13.4592,15.1092,1.65,1,12.2765,sample touching pilot flame,100,
1.5,9,ABCO,HP,-3.01,109.9949942,,above 52,177,0,177,40,113,73,1,225.8,181.6,359.1,299.2,251.8,194.7,15,6.4602,0,2021,August,13.4336,14.752,1.3184,1,12.235,sample touching pilot flame,5,
1.6,9,ABCO,HP,-3.44,104.1664044,,,,0,,0,0,0,0,248.5,198.1,,,,,10,5.2749,0,2021,August,13.7757,15.4308,1.6551,1,12.1868,NOGORI,0,
2.1,9,ABCO,HP,-3.33,126.3233386,,above 52,108,15,123,15,154,124,2,232.9,193.2,,,,,95,5.8547,1,2021,August,13.586,15.4355,1.8495,2,12.1219,thermocoupler turned off; 2nd ignition - 10:41:18 to 10:41:21,30,
2.2,9,ABCO,HP,-3.21,121.4315789,,42,95,0,95,20,87,67,1,236.6,195.7,343.7,318.2,253.9,199.6,50,3.0507,0,2021,August,13.0182,14.1718,1.1536,2,12.0682,,0,
2.3,9,ABCO,HP,-3.06,135.778925,,38,73,0,73,71,218,147,1,250.4,203.1,208.7,230.4,200,175.7,75,7.1887,0,2021,August,13.6685,15.9041,2.2356,2,12.022,,50,
2.4,9,ABCO,HP,-3.22,114.1158059,,above 52,93,66,159,26,194,102,1,239.1,193.2,456.2,304.2,232.4,182.3,60,13.128,1,2021,August,13.4089,14.8673,1.4584,2,12.1309,pilot flame goes off momentarily,0,
2.5,9,ABCO,HP,-3.5,94.62795845,,,,0,,0,0,0,0,240.6,198.1,,,,,0,6.8118,0,2021,August,13.2889,14.4004,1.1115,2,12.1143,NOGORI,0,
1.1,10,ABCO,HP,-3.59,88.40811966,,,,0,,0,0,0,0,244,198.2,,,,,30,5.5138,0,2021,August,13.4989,14.6574,1.1585,1,12.1885,NOGORI,0,
1.2,10,ABCO,HP,-4.17,112.0218066,,above 52,161,178,339,25,254,51,1,270.9,221.6,316.9,249.5,275.2,206.9,20,NA,1,2021,August,14.2404,16.624,2.3836,1,12.1126,sample touching pilot flame,0,
1.3,10,ABCO,HP,-4.37,92.94380066,,,,0,,0,0,0,0,244.3,201.5,,,,,20,2.9256,0,2021,August,14.0139,15.7223,1.7084,1,12.1758,NOGORI,40,
1.4,10,ABCO,HP,-3.15,122.83,,36,7,96,103,75,249,78,1,266.6,213.3,338.2,262.7,274.6,202.4,5,9.7549,1,2021,August,15.0533,18.7382,3.6849,1,12.0533,sample being scorched by pilot flame,0,
1.5,10,ABCO,HP,-3.26,115.4761905,,above 52,168,0,168,24,109,85,1,272.6,246.5,375.3,333.1,269.4,205.6,60,6.4946,0,2021,August,13.0833,14.2182,1.1349,1,12.1005,sample touching pilot flame,40,
1.6,10,ABCO,HP,-4.07,105.4070736,,above 52,72,73,145,32,159,54,1,254.9,265.6,446.4,303.2,281.8,203.8,20,8.0925,1,2021,August,13.8032,15.5109,1.7077,1,12.1831,sample touching pilot flame,0,
2.1,10,ABCO,HP,-3.49,113.7764825,,above 52,225,0,225,21,115,94,1,260.1,209.1,373.5,288,305.3,220.7,10,7.9556,0,2021,August,13.146,14.161,1.015,2,12.2539,,0,
2.2,10,ABCO,HP,-3.35,111.8979733,,,,0,,0,0,0,0,256.2,223.5,,,,,20,10.0807,0,2021,August,13.3989,14.851,1.4521,2,12.1012,NOGORI,20,
2.3,10,ABCO,HP,-3.49,139.9369238,,49,188,0,188,29,82,53,1,262.2,218.6,357.6,307,270.7,208.6,50,5.979,0,2021,August,14.2173,17.1014,2.8841,2,12.1563,sample touching pilot flame,50,
2.4,10,ABCO,HP,-3.54,115.7063404,,above 52,218,0,218,66,,,1,258.6,213.2,353.1,271.9,278.5,206.1,30,14.8407,0,2021,August,14.8284,17.949,3.1206,2,12.1314,sample touching pilot flame,15,
2.5,10,ABCO,HP,-3.97,106.4922893,,48,126,0,126,23,77,54,1,255.1,210.1,406.4,359,280.3,213.6,40,3.7669,0,2021,August,14.5396,17.0394,2.4998,2,12.1922,sample touching pilot flame,15,
1.1,11,ABCO,HP,-3.35,111.6615772,,47,172,0,172,24,146,122,1,266.2,207.3,413.7,281.1,289.9,199.2,10,9.5594,0,2021,August,14.8906,17.9987,3.1081,1,12.1071,,10,
1.3,11,ABCO,HP,-3.97,105.3002674,,,,0,,0,0,0,0,250.1,199,,,,,50,3.3133,0,2021,August,13.4467,14.746,1.2993,1,12.2128,NOGORI,0,
1.5,11,ABCO,HP,-3.33,111.5019799,,36,91,0,91,14,218,204,2,250.6,214.6,382.4,299.2,292.7,211,30,5.8345,0,2021,August,14.2037,16.6253,2.4216,1,12.0319,2nd ignition - 12:20:56 to 12:21:10 w/ max temps of 338.4 and 256.8,15,
1.6,11,ABCO,HP,-3.85,105.2970162,,above 52,234,0,234,12,108,96,1,264.5,209.3,338.8,222,271.8,177.5,40,7.8362,0,2021,August,13.5813,15.1199,1.5386,1,12.1201,sample barely touching pilot flame,20,
2.1,11,ABCO,HP,-3.44,114.6183974,,,,0,,0,0,0,0,264.7,205.8,,,,,30,7.339,0,2021,August,14.0663,16.2319,2.1656,2,12.1769,NOGORI,0,
2.2,11,ABCO,HP,-3.32,127.2893997,,49,5,100,105,27,274,147,1,268.4,204.2,406.3,283.7,266.8,184,25,7.1739,1,2021,August,13.76,15.8422,2.0822,2,12.1242,sample touching pilot flame,10,
2.3,11,ABCO,HP,-3.78,118.1749049,,,,0,,0,0,0,0,263,198.8,,,,,50,3.7555,0,2021,August,12.9221,13.8545,0.9324,2,12.1331,NOGORI,50,
2.5,11,ABCO,HP,-3.87,82.47176857,,,,0,,0,0,0,0,268.8,202.8,,,,,5,5.472,0,2021,August,14.389,16.2221,1.8331,2,12.1663,NOGORI,0,
1.1,1,ARPA,HP,,,,,13,,,0,,,0,221.1,202.8,,,,,,,1,2021,August,,,,1,,sample touching pilot flame,,
1.2,1,ARPA,HP,,,,44,138,0,138,22,,,1,226.5,209.2,,,,,,,0,2021,August,,,,1,,sample touching pilot flame; thermocoupler off,,
1.3,1,ARPA,HP,,,,38,22,49,71,42,225,134,1,247.7,204.2,257.7,222.6,238.7,196.1,,,1,2021,August,,,,1,,sample touching pilot flame,,
1.4,1,ARPA,HP,,,,,,0,,0,0,0,0,252.5,215.9,,,,,,,0,2021,August,,,,1,,NOGORI,,
1.5,1,ARPA,HP,,,,,,0,,0,0,0,0,314.9,225.5,,,,,,,0,2021,August,,,,1,,NOGORI,,
1.6,1,ARPA,HP,,,,above 46,95,0,95,22,112,90,1,278.2,216.2,346.1,274.3,320.8,211,,,0,2021,August,,,,1,,,,
2.1,1,ARPA,HP,,,,36,56,0,56,13,194,181,1,254.3,210.6,300.8,246.4,258.9,196,,,0,2021,August,,,,2,,,,
