"","bins10lfm","bins20lfm","bins40lfm","bins5lfm","bottle.wt","dry.wt","dw.flam.sample","fd","fh","fresh.wt","gd","gdw.gfw","gdw.gww","gdw.gww.saturated","glow","gr","gti","gww.gdw","gww.gdw.saturated","hydration","ignition","ignition.temp","individual","lfm","lfm.NAs.imputed","lfm.notes","lfm.outliers.out","max.mpa.sample","model","model.spp.gr","model.spp.gr.sample","month","mpa","n","pfg","prop.ignite","prop.new","ros","round","RWC","RWD","sample","sample.wt","site","spp","start.temp","temp.max","total","ttfg","tti","ttms","water.wt","ww.flam.sample","year","year.month","mean.wt","dry.norm.fh","dry.norm.gd","dry.norm.fd","dry.norm.pfg","dry.norm.ttfg","dry.norm.tti","dry.norm.gti","temp.change","PC1.norm","PC2.norm","PC3.norm","PC4.norm","PC5.norm","PC6.norm","PC7.norm","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"325","(70,80]","(60,80]","(40,80]","(70,75]",7.1783,7.7799,3.37494894363623,19,29,8.2074,260,0.947912859127129,1.4072514619883,0.745242892321468,0,"(70,80]",0.5,0.7106050532,1.341844398,"hydrated",1,267.2,"2020_October_ARPA_1.1",71.06050532,71.06050532,"0",71.06050532,-0.046,"HP","2020_October_HP_ARPA_(70,80]","2020_October_HP_ARPA_(70,80]_1.1","October",-5.761,12,241,3408,NA,0.526315789473684,8,52.9573365033343,47.0426634966657,1.1,3.5604,"SEKI","ARPA",250.1,340,409,33,33,2,0.4275,0.185451056363769,2020,"2020_October",3.70336718504992,8.59272258167997,77.0382024564411,5.62971479489377,71.4084876615473,9.77792569639445,9.77792569639445,0.14815038933931,89.9,0.340541871165204,-1.01916980057831,0.0921913838230527,-0.113051556120212,-1.7290503321308,0.224652184971268,0.0243968362805069,-3.13931599273256,-0.0138243717755886,-0.108817163381235,0.656402875399479,0.612656144941473,-0.206568415397967,0.0394785397590015,-0.000692220304064101
"326","(130,140]","(120,140]","(120,160]","(130,135]",7.2425,7.7024,6.87885023094688,22,43,8.3136,264,0.926481909160893,0.752454188481676,0.611753371868979,0,"(130,140]",0.5,1.328984562,1.634645669,"hydrated",1,289.9,"2020_October_PIJE_1.6",132.8984562,132.8984562,"0",132.8984562,-0.046,"HP","2020_October_HP_PIJE_(130,140]","2020_October_HP_PIJE_(130,140]_1.6","October",-2.182,12,242,3408,100,0.454545454545455,5,81.3010787110219,18.6989212889781,1.6,7.4247,"SEKI","PIJE",283.6,348.9,409,109,109,8,0.6112,0.545849769053117,2020,"2020_October",3.70336718504992,6.2510446595493,38.3785067470004,3.19820889558336,35.180297851417,15.8456713462994,15.8456713462994,0.0726865658087128,65.3,-1.94681030321949,-1.86185935688694,0.254341531604291,0.0834853125953178,-1.44562897205169,0.316812590246403,0.0898670911280743,-2.55774785862391,-0.300585260609942,0.643101246293829,-0.124363420162158,0.360648203507482,0.467919419527689,0.0128139285315382,-0.000306682412178706
"327","(90,100]","(80,100]","(80,120]","(95,100]",7.2083,7.6606,4.19659932439929,33,32,8.1113,277,0.944435540542206,1.00355003328156,0.89583782618072,0,"(90,100]",0.5,0.9964625249,1.116273471,"hydrated",1,218.1,"2020_October_ARPA_2.5",99.64625249,99.64625249,"0",99.64625249,-0.046,"HP","2020_October_HP_ARPA_(90,100]","2020_October_HP_ARPA_(90,100]_2.5","October",-1.998,13,244,3146,NA,0.303030303030303,2,89.2668822459188,10.7331177540812,2.5,4.4435,"SEKI","ARPA",217.8,232.8,409,58,58,8,0.4507,0.246900675600705,2020,"2020_October",3.70336718504992,7.62522164409406,66.0058248566892,7.863509820472,58.1423150362172,13.8207142299205,13.8207142299205,0.11914408818897,15,-1.74726753664585,-0.249208302878119,0.149958494696955,-0.145077174986668,-1.76672920060584,0.196286555754291,0.135532122651495,-2.81428086004879,0.34914847767188,0.326475643256075,0.178248623943284,0.648865592928408,0.267495306174439,0.0235702263506882,-0.000375697894721008
"328","(100,110]","(100,120]","(80,120]","(105,110]",7.2495,7.7946,2.63921524989575,18,31,8.3935,268,0.928647167451004,0.91016864251127,0.715840924239057,0,"(100,110]",0.5,1.098697487,1.396958411,"hydrated",1,254.3,"2020_October_CADE_2.2",109.8697487,109.8697487,"0",109.8697487,-0.046,"HP","2020_October_HP_CADE_(100,110]","2020_October_HP_CADE_(100,110]_2.2","October",-2.02,10,250,4090,NA,0.555555555555556,2,78.6492624510924,21.3507375489076,2.2,2.842,"SEKI","CADE",264.1,280,409,88,88,7,0.5989,0.202784750104247,2020,"2020_October",3.70336718504992,11.7459157608401,101.545336255005,6.82020915145553,94.725127103549,33.3432447404492,33.3432447404492,0.189450254207098,15.9,1.76949126455577,-2.26826999770842,0.0335085371624678,-1.49044307209327,-0.450253878556508,0.0940146370131287,-0.414201392956499,0.0187051609898011,-3.2568947747728,-1.13644111381721,0.798684719593898,1.82354338705844,-0.616213797283197,-0.0135570912133018,-0.000329413181687202
"329","(110,120]","(100,120]","(80,120]","(110,115]",7.2162,7.4477,2.84803061073651,29,35,7.712,293,0.965728734439834,0.875898600075673,0.807510431154382,0,"(110,120]",12,1.141684665,1.238374096,"hydrated",1,277.5,"2020_October_ARPA_1.6",114.1684665,114.1684665,"0",114.1684665,-0.046,"HP","2020_October_HP_ARPA_(110,120]","2020_October_HP_ARPA_(110,120]_1.6","October",-0.186,8,252,5112,NA,0.344827586206897,1,92.192227590006,7.80777240999396,1.6,2.9491,"SEKI","ARPA",281.8,359.7,409,28,40,4,0.2643,0.101069389263485,2020,"2020_October",3.70336718504992,12.2891937565758,102.87810773362,10.1824748268771,88.4821950473459,9.83135500526066,14.0447928646581,4.21343785939742,77.9,3.20636850146279,-0.309229086438071,-0.790444875484726,1.03009061512027,-1.42350970905773,0.0607500425706485,0.0935332537499838,-2.79865527179863,0.271028593276908,0.257547147618145,0.0782804371126367,0.626923615138724,0.480711466047859,-0.0142486806549376,-0.000437636466614163
"330","(110,120]","(100,120]","(80,120]","(115,120]",7.2026,7.4399,1.84533028619529,10,37,7.722,262,0.963468013468013,0.841191066997516,0.399281383337075,0,"(110,120]",0.5,1.18879056,1.424321503,"hydrated",1,241.4,"2020_October_QUKE_1.6",118.879056,118.879056,"0",118.879056,-0.046,"HP","2020_October_HP_QUKE_(110,120]","2020_October_HP_QUKE_(110,120]_1.6","October",-1.753,4,252,10225,NA,1,2,83.4636391780993,16.5363608219007,1.6,1.9153,"SEKI","QUKE",255.5,245,409,28,28,2,0.2821,0.069969713804714,2020,"2020_October",3.70336718504992,20.0506111435947,141.980003233022,5.41908409286343,136.560919140158,15.1734354600176,15.1734354600176,0.270954204643172,-10.5,1.33813009756645,-0.0217652956330922,-0.441284403410912,0.0208426089075789,-1.10813298959263,0.0467627753507261,0.0432944613831752,-2.71638889470629,0.0766654493838625,0.0122380266725311,0.650806139516704,0.321439682166514,0.361695062190958,0.0236791265752181,-0.000822483259824757
"331","(90,100]","(80,100]","(80,120]","(95,100]",12.2535,12.7364,3.2267502272865,18,35,13.1992,272,0.964937268925389,1.04343128781331,0.914071856287425,0,"(90,100]",0.5,0.9583764755,1.094005896,"hydrated",1,243.1,"2020_October_ARPA_2.4",95.83764755,95.83764755,"0",95.83764755,-0.046,"HP","2020_October_HP_ARPA_(90,100]","2020_October_HP_ARPA_(90,100]_2.4","October",-2.804,13,254,3146,NA,0.555555555555556,5,87.6024963854491,12.3975036145509,2.4,3.344,"SEKI","ARPA",244.7,261.2,409,58,58,4,0.4628,0.117249772713498,2020,"2020_October",3.70336718504992,10.8468265389828,84.2953376743806,5.57836793433401,78.7169697400466,17.9747411217429,17.9747411217429,0.154954664842611,16.5,0.536994476413238,-1.04194692669515,-0.0357850589161559,-0.158610344090533,-1.45060205542928,0.18243367871416,0.0041545975947531,-2.77945546065126,-0.114159818075742,0.0243787165178732,0.453145528955399,0.654720612440222,0.0186303720199981,0.0260241686989395,-0.00055772912568841
"332","(90,100]","(80,100]","(80,120]","(95,100]",12.1054,12.4718,3.67348761416415,25,28,12.8324,281,0.971899255010754,1.01608430393788,0.787051687763713,0,"(90,100]",0.5,0.9841703057,1.270564584,"hydrated",1,240.7,"2020_October_ARPA_1.4",98.41703057,98.41703057,"0",98.41703057,-0.046,"HP","2020_October_HP_ARPA_(90,100]","2020_October_HP_ARPA_(90,100]_1.4","October",-4.063,13,256,3146,NA,0.4,5,77.4592899954466,22.5407100045534,1.4,3.7797,"SEKI","ARPA",246.4,263.7,409,43,43,4,0.3606,0.106212385835853,2020,"2020_October",3.70336718504992,7.62218440373618,76.4940649089238,6.80552178905016,69.6885431198737,11.7054974771663,11.7054974771663,0.136110435781003,17.3,1.85816264532564,-2.00712089147013,0.0363502670678906,-0.473087744701306,-1.10898057733717,0.214818280065085,-0.178195498865711,-2.61258010265399,-1.05578194934366,-0.389548257528598,0.862954964519966,0.547605270751381,-0.0385876006148743,0.0310953526977156,-0.000833131513630699
"333","(20,30]","(20,40]","(0,40]","(20,25]",0,9.7517682089283,0.823832420966686,10,36,10.0604865397621,271,0.969313777259808,11.3807223064816,0.787051687763713,0,NA,0.5,0.213291004768895,1.270564584,"dry",1,241.5,"2020_October_ARPA_1.4",NA,21.3291004768895,"no lfm",NA,-0.046,"HP","2020_October_HP_ARPA_NA","2020_October_HP_ARPA_NA_1.4","October",-10,3,261,13633,NA,1,8,16.787104524621,83.212895475379,1.4,0.849913041879598,"SEKI","ARPA",240.8,275.5,409,43,43,2,0.856867248520286,0.0260806209129115,2020,"2020_October",3.70336718504992,43.698207406984,328.950394647018,12.1383909463844,316.812003700634,52.1950810694531,52.1950810694531,0.606919547319222,34.7,2.96682252396504,-0.925936915507975,-0.335738414063536,-0.11032553066641,-1.11406399550243,0.105507189159385,-0.115391982422048,-3.07223042348579,-0.491259455962104,-0.449376113824452,1.11359533833633,0.271372228808749,-0.0400769759095654,0.0354994479197541,-0.00113585769941534
"334","(140,150]","(140,160]","(120,160]","(140,145]",12.1145,12.401,7.17356798694301,21,24,12.8054,319,0.968419572992644,0.708456973293769,0.573335644937587,1,"(140,150]",10,1.411518325,1.744179014,"hydrated",1,271.6,"2020_October_PIJE_1.2",141.1518325,141.1518325,"0",141.1518325,-0.046,"HP","2020_October_HP_PIJE_(140,150]","2020_October_HP_PIJE_(140,150]_1.2","October",-2.906,13,288,3146,100,0.476190476190476,4,80.9273769303591,19.0726230696409,1.2,7.4075,"SEKI","PIJE",254.3,297.8,409,62,72,605,0.4044,0.233932013056992,2020,"2020_October",3.70336718504992,3.34561546550945,44.4688055623964,2.92741353232077,40.1473855861134,8.64283995256607,10.0368463965283,1.39400644396227,43.5,2.76353586410622,-1.16486550348559,-0.605026809427103,1.61526907625822,-1.74305075908852,0.209604171973036,0.133986577588491,-3.23459100487739,0.0679213748220922,0.282880712421315,0.140066034166757,0.340755957501275,0.529553279617068,-0.0104016464928472,-0.000589817366073786
"335","(100,110]","(100,120]","(80,120]","(100,105]",12.1844,12.7977,8.92368589191923,47,38,12.8515,348,0.995813718243007,11.3996282527881,0.623787011694447,1,"(0,10]",7,1.04293669960611,1.603111288,"hydrated",1,253.8,"2020_October_PIJE_1.4",8.772215881,104.293669960611,"0",NA,-0.046,"HP","2020_October_HP_PIJE_(0,10]","2020_October_HP_PIJE_(0,10]_1.4","October",-3.487,1,294,40900,100,0.212765957446809,4,65.057036739305,34.942963260695,1.4,8.9612,"SEKI","PIJE",261.7,300.2,409,82,89,15,0.0538,0.037514108080769,2020,"2020_October",3.70336718504992,4.25833007349694,38.9973385678141,5.26688193300937,32.9460274107395,9.1890280533355,9.97345727740072,0.784429224065225,38.5,2.28255866477118,-0.0481799104530086,-0.377062190753822,0.195880882830455,-1.38330965891036,0.0954286571264303,0.0284962983546637,-3.33140550366812,-0.0637245025670198,-0.188339703454463,0.936102467722925,0.0736490158954235,0.408052020552859,0.0304290098349527,-0.00109662716376469
"336","(70,80]","(60,80]","(40,80]","(75,80]",12.1163,12.6346,3.82975429760378,6,31,13.0247,329,0.970049214185356,1.32863368367085,0.780152118797536,1,"(70,80]",29,0.7526529037,1.2818013,"hydrated",1,260.8,"2020_October_ARPA_1.3",75.26529037,75.26529037,"0",75.26529037,-0.046,"HP","2020_October_HP_ARPA_(70,80]","2020_October_HP_ARPA_(70,80]_1.3","October",-5.558,12,294,3408,NA,1.66666666666667,5,58.718375749814,41.281624250186,1.3,3.948,"SEKI","ARPA",243.9,261.2,409,88,117,4,0.3901,0.118245702396216,2020,"2020_October",3.70336718504992,8.09451405783295,85.906294355711,1.56668014022573,76.7673268710609,22.9779753899774,30.5502627344018,7.57228734442438,17.3,4.49284371115772,0.00500863416106767,-0.994860915242527,1.22817517880767,-1.7669439748245,-0.000953042382290548,0.0781381391046911,-2.92164154049598,0.787907313152963,-0.157936249202318,0.24824305266532,1.30316264949588,-0.8626911634832,-0.0156560793662916,-0.000407636778974868
"337","(110,120]","(100,120]","(80,120]","(110,115]",7.2437,7.5641,2.99050920174165,33,21,7.9235,329,0.954641257020256,0.891485809682805,0.596538985028194,0,"(110,120]",0.5,1.121722846,1.676336375,"hydrated",1,249.7,"2020_October_ARPA_1.2",112.1722846,112.1722846,"0",112.1722846,-0.046,"HP","2020_October_HP_ARPA_(110,120]","2020_October_HP_ARPA_(110,120]_1.2","October",-0.109,8,296,5112,NA,0.303030303030303,1,66.915140823094,33.084859176906,1.2,3.1326,"SEKI","ARPA",228.8,286.3,409,50,50,5,0.3594,0.142090798258346,2020,"2020_October",3.70336718504992,7.02221547680567,110.014709136622,11.0349100349803,98.9797991016418,16.7195606590611,16.7195606590611,0.167195606590611,57.5,1.70252974757649,-0.439487906867482,0.506622878106209,-1.51967240926868,-1.80532336978421,0.173845663655559,-0.3149217832455,-3.07704243483151,-0.387179222992627,-0.246221860527247,0.723480118476955,0.517767608276842,0.554375665274197,0.023713184917407,-0.000740970517447145
"338","(140,150]","(140,160]","(120,160]","(140,145]",12.0576,12.4332,11.7120109207857,24,45,12.9661,339,0.958900517503335,0.704822668418087,0.623787011694447,1,"(140,150]",9,1.418796592,1.603111288,"hydrated",1,276.1,"2020_October_PIJE_1.4",141.8796592,141.8796592,"0",141.8796592,-0.046,"HP","2020_October_HP_PIJE_(140,150]","2020_October_HP_PIJE_(140,150]_1.4","October",-2.291,13,306,3146,100,0.416666666666667,3,88.5026886542639,11.4973113457361,1.4,12.214,"SEKI","PIJE",277.3,406.1,409,85,94,13,0.5329,0.50198907921426,2020,"2020_October",3.70336718504992,3.84220953210834,28.9446451418829,2.04917841712445,26.1270248183367,7.25750689398243,8.0259488004041,0.768441906421669,128.8,2.73902173461652,-0.983870054507588,0.00168027718911108,-1.05169910800537,-1.28627055916901,0.0882919401498235,-0.311723435427525,-2.38985686731177,-0.66682589559989,-0.524915114046671,0.779327713653484,1.04069411302346,-0.247514843141898,0.0186817325739836,-0.000627208910637473
"339","(90,100]","(80,100]","(80,120]","(95,100]",7.2002,7.4485,2.94720357695861,46,35,7.6853,496,0.969187930204416,1.04856418918919,0.780152118797536,0,"(90,100]",0.5,0.9536850584,1.2818013,"hydrated",1,249.4,"2020_October_ARPA_1.3",95.36850584,95.36850584,"0",95.36850584,-0.046,"HP","2020_October_HP_ARPA_(90,100]","2020_October_HP_ARPA_(90,100]_1.3","October",-3.749,13,450,3146,NA,0.217391304347826,4,74.4019418922418,25.5980581077582,1.3,3.0409,"SEKI","ARPA",254.1,266.7,409,40,40,4,0.2368,0.0936964230413904,2020,"2020_October",3.70336718504992,11.8756641969465,168.295126905299,15.6080158017011,152.687111103598,13.5721876536531,13.5721876536531,0.169652345670664,12.6,2.29005606225701,-1.57226567347731,-0.00482759004765877,-0.0851638172794939,-1.49313292277385,0.232327474826255,-0.102310786577383,-3.16421021752152,-0.513564481400758,-0.23485939351515,0.779764332272289,0.364347937326047,0.231985016515036,0.0262894694339397,-0.000874634191391087
"1100","(20,30]","(20,40]","(0,40]","(20,25]",12.0531,12.397,0.575486672061404,20,13,12.4813,122,0.993245895860207,4.07947805456702,0.93109105824446,0,"(20,30]",27,0.2451293981,1.074008811,"dry",1,275.8,"2020_October_CECO_2.1",24.51293981,24.51293981,"0",24.51293981,-0.046,"EPI","2020_October_EPI_CECO_(20,30]","2020_October_EPI_CECO_(20,30]_2.1","October",-9,1,88,40900,NA,0.5,7,22.8237790592949,77.1762209407051,2.1,0.5794,"SEKI","CECO",274.6,399.1,409,9,22,NA,0.0843,0.00391332793859611,2020,"2020_October",0.50293,22.5895761468007,211.994483839206,34.7531940720011,152.914053916805,15.6389373324005,38.2285134792012,46.9168119972014,124.5,0.0698212173025126,-1.18240787246362,0.281997432290785,-0.390858464067762,1.00008849140451,0.0762878795265304,-0.123138507620064,0.184246456311816,1.15629501315735,-0.451102917149211,0.36631045282517,-0.420053237145196,0.662792968095169,-0.230006101701292,0.000726973875084835
"2100","(130,140]","(120,140]","(120,160]","(130,135]",7.2425,7.7024,0.467224826789838,6,5,8.3136,26,0.926481909160893,0.752454188481676,0.611753371868979,1,"(130,140]",19,1.328984562,1.634645669,"hydrated",1,281,"2020_October_PIJE_1.6",132.8984562,132.8984562,"0",132.8984562,-0.046,"EPI","2020_October_EPI_PIJE_(130,140]","2020_October_EPI_PIJE_(130,140]_1.6","October",-2.182,6,1,6817,100,1.66666666666667,5,81.3010787110219,18.6989212889781,1.6,0.5043,"SEKI","PIJE",273.9,311,409,19,38,NA,0.6112,0.0370751732101616,2020,"2020_October",0.50293,10.7014861225451,55.6477278372346,12.8417833470541,2.14029722450902,40.6656472656714,81.3312945313429,40.6656472656714,37.1,1.35365780351913,0.107374232212274,0.808017128927845,0.30454915657593,1.0589289788443,-0.0463821526519388,0.0605030658520455,1.44040230740678,0.237982700847093,0.25841554136875,1.05046102833563,-0.723693652511073,0.413069812646251,0.0721640580493014,0.00312440744570797
"340","(90,100]","(80,100]","(80,120]","(90,95]",7.2238,7.5171,0.479136910389477,2,15,7.7848,37,0.965612475593464,1.09562943593575,0.581926772266944,1,"(90,100]",15,0.9127173542,1.718429273,"hydrated",1,301.2,"2020_October_QUKE_1.9",91.27173542,91.27173542,"0",91.27173542,-0.046,"EPI","2020_October_EPI_QUKE_(90,100]","2020_October_EPI_QUKE_(90,100]_1.9","October",-5.542,11,20,3718,NA,5,2,53.1134663812259,46.8865336187741,1.9,0.4962,"SEKI","QUKE",276.8,333,409,4,19,NA,0.2677,0.0170630896105231,2020,"2020_October",0.50293,31.3062919485934,77.2221868065304,4.17417225981245,41.7417225981245,8.34834451962491,39.6546364682183,31.3062919485934,56.2,0.508678452455878,1.77598454195351,0.106102832292396,-0.174231338446862,-0.0774108702109683,-0.157239426019572,-0.124987874038443,0.177720982405299,-1.39041993486738,-1.005066579844,0.282013644779398,0.445033734602307,-0.0178885095850621,-0.00781923633827461,0.00361928497161788
"410","(70,80]","(60,80]","(40,80]","(75,80]",12.1163,12.6346,0.444767564703986,9,5,13.0247,45,0.970049214185356,1.32863368367085,0.780152118797536,1,"(70,80]",14,0.7526529037,1.2818013,"hydrated",1,293.5,"2020_October_ARPA_1.3",75.26529037,75.26529037,"0",75.26529037,-0.046,"EPI","2020_October_EPI_ARPA_(70,80]","2020_October_EPI_ARPA_(70,80]_1.3","October",-5.558,12,22,3408,NA,1.11111111111111,5,58.718375749814,41.281624250186,1.3,0.4585,"SEKI","ARPA",286.2,369.1,409,12,26,NA,0.3901,0.0137324352960145,2020,"2020_October",0.50293,11.2418269603984,101.176442643586,20.2352885287171,49.4640386257529,26.9803847049561,58.4575001940716,31.4771154891155,82.9,-1.49706705491677,1.35449397150767,0.176880232276521,0.112462625728202,-0.374818581494541,-0.00482156195634192,-0.0815681598633679,-1.40078340297095,-1.52817436007737,1.22104000727461,0.15294146812008,-0.749255749751518,-0.872224270370871,0.0796508563215486,-0.00338712592599465
"510","(160,170]","(160,180]","(160,200]","(160,165]",12.0947,12.3621,0.575230832304157,1,7,12.7934,45,0.966287304391327,0.619986088569442,0.619986088569442,1,"(160,170]",22,1.612939417,1.612939417,"hydrated",1,326.9,"2020_October_QUKE_1.2",161.2939417,161.2939417,"0",161.2939417,-0.046,"EPI","2020_October_EPI_QUKE_(160,170]","2020_October_EPI_QUKE_(160,170]_1.2","October",-0.106,3,22,13633,NA,10,1,100,0,1.2,0.5953,"SEKI","QUKE",279.2,357.3,409,5,27,NA,0.4313,0.0200691676958432,2020,"2020_October",0.50293,12.1690278178599,78.2294645433852,1.73843254540856,38.2455159989883,8.6921627270428,46.9376787260311,38.2455159989883,78.1,0.278745812729194,1.28306655731626,0.317490705587329,0.936992976937696,-0.888346517773973,-0.0153782604975221,-0.0103207483630229,0.431548460109608,-1.82004971505091,1.27102107608189,-0.0114895006224464,1.53161735263104,-0.287869928572881,-0.183766653074067,0.0010484839656779
"610","(60,70]","(60,80]","(40,80]","(65,70]",12.1423,12.3457,0.406048046715422,11,11,12.4841,68,0.988913898478865,1.46965317919075,0.88135593220339,1,"(60,70]",32,0.680432645,1.134615385,"hydrated",1,278.2,"2020_October_CECO_2.2",68.0432645,68.0432645,"0",68.0432645,-0.046,"EPI","2020_October_EPI_CECO_(60,70]","2020_October_EPI_CECO_(60,70]_2.2","October",-3.898,11,25,3718,NA,0.909090909090909,3,59.9703347932304,40.0296652067696,2.2,0.4106,"SEKI","CECO",272.7,336.7,409,5,37,NA,0.1384,0.00455195328457791,2020,"2020_October",0.50293,27.0903901372768,167.467866303166,27.0903901372768,61.569068493811,12.3138136987622,91.1222213708403,78.8084076720781,64,1.14858045905838,1.90877552019709,-0.0183655782313999,-0.0920070142134167,0.456432688660852,-0.165653217884446,-0.124817426097307,1.5743229400817,-3.06616629686384,1.04967054165248,-0.684641011126352,-1.72566225767257,-0.833970458822894,0.108404158437304,-0.00160067070297592
"710","(60,70]","(60,80]","(40,80]","(60,65]",7.2659,7.6837,0.429869513023783,3,14,7.947,40,0.966868000503335,1.58678313710596,0.656918376254911,1,"(60,70]",10,0.6302058401,1.522259136,"hydrated",1,246.1,"2020_October_QUKE_1.5",63.02058401,63.02058401,"0",63.02058401,-0.046,"EPI","2020_October_EPI_QUKE_(60,70]","2020_October_EPI_QUKE_(60,70]_1.5","October",-7.955,4,27,10225,NA,3.33333333333333,2,41.3993797242679,58.6006202757321,1.5,0.4446,"SEKI","QUKE",266.8,266.1,409,2,12,NA,0.2633,0.0147304869762175,2020,"2020_October",0.50293,32.5680225646182,93.0514930417664,6.97886197813248,62.8097578031923,4.65257465208832,27.9154479125299,23.2628732604416,-0.699999999999989,0.568885271359267,-1.67730584718766,0.804570872480476,-1.44626510863908,-0.190665426226134,-0.0128243884948371,-0.190994557772421,0.216006117466276,1.29608445365764,-0.531592568449095,0.428325289547831,0.102285611996996,-0.858126045304036,-0.0538889217097394,0.00158073261755296
"810","(90,100]","(80,100]","(80,120]","(95,100]",7.2469,7.5532,0.388701902931405,1,14.6132107406352,7.8563,38,0.961419497727938,1.0105575717585,0.704553539665597,1,"(90,100]",7,0.9895527261,1.419338551,"hydrated",1,275.5,"2020_October_QUKE_1.4",98.95527261,98.95527261,"0",98.95527261,-0.046,"EPI","2020_October_EPI_QUKE_(90,100]","2020_October_EPI_QUKE_(90,100]_1.4","October",-1.302,11,30,3718,NA,10,2,69.7192875796129,30.2807124203871,1.4,0.4043,"SEKI","QUKE",289.7,290.2,409,2,9,NA,0.3031,0.0155980970685946,2020,"2020_October",0.50293,37.5949040393918,97.7612913994555,2.57266556314357,77.179966894307,5.14533112628713,23.1539900682921,18.008658942005,0.5,-1.43692056612879,0.845122886476566,0.568994876740195,0.637579905454496,0.458877915367383,0.0973758621583192,-0.0518010405198989,-1.74890519700632,-1.17694598681628,0.858961564516826,0.882040977205344,-1.10012798358566,0.361934891768136,0.0897942827474229,-0.00216086096672323
"910","(110,120]","(100,120]","(80,120]","(115,120]",7.1259,7.4938,0.475880888440182,3,15.1474127962263,7.924,63,0.945709237758708,0.855183635518365,0.656918376254911,1,"(110,120]",29,1.169339494,1.522259136,"hydrated",1,311.8,"2020_October_QUKE_1.5",116.9339494,116.9339494,"0",116.9339494,-0.046,"EPI","2020_October_EPI_QUKE_(110,120]","2020_October_EPI_QUKE_(110,120]_1.5","October",-3.983,4,31,10225,NA,3.33333333333333,3,76.8160601796513,23.1839398203487,1.5,0.5032,"SEKI","QUKE",279.5,312.7,409,10,39,NA,0.4302,0.0273191115598183,2020,"2020_October",0.50293,31.8302608156334,132.38606872089,6.30409851051856,65.1423512753585,21.0136617017285,81.9532806367413,60.9396189350128,33.2,-0.655909580184125,1.37114029437281,0.067362767368482,0.990785925708012,-0.578209209937085,0.301884724499891,-0.821393607820918,-0.33204116557271,-2.38228024149858,2.36527899477787,-0.486037077627499,0.404397083658444,-0.365307175496184,0.592549351461773,0.0134251238621048
"1010","(130,140]","(120,140]","(120,160]","(135,140]",12.1744,12.53,0.445255781090401,3,17,13.0209,64,0.962299073028746,0.724383784884903,0.669349429912811,1,"(130,140]",25,1.38048369,1.493987976,"hydrated",1,281,"2020_October_PIJE_1.8",138.048369,138.048369,"0",138.048369,-0.046,"EPI","2020_October_EPI_PIJE_(130,140]","2020_October_EPI_PIJE_(130,140]_1.8","October",-3.089,6,36,6817,100,3.33333333333333,3,92.4025970875686,7.59740291243145,1.8,0.4627,"SEKI","PIJE",268.2,295.9,409,8,33,NA,0.4909,0.0174442189095992,2020,"2020_October",0.50293,38.1803015749019,143.737605929042,6.73770027792386,80.8524033350864,17.9672007411303,74.1147030571625,56.1475023160322,27.7,-0.760858510454711,1.35995033514902,-0.833048614752888,0.552026199005029,-0.255187152780677,0.0532246244216117,0.0224395722828774,-0.914863049733249,-1.7925053582384,2.11606209611038,-0.905175106416942,-0.362900839734954,-0.607715539448021,0.101851820488802,-0.00386859357322888
"1110","(160,170]","(160,180]","(160,200]","(165,170]",7.2716,7.5784,0.396679753357965,15,22.5,8.0927,64,0.936448898389907,0.596538985028194,0.596538985028194,1,"(160,170]",11,1.676336375,1.676336375,"hydrated",1,242.9,"2020_October_ARPA_1.2",167.6336375,167.6336375,"0",167.6336375,-0.046,"EPI","2020_October_EPI_ARPA_(160,170]","2020_October_EPI_ARPA_(160,170]_1.2","October",-3.538,1,38,40900,NA,0.666666666666667,3,100,0,1.2,0.4236,"SEKI","ARPA",277.7,293.8,409,11,22,NA,0.5143,0.0269202466420355,2020,"2020_October",0.50293,56.7208177617675,161.339214966805,37.813878507845,95.7951588865407,27.7301775724197,55.4603551448394,27.7301775724197,16.1,2.53037228028813,-0.42204863052564,0.238335081185173,0.5449315871237,-0.540669721192553,0.0340148010451633,0.0720965656403262,2.80744687726499,0.657407615679691,0.593644299611298,0.267253026202477,0.208606922700765,0.0970155315426804,-0.122960616897839,0.003630442715628
"1210","(140,150]","(140,160]","(120,160]","(140,145]",7.2278,7.4194,0.447635107835108,6,15,7.6923,51,0.964522964522964,0.702088677171126,0.399281383337075,1,"(140,150]",5,1.424321503,1.424321503,"hydrated",1,246.3,"2020_October_QUKE_1.6",142.4321503,142.4321503,"0",142.4321503,-0.046,"EPI","2020_October_EPI_QUKE_(140,150]","2020_October_EPI_QUKE_(140,150]_1.6","October",-0.224,5,40,8180,NA,1.66666666666667,1,100,0,1.6,0.4641,"SEKI","QUKE",266,255.3,409,2,7,NA,0.2729,0.0164648921648922,2020,"2020_October",0.50293,33.5094360059119,113.9320824201,13.4037744023647,89.358496015765,4.46792480078825,15.6377368027589,11.1698120019706,-10.7,0.935227947466627,1.31604498122282,0.440969939245439,0.301733095577328,0.480306605045907,-0.0710067125864933,-0.049039633722478,0.77245938730759,-1.34129323132179,0.455702307095907,0.488217763147804,-0.64154394961133,-0.267434159562989,0.110682520806845,0.00140126492026852
