sample,round,spp,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year,month ,dry.wt,fresh.wt,water.wt,site
1.3,10,ADFA,HP,-10,55.91707458,Glowed past end of video ,0,72,-61920,-61848,0,326,62246,0,240.6,0,0,30,1.9288,1,2020,September,0.3473,0.5415,0.1942,St. Marys
1.4,10,ADFA,EPI,-8.591,56.20721132,0,8,21,12,33,14,142,116,1,273,353.9,261.8,100,0.5281,1,2020,September,0.4382,0.6845,0.2463,St. Marys
1.4,10,CEME,EPI,-9.11,48.82001706,0,15.5,19,20,39,5,125,100,1,293.2,365.3,277.9,100,0.5451,1,2020,September,0.3517,0.5234,0.1717,St. Marys
1.5,10,ADFA,EPI,-6.353,54.27509294,0,9.5,11,13,24,13,129,103,1,274.8,373.7,275.6,100,0.4859,1,2020,September,0.1883,0.2905,0.1022,St. Marys
1.5,10,CEME,EPI,-10,44.4506884,0,12,1,32,33,11,119,76,1,288.3,404.6,288.3,100,0.5583,1,2020,September,0.3559,0.5141,0.1582,St. Marys
1.5,10,ADFA,HP,-6.353,54.27509294,No glow or ignition ,0,-57331,0,-57331,0,58046,58046,0,235.7,0,0,50,1.5959,0,2020,September,0.1883,0.2905,0.1022,St. Marys
1.6,10,CEME,EPI,-1.89,45.66148298,0,15,23,9,32,8,153,136,1,268.9,381.4,276.3,100,0.5447,1,2020,September,0.4437,0.6463,0.2026,St. Marys
1.6,10,ADFA,HP,-9.331,49.20729883,Glowed past end of video ,0,132,-62857,-62725,0,434,63291,0,235.7,0,0,0,2.1757,1,2020,September,0.3343,0.4988,0.1645,St. Marys
2.1,10,ADFA,EPI,-9.027,52.91454443,hp wt: 2.8882,1.75,24,23,47,1,161,137,1,271.7,291.5,285.9,50,0.5477,1,2020,September,0.3534,0.5404,0.187,Painted Caves
2.1,10,CEME,EPI,-8.53,46.67157946,0,2.5,9,-58657,-58648,0,149,58806,0,269.4,0,0,100,0.5034,1,2020,September,0.4071,0.5971,0.19,Painted Caves
2.1,10,ADFA,EPI,-9.027,52.91454443,Glowed past end of video ,0,183,-64390,-64207,0,291,64681,0,219.9,0,0,0,2.8882,1,2020,September,0.3534,0.5404,0.187,Painted Caves
2.2,10,ADFA,EPI,-2.177,76.02059581,0,5.75,16,44,60,5,126,77,1,279.1,329.3,322.1,100,0.5393,1,2020,September,0.2719,0.4786,0.2067,Painted Caves
2.2,10,CEME,EPI,-8.219,51.84619302,0,0,20,-46008,-45988,0,133,46141,0,274.6,0,0,100,0.4529,1,2020,September,0.3927,0.5963,0.2036,Painted Caves
2.3,10,CEME,EPI,-9.064,155.2264808,0,12,24,9,33,11,162,142,1,280.1,415.9,261.8,100,0.5739,1,2020,September,0.2296,0.586,0.3564,Painted Caves
2.4,10,ADFA,EPI,-10,52.46081936,0,13,19,28,47,13,124,83,1,282.3,380.4,287,0,0.5498,1,2020,September,0.3637,0.5545,0.1908,Painted Caves
2.4,10,CEME,EPI,-8.049,52.73752013,0,5.25,5,53,58,4,182,125,1,267.9,295.3,286,100,0.525,1,2020,September,0.3726,0.5691,0.1965,Painted Caves
2.5,10,ADFA,EPI,-8.821,52.28346457,0,12,7,18,25,8,119,93,1,280.8,359.2,264.2,0,0.498,1,2020,September,0.381,0.5802,0.1992,Painted Caves
2.5,10,CEME,EPI,-10,43.26980345,0,18.5,14,20,34,7,145,118,1,268.8,354.5,302,100,0.5182,1,2020,September,0.3358,0.4811,0.1453,Painted Caves
2.5,10,ADFA,HP,-8.821,52.28346457,0,3,108,9,117,10,143,124,1,254.4,260.9,252.2,0,0.9393,1,2020,September,0.381,0.5802,0.1992,Painted Caves
2.6,10,ADFA,EPI,-6.305,67.24033816,0,16,6,23,29,3,112,86,1,281.9,335.7,268.5,100,0.4893,1,2020,September,0.3312,0.5539,0.2227,Painted Caves
2.6,10,ADFA,HP,-6.305,67.24033816,Glowed past end of video ,0,263,-59407,-59144,0,290,59697,0,229.2,0,0,50,2.0586,1,2020,September,0.3312,0.5539,0.2227,Painted Caves
1.2,11,ADFA,EPI,-10,41.26940133,0,6,20,22,42,8,145,115,1,277.7,287.4,242.8,100,0.4933,1,2020,September,0.3608,0.5097,0.1489,St. Marys
1.4,11,ADFA,EPI,-10,46.56709227,0,9,27,16,43,6,117,95,1,273.5,326.1,283.2,0,0.5538,1,2020,September,0.4151,0.6084,0.1933,St. Marys
1.4,11,ADFA,EPI,-10,46.56709227,0,6.25,7,24,31,3,131,104,1,271.9,312.6,278.5,0,0.5538,1,2020,September,0.4151,0.6084,0.1933,St. Marys
1.4,11,ADFA,HP,-10,46.56709227,Ignition due to touhing pilot flame,3,71,0,71,37,117,80,1,246.3,257.5,245.9,90,1.0616,1,2020,September,0.4151,0.6084,0.1933,St. Marys
1.5,11,ADFA,EPI,-10,46.40971489,0,15,10,15,25,10,154,129,1,280.8,356.9,276.9,100,0.4767,1,2020,September,0.3788,0.5546,0.1758,St. Marys
1.6,11,ADFA,EPI,-10,47.25751472,0,2,24,30,54,3,165,132,1,272.1,0,212.8,85,0.5377,1,2020,September,0.3227,0.4752,0.1525,St. Marys
2.2,11,CEME,EPI,-7.819,57.54357844,0,7.5,25,14,39,4,128,110,1,271.8,322.4,288.2,100,0.4655,1,2020,September,0.4991,0.7863,0.2872,Painted Caves
2.6,11,ADFA,EPI,-10,42.4091442,0,18,22,9,31,8,122,105,1,270.9,315,268,0,0.4893,1,2020,September,0.3412,0.4859,0.1447,Painted Caves
2.6,11,ADFA,HP,-10,42.4091442,Glowed past end of video ,0,143,-59901,-59758,0,300,60201,0,232.2,0,0,0,0,1,2020,September,0.3412,0.4859,0.1447,Painted Caves
2.2,12,CEME,EPI,-10,38.70813397,0,17,18,14,32,7,134,113,1,274,376.4,267.4,100,0.487,1,2020,September,0.418,0.5798,0.1618,Painted Caves
2.2,13,CEME,EPI,-9.18,44.47574965,0,15,23,20,43,9,160,131,1,275,379.7,271.9,100,0.5744,1,2020,September,0.4969,0.7179,0.221,Painted Caves
