sample,round,spp,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year,month ,dry.wt,fresh.wt,water.wt,site
5,6,CEME,EPI,-7.5,89.5783339,0,13,20,6,26,13,143,124,1,269.7,281,0,100,0.512,1,2020,January,0.2917,0.553,0.2613,St. Marys
6,6,CEME,EPI,-10,54.31472081,0,19.5,10,14,24,9,120,97,1,268.6,292.6,0,100,0.457,1,2020,January,0.394,0.608,0.214,St. Marys
2,7,CEME,EPI,-6.8,102.6654578,0,15,14,15,29,6,86,65,1,265.5,266.5,0,100,0.404,1,2020,January,0.2758,0.5589,0.2831,St. Marys
2,8,CEME,EPI,-10,55.58559841,0,15.5,20,13,33,6,114,95,1,264.5,278,0,100,0.614,1,2020,January,0.3514,0.5467,0.1953,St. Marys
2,9,CEME,EPI,-4,132.5275657,0,7.5,29,44,73,11,140,85,1,269.1,268.9,0,100,0.539,1,2020,January,0.2358,0.5483,0.3125,St. Marys
3,9,CEME,EPI,-4.6,112.0682116,0,13,14,27,41,7,91,57,1,271.7,271.7,0,100,0.518,1,2020,January,0.2287,0.485,0.2563,St. Marys
4,9,CEME,EPI,-4.5,116.7458187,0,0,8,-37404,-37396,0,140,37544,0,269.5,272.8,0,100,0.492,1,2020,January,0.2422,0.5249,0.2827,St. Marys
5,9,CEME,EPI,-3.5,124.0148051,0,7,28,22,50,2,95,71,1,274.5,297.9,0,100,0.468,1,2020,January,0.2297,0.5145,0.2848,St. Marys
6,9,CEME,EPI,-3.9,126.8797425,0,0,14,-38351,-38337,0,94,38445,0,280.3,279,0,100,0.46,1,2020,January,0.2175,0.4934,0.2759,St. Marys
1,10,CEME,EPI,-5.1,106.5868263,0,3.5,10,32,42,3,208,173,1,269,263.2,0,100,0.428,1,2020,January,0.2589,0.5348,0.2759,St. Marys
2,10,CEME,EPI,-6.2,183.5914154,0,0,12,-24505,-24493,0,110,24615,0,267.5,279.8,0,100,0.613,1,2020,January,0.1841,0.522,0.3379,St. Marys
3,10,CEME,EPI,-6.3,97.09035222,0,18,16,21,37,4,104,79,1,266.9,276.4,0,100,0.49,1,2020,January,0.2939,0.5792,0.2853,St. Marys
4,10,CEME,EPI,-5.8,85.07287653,0,0,4,-68465,-68461,0,563,69028,0,263.8,284.5,0,100,0.615,1,2020,January,0.2985,0.5524,0.2539,St. Marys
5,10,CEME,EPI,-5,111.2807788,0,17,26,11,37,8,126,107,1,269.2,271.4,0,100,0.621,1,2020,January,0.262,0.5535,0.2915,St. Marys
6,10,CEME,EPI,-5.6,112.6107128,0,0,17,-62809,-62792,0,155,62964,0,275,278.9,0,100,0.527,1,2020,January,0.2371,0.5041,0.267,St. Marys
1,11,CEME,EPI,-7,74.2286519,0,11,7,13,20,14,96,69,1,277.3,291.9,0,100,0.438,1,2020,January,0.3906,0.6805,0.2899,St. Marys
2,11,CEME,EPI,-6.9,94.27016645,0,0,7,-40390,-40383,0,125,40515,0,266.3,293.3,0,100,0.53,1,2020,January,0.3124,0.6069,0.2945,St. Marys
3,11,CEME,EPI,-7.3,66.59590599,0,12.5,12,29,41,1,111,81,1,271.9,266.1,0,100,0.538,1,2020,January,0.3298,0.5494,0.2196,St. Marys
4,11,CEME,EPI,-8.6,78.79924953,0,15,12,19,31,5,102,78,1,270.6,279.9,0,100,0.51,1,2020,January,0.2665,0.4765,0.21,St. Marys
5,11,CEME,EPI,-8.2,79.40238375,0,0,13,-39219,-39206,0,141,39360,0,260.3,294.9,0,100,0,1,2020,January,0.2979,0.5344,0.2365,St. Marys
6,11,CEME,EPI,-7.9,85.56478917,0,0,0,0,0,0,0,0,0,0,0,0,100,0.484,1,2020,January,0.3249,0.6029,0.278,St. Marys
1,12,CEME,EPI,-10,76.53492781,0,17,23,8,31,5,103,90,1,287.1,310.5,0,100,0.447,1,2020,January,0.3429,0.6053,0.2624,St. Marys
3,12,CEME,EPI,-10,64.5797302,0,7,2,33,35,3,108,72,1,273.9,274.7,0,100,0.409,1,2020,January,0.2891,0.4758,0.1867,St. Marys
4,12,CEME,EPI,-9.1,64.59731544,0,3.5,12,28,40,2,105,75,1,279.2,286.4,0,100,0.525,1,2020,January,0.3576,0.5886,0.231,St. Marys
5,12,CEME,EPI,-10,72.23897745,0,10,18,17,35,9,83,57,1,281.2,293.7,0,100,0.473,1,2020,January,0.3482,0.5997,0.2515,St. Marys
6,12,CEME,EPI,-9.5,59.29690809,0,21,9,17,26,6,104,81,1,276.1,277.9,0,100,0.43,1,2020,January,0.3542,0.5642,0.21,St. Marys
1.1,1,ADFA,HP,-0.123,103.04679,Glowed past end of video ,0,190,-54728,-54538,0,264,54992,0,286.5,0,0,50,1.274,1,2020,September,0.2757,0.5598,0.2841,St. Marys
1.1,1,CEME,HP,-0.208,101.0507881,Glowed past end of video ,0,93,-48656,-48563,0,316,48972,0,251.6,0,0,100,2.1482,1,2020,September,0.2855,0.574,0.2885,St. Marys
1.1,1,ADFA,EPI,-0.123,103.04679,Glow end time really hard to see ,0,21,-54414,-54393,0,142,54556,0,222.8,0,0,40,0.5344,1,2020,September,0.2757,0.5598,0.2841,St. Marys
1.1,1,CEME,EPI,-0.208,101.0507881,0,8.5,10,46,56,1,137,90,1,275.6,296.3,281.7,100,0.5513,1,2020,September,0.2855,0.574,0.2885,St. Marys
1.2,1,ADFA,HP,-0.713,102.4280911,0,22,20,194,214,10,264,60,1,267.6,289.8,278,0,2.3384,1,2020,September,0.2677,0.5419,0.2742,St. Marys
1.2,1,CEME,HP,-1.88,71.48362235,0,22,81,48,129,13,224,163,1,265.4,320.9,315.6,100,1.93,1,2020,September,0.3114,0.534,0.2226,St. Marys
1.2,1,ADFA,EPI,-0.713,102.4280911,0,14.5,20,8,28,5,90,77,1,222.3,287.4,208.9,100,0.5253,1,2020,September,0.2677,0.5419,0.2742,St. Marys
1.2,1,CEME,EPI,-1.88,71.48362235,0,13,21,29,50,4,125,92,1,275.5,300.5,270,100,0.4698,1,2020,September,0.3114,0.534,0.2226,St. Marys
1.3,1,ADFA,HP,-0.471,100.23465,Glowed past end of video ,0,201,-55664,-55463,0,337,56001,0,280.8,0,0,100,1.8619,1,2020,September,0.2557,0.512,0.2563,St. Marys
1.3,1,CEME,HP,-0.597,79.06908665,Glowed past end of video ,0,59,-49843,-49784,0,377,50220,0,270.6,0,0,100,1.9004,1,2020,September,0.3416,0.6117,0.2701,St. Marys
1.3,1,ADFA,EPI,-0.471,100.23465,0,9,15,26,41,4,119,89,1,241.6,290.3,236.2,100,0.4791,1,2020,September,0.2557,0.512,0.2563,St. Marys
1.3,1,CEME,EPI,-0.597,79.06908665,0,1,17,46,63,3,135,86,1,278.3,306.1,290.1,100,0.5081,1,2020,September,0.3416,0.6117,0.2701,St. Marys
1.4,1,ADFA,HP,-0.225,57.62514552,Glowed past end of video ,0,14,-56023,-56009,0,457,56480,0,292.5,0,0,50,3.5534,1,2020,September,0.2577,0.4062,0.1485,St. Marys
1.4,1,CEME,HP,-0.192,106.6751162,0,17,38,48,86,19,164,97,1,274.7,311.4,304.5,100,1.9752,1,2020,September,0.2367,0.4892,0.2525,St. Marys
1.4,1,ADFA,EPI,-0.225,57.62514552,0,8,13,28,41,12,140,100,1,251.3,237.4,238.7,100,0.4861,1,2020,September,0.2577,0.4062,0.1485,St. Marys
1.4,1,CEME,EPI,-0.192,106.6751162,0,8.5,22,19,41,6,128,103,1,274.5,367.1,265,100,0.5123,1,2020,September,0.2367,0.4892,0.2525,St. Marys
1.5,1,ADFA,HP,-0.136,81.95615514,0,27,8,57,65,28,202,117,1,284,394.2,289.1,0,2.462,1,2020,September,0.2965,0.5395,0.243,St. Marys
1.5,1,CEME,HP,-0.145,118.0670754,0,0,35,-50602,-50567,0,350,50952,0,274.5,0,0,100,1.8411,1,2020,September,0.2773,0.6047,0.3274,St. Marys
1.5,1,ADFA,EPI,-0.136,81.95615514,0,3,24,36,60,1,127,90,1,256.9,279.5,252.7,100,0.541,1,2020,September,0.2965,0.5395,0.243,St. Marys
1.5,1,CEME,EPI,-0.145,118.0670754,0,3,21,65,86,38,141,38,1,281.7,321.9,288.5,100,0.5488,1,2020,September,0.2773,0.6047,0.3274,St. Marys
1.6,1,ADFA,HP,-0.316,107.1710008,0,15.5,35,61,96,15,135,59,1,303.6,333.5,302.4,100,1.6,1,2020,September,0.2538,0.5258,0.272,St. Marys
1.6,1,CEME,HP,-0.491,98.7012987,0,14,84,40,124,8,177,129,1,299.4,333.6,322.7,100,1.681,1,2020,September,0.2695,0.5355,0.266,St. Marys
1.6,1,ADFA,EPI,-0.316,107.1710008,0,4.5,29,27,56,3,133,103,1,256.4,286.1,248.6,100,0.5341,1,2020,September,0.2538,0.5258,0.272,St. Marys
1.6,1,CEME,EPI,-0.491,98.7012987,0,0,18,-50706,-50688,0,108,50814,0,276.3,0,0,100,0.4922,1,2020,September,0.2695,0.5355,0.266,St. Marys
1.6,1,CEME,EPI,-0.491,98.7012987,0,6.5,19,29,48,5,163,129,1,273.8,287,262.7,100,0.4611,1,2020,September,0.2695,0.5355,0.266,St. Marys
2.1,1,ADFA,HP,-0.319,94.82758621,0,29,19,127,146,24,270,119,1,302.7,345.3,310.4,0,2.4873,1,2020,September,0.2494,0.4859,0.2365,Painted Caves
2.1,1,CEME,HP,-0.641,108.3877996,0,0,27,-51470,-51443,0,237,51707,0,258.8,0,0,100,1.7266,1,2020,September,0.3672,0.7652,0.398,Painted Caves
2.1,1,ADFA,EPI,-0.319,94.82758621,0,2.5,16,56,72,2,183,125,1,255.5,267.7,255.2,0,0.5291,1,2020,September,0.2494,0.4859,0.2365,Painted Caves
2.1,1,CEME,EPI,-0.641,108.3877996,0,7.5,20,40,60,2,120,78,1,283.8,324.4,295.9,100,0.4562,1,2020,September,0.3672,0.7652,0.398,Painted Caves
2.2,1,ADFA,HP,-0.256,96.14890886,Glowed past end of video ,0,162,-57826,-57664,0,240,58066,0,298.4,0,0,0,1.7477,1,2020,September,0.2337,0.4584,0.2247,Painted Caves
2.2,1,CEME,HP,-0.226,106.6985646,0,23,106,0,106,11,149,138,1,275.8,315.4,306.8,100,2.6981,1,2020,September,0.2717,0.5616,0.2899,Painted Caves
2.2,1,ADFA,EPI,-0.256,96.14890886,0,7.5,21,36,57,7,129,86,1,260.8,288,243.1,100,0.5526,1,2020,September,0.2337,0.4584,0.2247,Painted Caves
2.2,1,CEME,EPI,-0.226,106.6985646,0,0,42,-51667,-51625,0,115,51782,0,279.6,0,0,100,0.5244,1,2020,September,0.2717,0.5616,0.2899,Painted Caves
2.2,1,CEME,EPI,-0.226,106.6985646,0,7.5,27,29,56,18,154,107,1,278.3,300.8,263.6,100,0.4924,1,2020,September,0.2717,0.5616,0.2899,Painted Caves
2.3,1,ADFA,HP,-0.106,95.64,0,32,9,183,192,9,338,146,1,302.3,327.1,327.2,100,2.9088,1,2020,September,0.25,0.4891,0.2391,Painted Caves
2.3,1,CEME,HP,-3.016,85.8184228,0,22,82,25,107,9,136,102,1,270.3,307.4,300.6,100,1.3765,1,2020,September,0.3018,0.5608,0.259,Painted Caves
2.3,1,ADFA,EPI,-0.106,95.64,0,6,11,-59026,-59015,0,107,59133,0,257.9,0,0,100,0.4885,1,2020,September,0.25,0.4891,0.2391,Painted Caves
2.3,1,CEME,EPI,-3.016,85.8184228,0,0,32,-52156,-52124,0,116,52272,0,277,0,0,100,0.4625,1,2020,September,0.3018,0.5608,0.259,Painted Caves
2.3,1,CEME,EPI,-3.016,85.8184228,0,0,31,-52365,-52334,0,139,52504,0,284.5,0,0,100,0.4924,1,2020,September,0.3018,0.5608,0.259,Painted Caves
2.4,1,ADFA,HP,-0.116,107.9264214,0,17,6,120,126,9,227,98,1,265.8,316.8,314,0,2.5587,1,2020,September,0.299,0.6217,0.3227,Painted Caves
2.4,1,CEME,HP,-0.159,112.4834583,Glowed past end of video ,0,92,-53346,-53254,0,359,53705,0,266.1,0,0,100,3.0024,1,2020,September,0.2267,0.4817,0.255,Painted Caves
2.4,1,ADFA,EPI,-0.116,107.9264214,0,0,23,-57943,-57920,0,159,58102,0,265.5,0,0,40,0.5342,1,2020,September,0.299,0.6217,0.3227,Painted Caves
2.4,1,ADFA,EPI,-0.116,107.9264214,0,8,9,42,51,13,172,117,1,235.6,290.7,219.8,40,0.4631,1,2020,September,0.299,0.6217,0.3227,Painted Caves
2.4,1,CEME,EPI,-0.159,112.4834583,0,3,27,43,70,2,122,77,1,276.5,282.6,282.3,100,0.5162,1,2020,September,0.2267,0.4817,0.255,Painted Caves
2.5,1,ADFA,HP,-0.151,95.22116904,0,37,68,72,140,9,227,146,1,267,351.9,308.3,100,3.0939,1,2020,September,0.2532,0.4943,0.2411,Painted Caves
2.5,1,CEME,HP,-0.328,106.4761054,Glowed past end of video ,0,59,-53844,-53785,0,391,54235,0,268.8,0,0,100,1.1951,1,2020,September,0.2239,0.4623,0.2384,Painted Caves
2.5,1,ADFA,EPI,-0.151,95.22116904,0,10.5,17,17,34,11,107,79,1,273.5,316.5,247,100,0.4862,1,2020,September,0.2532,0.4943,0.2411,Painted Caves
2.5,1,CEME,EPI,-0.328,106.4761054,0,8,19,29,48,2,134,103,1,270.4,290.4,268,100,0.5133,1,2020,September,0.2239,0.4623,0.2384,Painted Caves
2.6,1,ADFA,HP,-0.089,93.51620948,Glowed past end of video ,0,116,-60338,-60222,0,438,60776,0,263.3,0,0,0,2.8222,1,2020,September,0.2807,0.5432,0.2625,Painted Caves
2.6,1,CEME,HP,-0.447,126.0159196,Glowed past end of video ,0,20,-54270,-54250,0,451,54721,0,269.3,0,0,100,1.7407,1,2020,September,0.2387,0.5395,0.3008,Painted Caves
2.6,1,ADFA,EPI,-0.089,93.51620948,0,11.5,11,15,26,6,45,24,1,249.3,312.3,236.7,100,0.5489,1,2020,September,0.2807,0.5432,0.2625,Painted Caves
2.6,1,CEME,EPI,-0.447,126.0159196,0,8,16,51,67,9,171,111,1,276.2,297.8,284,100,0.5051,1,2020,September,0.2387,0.5395,0.3008,Painted Caves
1.1,2,ADFA,HP,-2.169,81.13409415,Glowed past end of video ,0,100,-70249,-70149,0,631,70880,0,269.7,0,0,0,2.3681,1,2020,September,0.2804,0.5079,0.2275,St. Marys
1.1,2,CEME,HP,-1.644,93.56357928,Glowed past end of video ,0,77,-54814,-54737,0,393,55207,0,264.3,0,0,100,1.4058,1,2020,September,0.2548,0.4932,0.2384,St. Marys
1.1,2,ADFA,EPI,-2.169,81.13409415,0,12.5,22,21,43,9,134,104,1,278,340.1,284.8,100,0.5471,1,2020,September,0.2804,0.5079,0.2275,St. Marys
1.1,2,CEME,EPI,-1.644,93.56357928,0,4,16,46,62,7,132,79,1,276.1,365.1,263.1,100,0.512,1,2020,September,0.2548,0.4932,0.2384,St. Marys
1.2,2,ADFA,HP,-0.244,86.2752034,Glowed past end of video ,0,136,-61513,-61377,0,254,61767,0,257,0,0,0,1.9898,1,2020,September,0.2827,0.5266,0.2439,St. Marys
1.2,2,CEME,HP,-1.089,81.51171043,0,17,73,42,115,17,160,101,1,274.3,320.5,315.5,100,1.8135,1,2020,September,0.2818,0.5115,0.2297,St. Marys
1.2,2,ADFA,EPI,-0.244,86.2752034,0,6,13,13,26,17,133,103,1,271.5,238.9,252.2,100,0.488,1,2020,September,0.2827,0.5266,0.2439,St. Marys
1.2,2,CEME,EPI,-1.089,81.51171043,0,15,22,24,46,7,92,61,1,277.6,339.1,263.6,100,0.5451,1,2020,September,0.2818,0.5115,0.2297,St. Marys
1.3,2,ADFA,HP,-0.744,82.28373702,Glowed past end of video ,0,131,-69754,-69623,0,386,70140,0,268.6,0,0,100,1.3686,1,2020,September,0.289,0.5268,0.2378,St. Marys
1.3,2,CEME,HP,-2.113,112.830033,Glowed past end of video ,0,54,-55270,-55216,0,432,55702,0,276.7,0,0,100,2.4628,1,2020,September,0.2424,0.5159,0.2735,St. Marys
1.3,2,ADFA,EPI,-0.744,82.28373702,0,14,6,18,24,4,103,81,1,263.9,272.6,254.9,0,0.5212,1,2020,September,0.289,0.5268,0.2378,St. Marys
1.3,2,ADFA,EPI,-0.744,82.28373702,0,7,29,-70014,-69985,0,114,70128,0,271.2,0,0,100,0.4981,1,2020,September,0.289,0.5268,0.2378,St. Marys
1.3,2,CEME,EPI,-2.113,112.830033,0,7,20,27,47,1,141,113,1,273.6,290,247.3,100,0.4921,1,2020,September,0.2424,0.5159,0.2735,St. Marys
1.4,2,ADFA,HP,-5.33,60.89506173,0,22,76,0,76,35,101,66,1,273.3,283.9,279.7,100,1.3686,1,2020,September,0.324,0.5213,0.1973,St. Marys
1.4,2,CEME,HP,-1.39,99.32743363,Glowed past end of video ,0,49,-62421,-62372,0,353,62774,0,285.5,0,0,100,1.1542,1,2020,September,0.2825,0.5631,0.2806,St. Marys
1.4,2,CEME,EPI,-1.39,99.32743363,0,11,20,18,38,15,119,86,1,268.5,338.9,261.5,100,0.4929,1,2020,September,0.2825,0.5631,0.2806,St. Marys
1.4,2,ADFA,EPI,-5.33,60.89506173,0,6.5,13,27,40,2,113,84,1,272.4,278.1,269.5,100,0.5212,1,2020,September,0.324,0.5213,0.1973,St. Marys
1.4,2,ADFA,EPI,-5.33,60.89506173,0,12,40,2,42,4,97,91,1,277.4,307.9,269,100,0.5464,1,2020,September,0.324,0.5213,0.1973,St. Marys
1.5,2,ADFA,HP,-5.45,63.67536646,Glowed past end of video ,0,127,-37256,-37129,0,296,37552,0,280.4,0,0,100,1.186,1,2020,September,0.2797,0.4578,0.1781,St. Marys
1.5,2,CEME,HP,-1.01,94.01419315,Glowed past end of video ,0,110,-62948,-62838,0,304,63252,0,286.3,0,0,100,2.0535,1,2020,September,0.3241,0.6288,0.3047,St. Marys
1.5,2,CEME,EPI,-1.01,94.01419315,0,0,75,-62711,-62636,0,67,62778,0,275.2,0,0,100,0.4853,1,2020,September,0.3241,0.6288,0.3047,St. Marys
1.5,2,ADFA,EPI,-5.45,63.67536646,0,6,28,15,43,6,132,111,1,279.9,302.7,266.4,40,0.4799,1,2020,September,0.2797,0.4578,0.1781,St. Marys
1.6,2,ADFA,HP,-2.49,68.7279718,0,0,114,-71002,-70888,0,278,71280,0,291.3,0,0,50,0.7104,1,2020,September,0.3121,0.5266,0.2145,St. Marys
1.6,2,CEME,HP,-3.628,69.83870968,Glowed past end of video ,0,108,-55821,-55713,0,309,56130,0,280.5,0,0,100,1.2673,1,2020,September,0.31,0.5265,0.2165,St. Marys
1.6,2,ADFA,EPI,-2.49,68.7279718,0,12,15,17,32,10,136,109,1,266.3,384.5,240.7,70,0.5095,1,2020,September,0.3121,0.5266,0.2145,St. Marys
1.6,2,CEME,EPI,-3.628,69.83870968,0,0,24,-55390,-55366,0,150,55540,0,275.3,0,0,100,0.5366,1,2020,September,0.31,0.5265,0.2165,St. Marys
1.6,2,CEME,EPI,-3.628,69.83870968,0,11.5,1,33,34,12,171,126,1,286.2,395.5,242.8,100,0.5509,1,2020,September,0.31,0.5265,0.2165,St. Marys
2.1,2,ADFA,HP,-7.86,55.92783505,0,23,85,0,85,6,118,112,1,270.4,297.7,271.9,100,1.5,1,2020,September,0.3104,0.484,0.1736,Painted Caves
2.1,2,CEME,HP,-1.082,102.5523013,0,24,80,40,120,6,219,173,1,280.3,336,307.8,100,1.6307,1,2020,September,0.239,0.4841,0.2451,Painted Caves
2.1,2,ADFA,EPI,-7.86,55.92783505,0,5.5,26,29,55,7,189,153,1,267.7,280.9,258.5,60,0.5387,1,2020,September,0.3104,0.484,0.1736,Painted Caves
2.1,2,CEME,EPI,-1.082,102.5523013,Glowed past end of video ,0,33,-55875,-55842,0,142,56017,0,282.3,0,0,100,0.5342,1,2020,September,0.239,0.4841,0.2451,Painted Caves
2.1,2,CEME,EPI,-1.082,102.5523013,0,7,33,16,49,14,165,135,1,277.1,331.4,259.9,100,0.4649,1,2020,September,0.239,0.4841,0.2451,Painted Caves
2.2,2,ADFA,HP,-0.873,75.7719715,0,25,85,0,85,14,100,86,1,263.9,328.1,302.7,0,1.7564,1,2020,September,0.2947,0.518,0.2233,Painted Caves
2.2,2,CEME,HP,-1.625,93.63970588,0,0,78,-56720,-56642,0,342,57062,0,251.5,0,0,100,1.6449,1,2020,September,0.272,0.5267,0.2547,Painted Caves
2.2,2,ADFA,EPI,-0.873,75.7719715,0,12.5,13,26,39,9,171,136,1,281.9,267.8,259.1,50,0.5533,1,2020,September,0.2947,0.518,0.2233,Painted Caves
2.2,2,CEME,EPI,-1.625,93.63970588,0,8,14,36,50,6,169,127,1,279.6,276.2,241.2,100,0.4908,1,2020,September,0.272,0.5267,0.2547,Painted Caves
2.3,2,ADFA,HP,-0.746,64.3441166,0,21,59,19,78,24,111,68,1,294,296.7,291.4,0,1.1064,1,2020,September,0.2813,0.4623,0.181,Painted Caves
2.3,2,CEME,HP,-0.498,102.3357664,0,18,46,56,102,19,206,131,1,275.7,335.5,306.5,100,2.1517,1,2020,September,0.274,0.5544,0.2804,Painted Caves
2.3,2,ADFA,EPI,-0.746,64.3441166,0,4,8,49,57,3,154,102,1,276.3,282.4,261.4,0,0.4826,1,2020,September,0.2813,0.4623,0.181,Painted Caves
2.3,2,CEME,EPI,-0.498,102.3357664,0,0,27,-52661,-52634,0,108,52769,0,269.9,0,0,100,0.5215,1,2020,September,0.274,0.5544,0.2804,Painted Caves
2.3,2,CEME,EPI,-0.498,102.3357664,0,0,43,-52943,-52900,0,163,53106,0,278.3,0,0,100,0.529,1,2020,September,0.274,0.5544,0.2804,Painted Caves
2.4,2,ADFA,HP,-1.957,72.67645003,Glowed past end of video ,25,64,35,99,12,80,33,1,273.8,312.8,304.7,0,1.9098,1,2020,September,0.2862,0.4942,0.208,Painted Caves
2.4,2,CEME,HP,-0.987,109.5989761,Glowed past end of video ,0,92,-65269,-65177,0,418,65687,0,243.1,0,0,100,1.1319,1,2020,September,0.2344,0.4913,0.2569,Painted Caves
2.4,2,CEME,EPI,-0.987,109.5989761,0,3.5,11,30,41,4,82,48,1,287.9,311.4,278.9,100,0.4595,1,2020,September,0.2344,0.4913,0.2569,Painted Caves
2.4,2,ADFA,EPI,-1.957,72.67645003,0,0,3,-71834,-71831,0,133,71967,0,281.4,0,0,0,0.54,1,2020,September,0.2862,0.4942,0.208,Painted Caves
2.5,2,ADFA,HP,-2.04,80.39358601,flam. Wt. approx,22,80,0,80,14,61,47,1,298.2,316.5,288.8,50,2,1,2020,September,0.2744,0.495,0.2206,Painted Caves
2.5,2,CEME,HP,-3.85,83.55605048,Glowed past end of video ,0,46,-64211,-64165,0,402,64613,0,288.1,0,0,100,1.1095,1,2020,September,0.2694,0.4945,0.2251,Painted Caves
2.5,2,CEME,EPI,-3.85,83.55605048,0,13.5,19,24,43,4,156,128,1,273.8,338.8,267.5,100,0.5279,1,2020,September,0.2694,0.4945,0.2251,Painted Caves
2.5,2,ADFA,EPI,-2.04,80.39358601,no second weight,5.5,20,41,61,3,160,116,1,277.5,281.2,266.7,0,0.5382,1,2020,September,0.2744,0.495,0.2206,Painted Caves
2.6,2,ADFA,HP,-2.09,82.73785628,No glow or ignition ,0,-72766,0,-72766,0,72812,72812,0,303.3,0,0,70,1.3887,0,2020,September,0.2491,0.4552,0.2061,Painted Caves
2.6,2,CEME,HP,-1.197,110.312076,No glow or ignition ,0,-65695,0,-65695,0,66054,66054,0,255.8,0,0,100,1.6175,0,2020,September,0.2948,0.62,0.3252,Painted Caves
2.6,2,CEME,EPI,-1.197,110.312076,0,3,15,37,52,1,112,74,1,283.4,304.3,290,100,0.5114,1,2020,September,0.2948,0.62,0.3252,Painted Caves
2.6,2,ADFA,EPI,-2.09,82.73785628,0,5,7,36,43,12,111,63,1,278.9,324.8,228.4,100,0.5138,1,2020,September,0.2491,0.4552,0.2061,Painted Caves
1.1,3,ADFA,HP,-3.979,74.00699078,0,24,76,13,89,6,81,62,1,291.2,300.2,295.3,50,1.1661,1,2020,September,0.3147,0.5476,0.2329,St. Marys
1.1,3,CEME,HP,-2.989,85.40225701,Glowed past end of video ,0,92,-70753,-70661,0,365,71118,0,253.1,0,0,100,1.8422,1,2020,September,0.2747,0.5093,0.2346,St. Marys
1.1,3,CEME,EPI,-2.989,85.40225701,0,4,23,36,59,7,168,125,1,278.3,333.3,309.1,100,0.4784,1,2020,September,0.2747,0.5093,0.2346,St. Marys
1.1,3,ADFA,EPI,-3.979,74.00699078,0,11,24,16,40,8,101,77,1,275.1,274.7,258.4,100,0.5415,1,2020,September,0.3147,0.5476,0.2329,St. Marys
1.2,3,ADFA,HP,-2.444,74.9382716,0,21,69,42,111,13,161,106,1,280,0,290.8,20,2.0713,1,2020,September,0.324,0.5668,0.2428,St. Marys
1.2,3,CEME,HP,-2.939,94.62780899,Glowed past end of video ,0,374,-39840,-39466,0,180,40020,0,253.6,0,0,100,2.0876,1,2020,September,0.5696,1.1086,0.539,St. Marys
1.2,3,CEME,EPI,-2.939,94.62780899,0,0,18,-39281,-39263,0,99,39380,0,272,0,0,100,0.4643,1,2020,September,0.5696,1.1086,0.539,St. Marys
1.2,3,ADFA,EPI,-2.444,74.9382716,0,8.5,8,25,33,9,144,110,1,272.3,289.1,260.4,100,0.4543,1,2020,September,0.324,0.5668,0.2428,St. Marys
1.3,3,ADFA,HP,-7.005,66.16725688,0,28,42,19,61,68,176,89,1,280,274.1,270,0,1.6334,1,2020,September,0.3671,0.61,0.2429,St. Marys
1.3,3,CEME,HP,-3.005,82.28843862,Glowed past end of video ,0,53,-40088,-40035,0,417,40505,0,250.8,0,0,100,1.7507,1,2020,September,0.4195,0.7647,0.3452,St. Marys
1.3,3,CEME,EPI,-3.005,82.28843862,0,0,18,-39825,-39807,0,175,40000,0,274.8,0,0,100,0.492,1,2020,September,0.4195,0.7647,0.3452,St. Marys
1.3,3,CEME,EPI,-3.005,82.28843862,0,0,15,-40130,-40115,0,152,40282,0,279.6,0,0,100,0.7669,1,2020,September,0.4195,0.7647,0.3452,St. Marys
1.3,3,ADFA,EPI,-7.005,66.16725688,0,9,10,16,26,10,113,87,1,280,387.7,262.6,40,0.4649,1,2020,September,0.3671,0.61,0.2429,St. Marys
1.4,3,ADFA,HP,-5.751,62.62002743,0,26,75,0,75,25,101,76,1,264.6,328.7,300.1,100,1.3716,1,2020,September,0.2916,0.4742,0.1826,St. Marys
1.4,3,CEME,HP,-3.17,77.79329609,0,18,112,47,159,15,201,139,1,258.4,320.4,313.5,100,2.5259,1,2020,September,0.2864,0.5092,0.2228,St. Marys
1.4,3,CEME,EPI,-3.17,77.79329609,0,16,23,28,51,8,127,91,1,274.1,427.2,263.2,100,0.5593,1,2020,September,0.2864,0.5092,0.2228,St. Marys
1.4,3,ADFA,EPI,-5.751,62.62002743,0,3.5,9,36,45,4,141,101,1,279.2,299.4,278.7,50,0.4901,1,2020,September,0.2916,0.4742,0.1826,St. Marys
1.5,3,ADFA,HP,-7.252,55.69994093,Glowed past end of video ,0,62,-39276,-39214,0,266,39542,0,268.9,0,0,50,1.2313,1,2020,September,0.3386,0.5272,0.1886,St. Marys
1.5,3,CEME,HP,-4.048,75.43010753,Glowed past end of video ,0,73,-41203,-41130,0,598,41801,0,264.1,0,0,100,1.7643,1,2020,September,0.372,0.6526,0.2806,St. Marys
1.5,3,CEME,EPI,-4.048,75.43010753,0,0,13,-41040,-41027,0,140,41180,0,272.6,0,0,100,0.4168,1,2020,September,0.372,0.6526,0.2806,St. Marys
1.5,3,CEME,EPI,-4.048,75.43010753,0,6,14,21,35,4,108,83,1,275.7,283.9,261.1,100,0.413,1,2020,September,0.372,0.6526,0.2806,St. Marys
