date,sample,fresh.weight,dry.weight,water.potential,spp,fresh.weight.saturated.excel,RWD.excel,TLP.excel,RWC.at.tlp.excel,Po,SWC,LFM.at.tlp.excel,mean.TLP,mean.RWC,mean.Po,mean.SWC,mean.LFM.at.tlp
09.11.2020,6,0.3018,0.148,-1.38,CEME,0.3168,8.88,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2981,0.148,-1.508,CEME,0.3168,11.07,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2995,0.148,-1.631,CEME,0.3168,10.24,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.3005,0.148,-1.711,CEME,0.3168,9.65,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2968,0.148,-1.962,CEME,0.3168,11.84,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2952,0.148,-2.113,CEME,0.3168,12.79,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2941,0.148,-2.135,CEME,0.3168,13.44,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2928,0.148,-2.171,CEME,0.3168,14.21,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2914,0.148,-2.492,CEME,0.3168,15.04,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
09.11.2020,6,0.2851,0.148,-2.611,CEME,0.3168,18.77,-2.932173052,80.23039683,-1.960228732,0.316763966,91.48648649,-2.784243642,84.19278907,-1.416447499,0.510411545,90.33494628
